Country,Year,GDP_Growth_Rate,Inflation_Rate,GDP_Per_Capita,Unemployment_Rate,Cost of Living Index,Local Purchasing Power Index
India,1981,6.006203626,13.1125469,271.4261492,8.026436248,38.08751297,37.72067642
Ireland,1981,3.32521557,20.37351107,5986.154109,7.975999127,46.89157104,40.59994888
"Iran, Islamic Rep.",1981,-5.696787233,24.20358976,2482.920485,8.641770613,32.76712036,32.98052216
Iraq,1981,-0.728727508,39.69867365,2688.725452,8.334710822,38.08369827,27.03133583
Iceland,1981,4.265007128,51.7932416,15137.25384,7.577479818,52.36469269,39.37097931
Israel,1981,5.339926998,116.8000344,6756.311206,7.802199909,47.61355972,23.50423431
Italy,1981,0.844227607,17.96929875,7622.833328,8.065056357,46.38676071,38.5329361
Jamaica,1981,2.639447994,12.73971811,1374.942119,8.187331827,42.40880966,36.69152069
Jordan,1981,17.17871742,7.7,1900.563675,7.301062781,42.75664902,30.27489662
Japan,1981,4.260624493,4.912162918,10583.12789,7.756345894,50.95177841,47.8266983
Kenya,1981,3.773544194,11.60305344,408.3466712,8.155186036,41.90617371,37.90757751
Cambodia,1981,0.041092117,38.62985141,128.0787554,8.382136176,38.19607544,25.10991859
Kiribati,1981,5.479452055,19.8403009,575.7314009,8.043683579,38.76961899,35.81479645
St. Kitts and Nevis,1981,1.546903384,10.4763632,1883.195327,8.23462467,42.89678574,35.90176773
"Korea, Rep.",1981,7.246176285,21.35164025,1883.45598,7.891350424,37.89330673,36.81874466
Kuwait,1981,-18.92473118,7.374781596,15929.81956,8.945293327,50.56165314,40.15105438
Latin America & Caribbean (excluding high income),1981,1.051102891,13.65732808,9678.042396,7.979151356,49.38673019,42.94618225
Liberia,1981,-2.136750115,45.86532313,425.4504471,8.500355668,34.75278854,24.32074547
Libya,1981,-19.1901808,11.19972261,11688.36072,9.115008922,48.47406769,35.72770691
St. Lucia,1981,6.310253183,15.12484438,1569.251987,7.960360242,38.64811707,38.23138428
Latin America & Caribbean,1981,1.221282908,14.04796867,9656.304919,7.969653691,49.73747635,42.87320328
Least developed countries: UN classification,1981,2.463360148,30.26473067,321.159752,8.231617071,40.63601303,31.82614326
Low income,1981,2.855063695,12.16739435,359.2559872,8.211689161,41.53790665,36.34447861
Liechtenstein,1981,4.814820216,10.21365327,20186.52845,7.370567663,55.65458298,51.0790863
Sri Lanka,1981,5.699524767,17.9689955,290.5367445,8.042779359,38.38545227,36.34083557
Lower middle income,1981,2.010842803,11.87991359,466.066304,8.258288462,41.21295929,34.79034805
Low & middle income,1981,1.907399489,12.85720779,706.3787901,8.255435659,41.33763885,34.59217072
Lesotho,1981,0.694638144,12.41326137,299.9569839,8.342827653,39.85472107,32.27570343
Late-demographic dividend,1981,0.191415031,37.66454439,875.979349,8.34605808,38.97403717,26.05161476
Luxembourg,1981,-0.55095552,8.072943759,13837.12998,7.924089676,50.37607574,50.78264236
Morocco,1981,-1.74343493,12.49252839,874.7869263,8.467439658,35.76845932,30.5270443
Monaco,1981,0.922378366,8.925705914,44171.99267,6.729740662,79.23812866,94.33865356
Madagascar,1981,-9.800000001,30.53817743,516.9081956,8.956966446,33.86594772,26.88460541
Maldives,1981,11.76470588,-1.372566256,263.9435643,7.682649508,37.09114075,31.48213005
Middle East & North Africa,1981,-0.224254957,11.27215971,2977.946779,8.300231227,40.95637894,34.2878952
Mexico,1981,9.585841155,27.9337626,3810.247971,7.679524915,39.84763718,32.26930618
Marshall Islands,1981,6.436513121,16.36432058,933.8029441,7.973974418,37.88384247,37.4370575
Middle income,1981,1.884231423,12.97469747,732.5445113,8.255833187,41.32876587,34.53453064
Mali,1981,1.508804297,33.58593609,204.3011031,8.292414169,39.45214462,28.77603149
Malta,1981,3.311762074,11.50975584,3898.243037,8.05536716,45.73262405,40.72722626
Myanmar,1981,6.355754592,0.318444733,32.57102238,8.017642169,37.80335999,39.6721344
Middle East & North Africa (excluding high income),1981,-2.693751619,11.8461255,1686.191348,8.494743719,34.7011261,31.93509102
Mozambique,1981,5.000002954,15.52326283,9178.832266,7.759823911,46.35665894,43.19944382
Mauritania,1981,3.45028842,26.66691138,712.4469572,8.158931689,41.8862915,34.79862213
Mauritius,1981,5.882352901,14.46159107,1180.840709,8.000274063,38.94384766,38.09541702
Malawi,1981,-5.290119277,11.81469755,276.2613531,8.701307929,30.25762367,31.50069237
Malaysia,1981,6.942104201,9.7,1843.349369,7.914038885,38.57474518,39.68866348
North America,1981,2.614328518,11.40316388,13820.13606,7.734778694,55.31794357,49.38109207
Namibia,1981,0.9714495,34.15803963,2278.633026,8.248885317,40.80133438,28.93285179
New Caledonia,1981,-6.99999937,58.54953596,6817.834944,8.556227235,43.30673218,36.69360733
Niger,1981,-0.177666071,22.91340756,340.9996972,8.390670302,37.17826843,27.09370041
Nigeria,1981,-13.12788049,20.81282291,2187.886436,9.097278799,40.01734161,29.01099396
Nicaragua,1981,5.363290189,14.32383977,9134.259846,7.739868086,45.7136116,43.02527237
Netherlands,1981,-0.783611707,6.738926552,11520.44787,8.022924181,48.58959579,48.32958984
Norway,1981,1.598343923,13.64296081,15512.5067,7.733080126,54.03352356,51.62234497
Nepal,1981,8.341974135,11.14485673,142.492984,7.892150122,36.18146133,37.63968658
Nauru,1981,-2.8167472,44.36398965,6720.795224,8.311921423,39.58508682,34.00059509
New Zealand,1981,4.655353087,15.37015958,7813.887543,7.831132622,46.19374847,42.70218277
OECD members,1981,2.141544322,13.64296081,8788.224713,7.946155976,51.26057053,43.29752731
Oman,1981,17.04707839,-23.29121758,6748.752492,7.134098779,45.26891327,36.82448578
Other small states,1981,-4.600190999,11.04464521,2656.573232,8.573391204,33.43579102,34.72350693
Pakistan,1981,7.920763572,11.87991359,333.4583921,7.910142383,36.48045349,38.08502197
Panama,1981,9.206809454,7.302328365,2607.18005,7.751513348,38.20615005,35.9949913
Peru,1981,5.552041815,75.43326876,9029.637293,7.717352801,47.79768372,29.68647575
Philippines,1981,3.422208738,13.08259852,815.2160842,8.160925929,42.33376694,37.7281189
Palau,1981,-0.374147404,38.51948682,2642.224588,8.315393628,38.97492599,27.27845764
Papua New Guinea,1981,-0.274829572,8.054226476,788.3033453,8.384047019,39.38630676,32.82410812
Pre-demographic dividend,1981,-4.02976242,51.9510201,1019.54793,8.59092026,33.91586304,26.41454887
Puerto Rico,1981,1.147947225,31.95518129,4920.722937,8.142437643,43.4749527,31.97172737
Portugal,1981,1.618104215,19.04041075,3245.975214,8.178362606,42.9583168,34.69705963
Paraguay,1981,9.170458849,12.97469747,1778.053821,7.782467054,37.47637177,34.97278976
Pacific island small states,1981,3.082843891,27.55308706,1314.485732,8.158827451,42.30904007,34.68494797
Post-demographic dividend,1981,1.951195786,11.76738743,9473.713428,7.932989198,51.73920059,44.24742889
French Polynesia,1981,2.646022877,25.4049872,7310.844048,7.9668492,47.9286232,39.49179459
Qatar,1981,0.900972101,8.520599251,29371.46691,7.270054241,62.11047745,70.90077972
Rwanda,1981,5.436199479,6.450664472,258.5577578,8.062702297,39.13787079,38.2387886
South Asia,1981,6.444767613,11.87991359,269.9981009,8.000617805,37.57023621,38.21635056
Saudi Arabia,1981,1.942929043,2.798982188,17258.63631,7.651593395,57.30767822,56.64610291
Sudan,1981,7.437563656,24.57572433,495.4863586,7.929750034,36.44719696,35.01988602
Senegal,1981,5.18022967,5.91319372,699.909857,8.062017279,40.0599556,38.62612152
Singapore,1981,10.8159233,8.182021968,5596.585977,7.546022343,41.7864418,33.54369354
Solomon Islands,1981,-1.797019369,16.39871383,801.1948237,8.472300504,34.67279434,28.81605911
Sierra Leone,1981,2.881428565,28.83921511,324.3792924,8.206732172,41.27127075,33.22650909
El Salvador,1981,-5.720990452,14.79715163,755.5659457,8.708758532,30.54261208,31.84348679
Somalia,1981,6.264204545,17.44576349,117.8281008,8.013828272,37.28748703,36.52881241
Sub-Saharan Africa (excluding high income),1981,-0.813615383,12.41326137,1005.22674,8.407161523,37.65743256,30.96981239
Sub-Saharan Africa,1981,-0.815959389,12.29032786,1005.424316,8.407326623,37.68157578,31.02099228
Small states,1981,-3.241723405,12.12270624,2383.655876,8.501934147,34.31470871,33.08234024
Sao Tome and Principe,1981,-10.31390225,73.45677745,841.9913482,8.969666988,39.7821579,27.05631256
Suriname,1981,7.099999999,8.793969849,2365.24867,7.885790383,38.87430954,40.1910553
Sweden,1981,0.454830417,12.10393853,15586.43008,7.799085317,52.29664993,52.32609558
Eswatini,1981,14.64144107,20.05579665,926.2667351,7.484935765,40.82290649,28.83717155
Seychelles,1981,-3.87678311,10.5767904,2557.206656,8.533934563,34.05948639,34.37311172
Syrian Arab Republic,1981,7.755343865,18.39416058,1686.094859,7.868922315,37.44366455,36.97828293
Chad,1981,1.042918103,35.17560637,198.8870058,8.320211703,39.01272202,27.38027191
East Asia & Pacific (IDA & IBRD countries),1981,5.569416815,19.70355551,296.0071329,8.048516556,38.43748093,35.70274353
Togo,1981,-3.315186078,19.71650236,464.4871549,8.574399611,30.83823776,27.41143227
Thailand,1981,5.906867763,12.66299307,745.7320487,8.015169462,38.59375381,38.10784149
Latin America & the Caribbean (IDA & IBRD countries),1981,0.93648088,14.18992764,9691.546622,7.985384349,49.04605103,42.77605438
Middle East & North Africa (IDA & IBRD countries),1981,-2.693751619,11.8461255,1670.596613,8.495313121,34.68802643,31.91183472
South Asia (IDA & IBRD),1981,6.444767613,11.87991359,269.9981009,8.000617805,37.57023621,38.21635056
Sub-Saharan Africa (IDA & IBRD countries),1981,-0.815959389,12.29032786,1005.424316,8.407326623,37.68157578,31.02099228
Trinidad and Tobago,1981,4.577208558,14.3318866,6118.941041,7.897959616,45.25295639,41.76155853
Tunisia,1981,5.514072829,19.31375847,1249.760203,8.017143986,39.2336731,36.48543549
Turkiye,1981,4.856648767,37.61478258,1582.419075,8.040789293,38.76291275,30.89693832
Tuvalu,1981,2.6003,29.62563629,606.1744389,8.213149212,41.14851379,32.58376694
Tanzania,1981,-0.978820953,25.65002393,680.2608643,8.425415166,35.15397644,25.77195168
Upper middle income,1981,1.848663888,14.25477987,928.7717423,8.250456376,41.36601639,34.31629181
Uruguay,1981,1.559559829,34.04533586,3725.003216,8.160425052,43.09233856,31.90976143
United States,1981,2.537701267,10.33471534,13976.10539,7.733941487,55.47153473,49.78554916
St. Vincent and the Grenadines,1981,4.613904086,12.73565665,943.5770005,8.085152728,41.37534332,37.88277817
"Venezuela, RB",1981,-0.362810903,37.5113781,4241.311872,8.256624649,39.62781143,29.09979057
Vanuatu,1981,4.377956677,26.84563758,941.2244147,8.095622723,40.64099503,34.29382324
World,1981,1.926416031,12.44243689,2609.268009,8.18492967,43.6878624,36.71217728
Samoa,1981,-9.029122371,20.50662445,711.177895,8.906466808,33.13967896,28.04864693
South Africa,1981,5.36079106,15.25424427,3080.833019,7.961844177,41.10183334,39.00317001
Zambia,1981,6.167957407,17.43307594,679.3081481,7.999130855,37.86967468,36.92723846
Zimbabwe,1981,12.52542485,-4.449925793,1067.25452,7.608396133,38.53420639,31.18540573
Africa Eastern and Southern,1982,0.319585581,12.1399177,689.9426708,8.351061307,40.07767487,32.12293625
Africa Western and Central,1982,-3.298625058,12.05976521,1172.997045,8.549553457,33.05403519,31.25282097
Angola,1982,0,32.031189,9792.292381,8.034480363,43.77371597,37.4552269
Albania,1982,2.948596801,22.29615109,9430.523288,7.872510231,50.26832962,42.73680496
Andorra,1982,1.246461111,28.69833159,9739.22855,7.961537407,47.52617645,38.53310394
Arab World,1982,-7.763712401,8.331255756,2593.214401,8.765368661,34.47550583,32.52989197
United Arab Emirates,1982,-6.719316186,37.52335921,39921.63298,7.33688534,66.71360779,68.82279968
Argentina,1982,-0.735659159,34.46002898,9882.551839,8.074891046,42.0541954,37.38087082
Antigua and Barbuda,1982,-0.084251023,37.58746863,2551.33182,8.301521365,39.71900558,27.46754646
Australia,1982,3.325214167,11.35181976,12778.92792,7.73034947,54.80664063,49.10193253
Austria,1982,2.011254708,5.436030825,9410.347257,7.933379746,52.44744873,46.2986412
Burundi,1982,-1.05359982,5.868096357,220.1570099,8.451880445,37.95786667,32.55430222
Belgium,1982,0.594986772,8.726549066,9343.8611,8.019533353,49.34301376,44.26130676
Benin,1982,2.235066344,31.04722643,312.6932125,8.245449648,40.37176132,31.1271019
Burkina Faso,1982,9.562196622,12.05976521,239.6194956,7.81548184,36.17791748,34.1341629
Bangladesh,1982,2.134327836,31.45300007,209.1957418,8.255177998,40.16635513,30.72688675
Bulgaria,1982,2.334565592,29.58296354,2169.004011,8.172112244,42.22927856,33.20763016
Bahrain,1982,-7.556217712,8.885713085,10601.63901,8.460422324,45.43536377,44.10618591
"Bahamas, The",1982,6.698897757,6.012621017,6797.830965,7.748633937,43.06152725,42.64552689
Belize,1982,-0.107710429,6.839032527,1195.508972,8.359516632,40.36669159,33.99432373
Bermuda,1982,-5.285412261,48.25599476,14166.17129,8.187672071,49.88327408,47.2470665
Bolivia,1982,-3.938737928,123.5357186,934.7813827,8.567184345,51.02197266,30.90018845
Brazil,1982,0.83,100.5433592,9581.439327,7.973478071,51.66691971,36.13349915
Barbados,1982,-4.900938478,10.33246644,4552.944471,8.522300246,35.57836151,37.17198944
Brunei Darussalam,1982,3.956654938,6.356589147,21254.06231,7.384499587,56.58621979,56.8113327
Bhutan,1982,3.439773849,9.846772168,319.8530022,8.178814213,41.8637352,37.79491043
Botswana,1982,12.16553186,11.13720643,992.1180515,7.632756655,38.24139786,29.75165367
Central African Republic,1982,7.715783631,13.2960987,303.2508417,7.923116162,36.55206299,37.74290466
Canada,1982,-3.166150267,10.7689719,12527.31353,8.127406131,46.04737473,47.32320786
Switzerland,1982,-1.309417455,5.655101824,17999.96926,7.818031062,52.5059166,54.93896484
Chile,1982,-11.01430506,9.94102693,1653.986333,8.993390589,36.60172272,29.39645958
China,1982,9.017113914,8.019997752,203.3349195,7.847629083,36.08241272,36.3823204
Cote d'Ivoire,1982,0.200822347,7.583125896,845.6649771,8.353666673,40.70793533,33.81171417
Cameroon,1982,7.516202605,13.25701986,730.7688952,7.919437274,37.01401901,37.9877739
"Congo, Dem. Rep.",1982,-0.457677609,36.69969757,9832.897907,8.057892506,43.07063675,37.19034576
"Congo, Rep.",1982,23.59769996,-42.1902974,1130.258493,6.950144339,40.74039078,33.83292389
Colombia,1982,0.948420787,24.72098825,1421.921688,8.283469129,39.62638855,29.929142
Comoros,1982,6.38331701,16.79015534,530.2043595,7.991789326,37.55287933,37.02145004
Cabo Verde,1982,2.825030083,28.9666384,430.9607439,8.206201156,41.33059311,33.17118454
Costa Rica,1982,-7.285568847,90.12133285,1021.892737,8.772685736,43.06383133,29.04499245
Caribbean small states,1982,-1.132490983,6.839032527,2202.172068,8.383969,39.56845093,34.76977921
Cuba,1982,8.918234965,7.197901251,2114.620716,7.784047014,37.7398262,36.80507278
Cyprus,1982,6.021708985,6.432797267,4122.784668,7.886643197,41.47514343,41.74391174
Germany,1982,-0.394840775,5.241045072,9913.737642,8.05876231,48.4418869,46.69602966
Dominica,1982,4.127683496,4.394594098,1232.720743,8.105828686,42.13267136,39.66324615
Denmark,1982,3.684572968,10.12082568,11804.43289,7.744790443,53.14063644,48.37555695
Dominican Republic,1982,1.698708631,7.646243066,1374.468639,8.24487636,42.87825394,36.50773621
Algeria,1982,6.400004115,6.54250963,2260.347524,7.932021717,39.53405762,40.56586838
East Asia & Pacific (excluding high income),1982,6.410413964,7.031556894,301.923763,8.002778307,37.71276093,39.07415771
Early-demographic dividend,1982,-0.036121901,10.22172714,847.3247765,8.367064769,39.65513229,32.45401382
East Asia & Pacific,1982,4.148316366,23.9718951,1237.219768,8.098512093,41.81610489,35.76890564
Europe & Central Asia,1982,0.964977948,32.57150377,4931.783181,8.152875587,43.24541473,31.52270317
Ecuador,1982,0.614845354,16.28448805,2324.829121,8.272642948,41.49946594,32.82104111
"Egypt, Arab Rep.",1982,9.907171134,14.82300885,600.0430521,7.780990964,36.67726898,32.88035965
Euro area,1982,0.712691481,9.584927647,8111.796062,8.057263209,48.1954422,42.1191864
Spain,1982,1.246461606,14.41500205,5159.708645,8.131900666,45.88537598,37.52140808
Ethiopia,1982,0.916013857,5.890061077,212.2888617,8.334520814,41.20637894,34.75618362
European Union,1982,0.837165065,9.584927647,6795.426605,8.097892547,47.08681488,40.44523621
Fragile and conflict affected situations,1982,-0.805409472,40.85450011,1212.995321,8.392869349,37.38739777,25.38204956
Finland,1982,3.108088693,9.584927647,10938.12206,7.810994713,53.71019363,47.74306488
Fiji,1982,-5.9784862,7.031556894,1763.83774,8.689364812,32.27033615,33.91238022
France,1982,2.505396616,11.97847195,10501.60913,7.862301384,53.4001503,46.05990219
"Micronesia, Fed. Sts.",1982,-2.621064236,47.17182129,990.5922823,8.508515744,34.40542984,25.27965736
Gabon,1982,-3.097520398,16.68579688,4582.163847,8.411848897,35.7675209,35.00651932
United Kingdom,1982,1.994891334,8.598863833,9146.077357,7.943174945,51.92090225,44.99089432
Georgia,1982,2.002445429,25.41994864,9546.608446,7.924483517,49.98839188,40.39674759
Ghana,1982,-6.923650411,22.29556641,320.6994116,8.794498256,31.00536346,29.68011284
Guinea,1982,1.800004762,31.31986333,2306.449996,8.198787987,41.77110672,31.72091484
"Gambia, The",1982,-0.764582637,10.85584546,281.2162259,8.431077647,37.36094666,30.70965195
Guinea-Bissau,1982,4.200082135,24.24191062,501.1285675,8.12218865,41.09533691,35.05368423
Equatorial Guinea,1982,2.201675946,31.26545117,140.2879187,8.253691576,40.17985916,30.86674881
Greece,1982,-1.132647024,20.99108862,5579.234615,8.256953791,39.23238754,34.34989929
Grenada,1982,4.124261648,7.812741412,1299.392856,8.102700299,42.4283638,39.4287262
Greenland,1982,-4.41966084,49.15948131,7813.651282,8.367178805,42.08944702,37.08272552
Guatemala,1982,-3.53008901,0.307385561,1200.249234,8.565472219,35.23336792,35.43210602
Guyana,1982,-13.19013449,83.38628863,618.2348497,9.14819511,43.4503746,25.42889786
High income,1982,-0.250283619,8.885713085,8348.986935,8.106303167,46.55873871,42.8466835
"Hong Kong SAR, China",1982,2.949849085,10.97046414,6133.7669,7.995500757,48.24240112,42.36772537
Honduras,1982,-2.074660895,8.982621706,1062.469765,8.48129289,36.12570572,32.19665909
Heavily indebted poor countries (HIPC),1982,0.565447806,12.31245087,420.2350613,8.346178784,39.91517639,32.19599915
Haiti,1982,-3.563745224,7.359242276,250.8130754,8.600295232,32.75470734,31.82333565
Hungary,1982,2.841088542,6.835805083,2247.708005,8.144973144,43.94605255,39.22925186
IBRD only,1982,2.867253626,10.5278073,870.2219314,8.19273539,42.11427689,37.14821243
IDA & IBRD total,1982,2.516081514,10.81658525,827.0153764,8.215211886,41.84011078,36.30302811
IDA total,1982,-0.113076023,10.82574917,579.3017186,8.381288514,39.13057327,31.8119545
IDA blend,1982,-1.02012914,7.129906758,1008.295138,8.420772792,38.51834488,33.08651352
Indonesia,1982,2.247191011,9.445423954,580.8105955,8.240622118,41.54947281,35.86067581
IDA only,1982,0.783403783,35.96038834,361.993619,8.329660376,38.96492767,26.92527199
India,1982,3.47573324,7.890742794,275.2660859,8.178808519,41.79908371,38.03785706
Ireland,1982,2.283469818,17.1471262,6160.638293,8.032697702,47.36553574,39.65177917
"Iran, Islamic Rep.",1982,23.17124554,18.68972593,2963.49806,6.901442055,46.22885513,31.24579811
Iraq,1982,3.43397803,25.37830906,2929.448776,8.079350805,43.84769821,36.87826538
Iceland,1982,2.154566257,50.24322639,13711.73627,7.755988855,51.40607071,40.66243362
Israel,1982,2.082499934,120.3643514,7215.992059,7.979038703,49.66917038,29.5922184
Italy,1982,0.413585695,16.48041462,7556.523437,8.093590217,45.46236801,38.75361633
Jamaica,1982,2.069231624,6.545407967,1497.311933,8.218549776,43.12579727,37.38654709
Jordan,1982,7.025943389,7.428040854,1945.370764,7.90590343,38.69052887,40.2904129
Japan,1982,3.279742743,2.741040956,9779.974906,7.844827771,52.94192886,48.42767715
Kenya,1982,1.506478258,20.66671467,369.3870535,8.289633694,39.76376343,31.37982559
Cambodia,1982,0,38.7681554,130.7485491,8.384473628,38.16736221,25.02219772
Kiribati,1982,-0.649350649,40.74604301,515.4083405,8.408968279,37.5438385,24.76300049
St. Kitts and Nevis,1982,0.547738045,5.927222982,2010.146801,8.290863202,42.84929657,36.25892639
"Korea, Rep.",1982,8.338078087,7.19084664,1992.516778,7.825873135,37.77679062,38.52529907
Kuwait,1982,-11.74910282,7.776798427,13053.95319,8.621606504,50.15197372,43.09720993
Latin America & Caribbean (excluding high income),1982,0.256669095,7.729492239,9785.380286,8.024334263,49.1978035,45.41566849
Liberia,1982,-2.432937247,46.87600692,421.9243779,8.518031003,34.34144211,24.44024467
Libya,1982,2.806056778,10.25880886,10338.56731,7.85074859,53.25748444,46.67528534
St. Lucia,1982,2.086342106,4.614067499,1452.78962,8.219661042,43.35420609,37.91351318
Latin America & Caribbean,1982,-0.169498184,7.812741412,9838.299202,8.047899666,48.25242996,45.59383392
Least developed countries: UN classification,1982,1.078229653,34.98519123,314.6338433,8.31391445,39.13913727,27.56787872
Low income,1982,1.196522263,12.05976521,349.2017943,8.311145964,40.35911179,33.2340126
Liechtenstein,1982,-1.59010688,31.93985818,20323.74792,7.745033968,52.69849396,54.53465271
Sri Lanka,1982,4.141495702,10.82574917,308.8827846,8.137044991,41.58201599,38.13273239
Lower middle income,1982,2.224969843,10.5278073,451.4907253,8.246386645,41.33877563,35.45367813
Low & middle income,1982,2.830388167,10.83180977,672.0204758,8.202094214,41.88117981,36.83171082
Lesotho,1982,4.45720389,12.1399177,234.3065829,8.120565917,41.12049103,37.58044434
Late-demographic dividend,1982,1.922815823,31.78261648,853.4486436,8.244302033,40.50751877,30.68325806
Luxembourg,1982,1.13130294,9.357050994,12590.9768,7.868774316,52.71632767,48.82294083
Morocco,1982,8.957372023,10.5278073,847.3258667,7.829820611,36.528965,35.93325424
Monaco,1982,2.432389475,5.427342082,41461.44622,6.738760413,78.81291962,92.8785553
Madagascar,1982,-1.9,31.78970465,505.2246202,8.485212666,32.96489716,24.66676903
Maldives,1982,-3.012211661,48.9378576,274.5273699,8.55770454,33.67741013,24.58991432
Middle East & North Africa,1982,-3.1703993,8.331255756,2871.890447,8.48084397,35.62200928,35.19606781
Mexico,1982,-0.049586366,58.91341985,2612.666524,8.290614173,43.90431595,27.40452385
Marshall Islands,1982,4.831228372,21.78421582,1010.095751,8.066305619,40.15655899,35.44715118
Middle income,1982,2.870687681,10.25880886,696.4704638,8.198945078,41.94974518,37.05031204
Mali,1982,-7.378433046,63.86664057,173.2970042,8.820053594,35.06761551,27.28399277
Malta,1982,2.284452306,5.818233972,3788.050632,8.122245668,46.23178864,40.45110321
Myanmar,1982,5.603876426,5.304740405,42.63256246,8.060872432,38.72304535,38.37882233
Middle East & North Africa (excluding high income),1982,11.58918944,10.39330808,1825.928825,7.636931483,38.53593063,30.57018471
Mongolia,1982,8.342136115,9.573142766,1432.487502,7.842960227,37.29544067,38.06357956
Mozambique,1982,-6.899999442,54.8121118,10638.86677,8.413506013,47.54766464,42.18940735
Mauritania,1982,-2.339924122,46.39450878,693.7085992,8.50264621,34.57860565,24.76108551
Mauritius,1982,5.497075928,11.41569313,1101.159205,8.02699583,39.53582764,38.26791763
Malawi,1982,2.50345375,9.821162444,253.1385105,8.23718141,41.28503036,35.94905472
Malaysia,1982,5.943152458,5.81890003,1925.46784,7.97172604,39.55255127,40.14815903
North America,1982,-1.925182384,8.45019945,14247.28907,7.991094462,48.80614471,50.32329178
Namibia,1982,-0.398090744,38.92546827,2107.079171,8.336254797,38.71208191,26.66303062
New Caledonia,1982,2.399992488,26.91099302,6208.647013,8.021469512,46.44877243,37.52822495
Niger,1982,2.17446022,11.64183574,307.354577,8.254373448,41.10279465,34.97603607
Nigeria,1982,-6.803388815,7.697747247,1844.849844,8.735501571,32.87831497,32.87294769
Nicaragua,1982,-0.816361919,34.72647586,9892.453418,8.07932415,41.89979935,37.39136124
Netherlands,1982,-1.240756593,5.911096585,11072.65845,8.066796023,47.38447952,47.67874146
Norway,1982,0.235322432,11.34099617,15224.89391,7.825597201,51.9346199,52.10773468
Nepal,1982,3.779374654,11.69854659,146.5348732,8.164372091,41.64181519,37.66413879
Nauru,1982,-2.816747133,44.26000685,6892.302222,8.305690299,39.78980255,34.28929138
New Zealand,1982,0.929627116,16.16369412,7656.475732,8.059201819,46.95784378,39.19744873
OECD members,1982,0.159209663,11.34099617,8579.696418,8.072775836,47.072052,42.2251358
Oman,1982,11.5698374,-4.572827262,6636.838108,7.462656934,43.65328979,35.6443367
Other small states,1982,1.394947948,7.659255176,2574.645594,8.219194543,44.26107788,37.37922287
Pakistan,1982,6.5374868,5.903528784,349.8417623,7.993735376,37.70425415,39.3438797
Panama,1982,5.348456438,4.250571763,2814.181852,7.975209128,41.29888916,40.64686584
Peru,1982,-0.222723444,64.44815854,827.410231,8.364684709,43.14483261,25.30295944
Philippines,1982,3.698406099,10.22172714,828.5676462,8.14469364,42.37210464,38.45681763
Palau,1982,-0.374149398,38.39689743,2844.432553,8.308047212,39.0499649,27.50196457
Papua New Guinea,1982,0.352944289,5.535055351,732.1565361,8.349263505,41.35073471,34.69197464
Pre-demographic dividend,1982,-1.231329003,42.47231198,936.6999571,8.428140653,36.2591362,24.79602432
Puerto Rico,1982,-1.556643208,41.04678168,5115.008514,8.295608938,37.96147537,30.46765137
Portugal,1982,2.135375078,21.67928373,3079.949566,8.152835458,43.16139221,35.16619492
Paraguay,1982,-1.397617718,5.120065437,1666.650808,8.419809504,38.94107819,34.69696808
Pacific island small states,1982,-3.286449432,49.27093502,1265.358813,8.537952937,34.27890778,26.17782211
Post-demographic dividend,1982,0.199026799,9.470989321,9373.489232,8.041905802,48.28985214,44.15273666
French Polynesia,1982,1.698589557,28.76565911,7088.887755,8.031042696,46.46624756,36.05852509
Qatar,1982,-6.874494139,5.7,24301.05184,7.920342241,56.71246338,60.50576401
Rwanda,1982,1.810846447,12.56513653,248.9418067,8.277981502,40.78731155,34.0105629
South Asia,1982,3.856381506,9.846772168,272.9063779,8.155645196,41.73026657,38.11030197
Saudi Arabia,1982,-20.72988067,1.021039604,13680.76127,9.136899998,47.6782074,36.32014465
Sudan,1982,5.958666433,25.71287975,387.7712097,8.021715714,37.33789444,34.0076561
Senegal,1982,8.010384371,17.37638522,668.0575173,7.891127811,36.6019516,36.66374588
Singapore,1982,7.102144849,3.91628678,6077.634241,7.751395931,42.26628494,42.30261993
Solomon Islands,1982,-1.669565561,12.98342541,770.8372377,8.466694022,35.69810486,30.18732643
Sierra Leone,1982,4.781755535,22.34134639,369.0291438,8.092527535,39.75650787,34.8212204
El Salvador,1982,-6.308471376,11.72888687,738.9695741,8.745260027,31.02080727,31.57809448
Somalia,1982,2.767009758,29.34658602,130.1418531,8.220567721,40.96522522,32.69159698
Sub-Saharan Africa (excluding high income),1982,-1.199607893,12.1399177,901.5980835,8.434071677,36.94317245,30.76421356
Sub-Saharan Africa,1982,-1.20025418,12.09984145,901.7939344,8.434113661,36.95153427,30.7808609
Small states,1982,0.273744853,7.129906758,2335.783421,8.295022373,42.22821808,35.73666763
Sao Tome and Principe,1982,3.092783621,27.83379755,795.6622745,8.177088259,41.81543732,34.19445419
Suriname,1982,-4.2,7.276408618,2425.203028,8.558926901,34.11229706,35.16886902
Sweden,1982,1.248664679,8.58918509,13738.9723,7.820050201,53.78854752,50.72607803
Eswatini,1982,1.17256788,10.80742134,847.3124436,8.294718621,41.23765182,34.15447998
Seychelles,1982,-2.071074418,-0.912646675,2440.684174,8.433357476,39.76976776,38.04578781
Syrian Arab Republic,1982,2.789086648,14.30332922,1713.736846,8.165613003,42.79457474,37.01637268
Chad,1982,5.346608999,20.53227496,180.4890555,8.065913473,38.64759445,35.20402908
