LE_at_birth,Access_to_Electricity,Gender Development Index,Human Development Index,Gender Inequality Index
,,,0.593,0.271
71.502,98.5,0.977,,0.495
,,0.959,0.715,0.407
74.51292683,,,0.769,0.187
,,0.92,0.7,0.363
76.989,100.0,0.948,0.804,0.174
,,,,
76.79268293,100.0,0.985,0.895,0.071
69.642,89.8,,0.651,0.501
68.308,,0.848,0.637,0.603
69.598,87.1,,0.619,0.526
70.25853659,,,0.797,0.268
45.975,,0.942,0.463,0.63
51.043,10.2,0.74,,0.7
66.34,,0.924,0.686,
77.96585366,100.0,0.995,0.9,0.089
,100.0,0.981,0.847,
,77.2,0.884,0.641,0.621
69.606,99.8,,0.706,0.378
78.32926829,,,,0.129
58.107,44.8,,,0.597
,100.0,0.97,0.82,0.216
67.946,73.7,0.893,0.556,0.58
52.662,,,,0.701
64.788,,,0.584,0.556
69.006,64.2,0.93,0.559,0.531
72.24878049,100.0,0.981,0.782,0.28
80.6902439,100.0,0.995,0.879,0.134
63.091,,0.759,0.496,
,86.3,,0.604,0.571
69.955,,0.825,0.693,0.57
,96.9,0.736,0.596,
,100.0,0.986,0.855,
79.40731707,100.0,0.944,0.848,
,100.0,0.958,0.849,0.189
50.81,49.7,0.803,,
70.758,87.7,0.971,,0.436
81.41634146,100.0,0.959,,0.149
72.147,,0.855,,0.572
65.76,99.7,1.006,0.695,
,17.0,0.877,0.485,
76.891,,0.973,0.781,0.557
70.76097561,,1.028,0.767,0.272
46.849,,0.984,0.448,0.588
,99.5,1.017,,0.249
,100.0,,0.869,0.165
,14.8,0.899,0.451,0.636
45.895,,0.862,0.38,
73.344,,0.933,0.722,
,87.5,0.908,,0.483
51.284,10.8,,0.329,
78.84390244,100.0,,,
61.185,,0.824,,0.743
71.76585366,,0.917,0.69,
,97.1,,0.712,0.461
66.787,98.8,,0.652,
,71.7,,0.609,0.425
67.18,,0.789,0.532,
50.065,5.7,0.843,0.316,
51.26,36.0,0.942,0.543,0.539
63.336,24.6,0.815,0.469,0.657
,100.0,0.958,0.895,0.101
78.69268293,100.0,0.98,,0.178
49.841,8.4,0.729,,
73.43658537,99.0,0.926,,
78.78536585,,0.99,0.911,
62.421,73.9,0.654,0.448,0.76
,,0.969,0.726,
61.773,12.7,0.862,0.451,0.653
,91.0,0.954,,0.549
71.041,72.1,,0.684,0.478
69.614,75.7,0.937,,
74.2,100.0,0.992,,0.158
,100.0,0.988,,0.187
,94.6,0.966,0.722,0.388
49.021,4.7,,,0.56
62.032,51.5,0.846,,0.6
57.564,38.9,0.791,,0.648
45.661,8.5,,0.331,0.69
,,0.939,,
73.40243902,100.0,0.987,0.77,0.207
75.75853659,100.0,,0.837,0.14
57.261,70.2,,0.629,0.461
76.41219512,,0.928,0.833,0.161
79.36829268,100.0,0.965,0.83,0.134
70.787,,0.95,0.69,
58.562,29.4,0.812,0.431,0.682
79.79512195,,0.987,,
,100.0,,,0.095
71.644,93.1,0.821,0.596,0.464
64.057,98.6,,0.569,0.419
53.161,9.7,0.88,,0.623
72.613,,,0.664,0.383
54.86,19.6,,,0.666
69.127,86.3,0.956,0.688,
69.646,96.3,0.958,,0.392
73.816,97.3,,0.665,0.385
72.231,,,0.674,0.548
49.006,,0.867,0.404,
67.83707317,99.2,,0.715,
,100.0,0.963,,
77.99268293,100.0,0.978,0.868,0.212
76.83658537,100.0,0.989,0.892,0.271
,97.7,1.008,0.76,0.376
,,0.938,,
71.201,,0.982,0.689,0.527
72.647,88.9,0.954,0.598,0.321
46.019,,,,
41.957,,0.855,0.441,0.626
75.89,,0.934,0.689,
71.23,,0.792,,0.56
47.386,,,0.403,0.657
,96.1,,,0.39
71.018,,0.927,0.676,0.439
79.93658537,100.0,,0.902,
,100.0,,0.879,
,100.0,0.971,0.642,
66.612,,0.788,0.499,0.739
,100.0,0.995,0.76,0.354
68.05609756,90.0,1.016,0.721,0.236
78.07560976,100.0,0.968,0.892,0.131
68.752,,0.929,0.652,0.501
56.606,,0.777,0.436,
,64.0,0.907,0.63,0.55
50.632,27.0,,,0.515
70.41,,0.986,,
71.86585366,89.1,0.98,0.74,0.247
51.272,9.9,,,0.657
,,0.852,0.311,
61.226,,,0.461,0.595
53.415,44.0,0.827,0.461,0.667
79.53073171,100.0,0.982,0.894,0.14
45.409,6.1,,0.333,
,3.8,0.701,0.307,
77.445,97.3,0.94,,
,97.2,0.914,0.604,0.264
71.939,94.9,,0.67,0.5
77.983,98.5,0.954,,
74.71731707,100.0,0.958,,0.183
76.612,,0.92,0.706,0.358
77.487,,0.952,0.816,0.166
,100.0,0.962,0.825,0.163
76.89512195,100.0,0.986,0.896,0.062
69.923,89.7,0.949,0.657,0.493
68.564,97.5,0.839,0.639,
,87.5,0.925,0.626,0.515
70.90487805,100.0,1.035,,
44.486,,0.939,0.451,0.63
51.517,11.9,0.75,0.309,0.697
65.748,,,0.687,0.405
78.1195122,100.0,0.994,0.904,0.092
79.26097561,100.0,0.981,,
,,0.886,0.644,
70.024,99.9,,0.714,0.4
78.22926829,,,0.901,0.121
58.608,46.8,0.868,,0.591
78.64146341,100.0,0.965,0.83,
68.386,78.7,0.894,0.561,0.578
53.278,,0.755,,
,,0.923,0.59,0.555
,63.1,0.928,0.563,0.555
72.34878049,100.0,0.987,0.791,0.275
80.50243902,100.0,,0.886,0.128
,,0.763,0.503,0.655
,87.6,0.895,0.612,
70.445,,,0.701,0.547
,97.1,,0.598,0.641
77.63414634,100.0,0.99,0.864,0.196
79.45121951,100.0,0.943,0.854,0.179
,100.0,,0.853,
50.886,51.4,,0.454,0.675
70.888,86.7,0.983,0.677,0.432
,100.0,,0.882,0.155
72.359,,0.857,0.692,0.567
65.95,99.8,1.007,0.706,0.35
54.99,18.9,,0.485,0.687
76.982,,0.976,0.784,0.554
,99.8,1.028,0.778,0.262
45.595,,0.984,0.446,0.59
71.76097561,99.4,1.015,0.786,0.239
,100.0,0.985,0.874,0.167
,14.0,0.899,0.447,0.635
47.221,,0.863,0.386,0.677
73.563,98.6,0.935,0.724,0.29
,88.3,0.908,,0.465
52.222,13.0,,0.338,
,100.0,,0.8,0.272
,21.7,,0.47,0.742
71.96585366,99.4,0.917,0.694,0.477
,97.9,,,0.459
66.938,,0.981,0.663,0.336
63.518,72.8,1.04,0.617,
67.547,73.3,0.793,0.542,0.582
50.59,,0.848,0.324,0.596
51.254,36.9,0.947,0.545,0.536
63.264,36.4,0.826,0.476,
78.29268293,100.0,0.958,0.892,
78.84634146,,,0.897,0.182
,74.1,0.915,0.575,0.544
,,0.733,,
73.03902439,,0.925,,0.246
78.98780488,100.0,0.991,,0.086
62.626,74.9,,,
,,0.97,0.733,
61.698,,0.866,,0.65
,,0.946,0.662,
71.661,,0.935,0.685,0.471
69.781,76.7,0.941,0.645,0.475
,100.0,0.993,0.806,
77.06585366,,0.986,,
71.0097561,,0.966,,
51.032,6.0,0.872,0.369,0.554
,52.5,0.85,0.511,0.599
58.231,,0.795,0.398,0.639
,9.2,,0.347,0.689
,100.0,0.943,0.84,0.189
,,,0.779,0.19
76.00731707,100.0,0.992,0.848,
55.666,76.7,,,0.459
,100.0,0.927,0.84,
79.56829268,100.0,,0.834,0.131
71.117,,0.949,,0.459
58.976,29.7,,,0.679
79.84634146,100.0,,0.91,0.054
80.38536585,100.0,,0.89,0.093
,,0.822,0.603,0.468
64.846,99.0,0.852,,
,10.7,,0.416,0.619
72.93,91.0,0.97,,0.39
55.311,,0.779,,0.664
,87.0,0.956,0.694,0.66
70.488,96.5,0.967,0.732,
74.059,97.8,,0.67,0.371
,99.8,,0.684,0.533
49.648,7.8,0.869,,0.616
68.27560976,,1.011,0.722,0.346
74.901,100.0,0.962,0.804,0.599
78.14390244,100.0,0.975,0.873,0.209
76.93658537,100.0,0.989,0.893,
75.54,97.8,1.006,,0.376
66.604,99.7,,,0.325
,,0.973,,0.534
,89.1,,,0.312
46.979,17.4,,0.434,0.629
44.565,34.2,0.878,0.452,0.628
76.142,99.4,,0.696,
71.287,98.6,0.794,0.67,0.557
49.617,27.4,0.836,0.42,0.649
74.08,,,0.793,0.385
,,0.935,0.686,
80.23902439,,,,0.14
78.63170732,,0.96,0.881,0.131
,,,0.651,0.355
,,0.938,0.806,0.346
66.824,40.5,,0.505,0.737
,100.0,,,
,90.5,,,
,100.0,0.965,0.895,0.109
68.909,,0.931,0.66,0.514
,,0.782,0.443,
63.635,72.3,,,0.545
50.947,33.1,0.949,0.59,
70.72,,0.986,0.688,
72.06585366,,0.977,,
51.793,11.4,0.776,0.31,0.652
,3.4,0.851,0.319,0.597
62.523,,,,0.58
53.883,,0.839,0.468,0.664
79.71512195,100.0,0.982,0.897,0.136
45.76,6.6,,0.333,0.709
48.206,,,,0.752
,98.8,0.942,0.779,
73.371,97.4,,0.615,0.263
72.361,,,0.677,0.494
78.072,98.7,,0.727,0.364
74.61390244,100.0,0.97,0.783,0.18
76.773,96.5,0.924,0.714,
77.788,,0.95,,0.163
75.17073171,,0.965,0.831,0.154
,100.0,,,0.058
,,0.946,,
,98.8,0.841,0.637,0.583
70.14,87.0,,0.631,0.502
,100.0,1.035,0.816,0.235
43.349,28.7,0.923,,0.587
,13.5,,,0.691
66.177,80.0,0.922,0.692,0.409
,,0.992,0.907,0.088
,,,,0.171
61.671,78.5,,0.648,
70.333,100.0,,0.723,
78.3804878,100.0,0.955,,
59.111,48.3,0.872,,0.587
78.84146341,100.0,0.961,0.835,0.214
68.797,78.5,,0.566,
53.678,18.9,,,
64.6,76.2,0.926,0.598,0.553
,,,0.567,
,100.0,0.992,,
,,0.977,0.891,0.126
64.094,65.4,0.78,0.516,0.647
67.413,,0.9,,
,98.2,0.842,0.704,0.536
65.643,,0.737,0.579,0.67
78.13902439,100.0,0.989,0.873,0.193
,,0.943,,0.174
79.98292683,100.0,0.957,0.858,0.179
50.954,51.5,,,0.674
70.806,86.5,,0.671,0.44
81.76,100.0,0.96,,0.153
72.573,,0.862,0.698,0.517
65.74,,1.01,,0.359
55.601,16.0,0.876,0.495,0.655
76.985,100.0,0.99,0.793,0.555
71.26585366,99.8,,0.787,0.258
44.53,5.4,,0.449,
,,1.018,0.8,0.238
77.72682927,100.0,,0.873,
59.491,,,0.457,0.645
,6.2,0.868,,0.674
73.796,98.7,0.942,0.732,0.278
74.06,89.1,0.908,0.65,0.449
52.893,14.7,,0.35,0.668
78.54634146,100.0,0.925,0.812,0.29
61.347,,0.836,0.475,0.725
,,0.919,,
74.274,97.4,,0.725,
67.419,98.8,,,0.329
64.208,76.3,1.039,0.631,0.385
67.915,75.1,0.798,0.552,0.575
50.87,8.1,0.852,0.337,
51.083,37.8,,0.548,0.531
64.197,39.6,0.833,0.482,0.648
78.49268293,,,0.894,0.085
79.14634146,100.0,0.978,0.903,0.183
67.217,74.6,,0.578,
51.434,,0.734,0.278,0.787
48.441,,0.832,0.45,0.704
73.24146341,99.0,0.926,,0.226
79.3902439,100.0,0.988,,
,76.0,0.67,0.462,0.651
75.218,87.8,0.984,0.737,
,13.4,0.869,,0.68
,,,0.655,0.537
72.217,,0.937,0.684,
69.924,,0.943,0.65,0.473
,,0.993,0.811,0.156
77.2195122,100.0,0.988,0.802,0.18
71.3097561,95.1,0.964,0.732,0.379
65.02756098,97.9,1.05,,0.387
,7.4,0.873,0.385,0.513
,53.6,0.854,0.519,
73.628,100.0,0.86,0.76,
59.122,41.9,0.806,,0.638
46.963,9.9,,,0.667
79.03902439,100.0,0.948,,0.153
73.60487805,100.0,,0.784,0.182
76.85853659,100.0,0.99,0.858,0.127
54.331,,0.96,,
77.21463415,100.0,,,0.159
,100.0,0.971,,
71.373,75.0,,0.699,0.456
,29.9,0.83,0.439,0.676
,100.0,,,0.049
80.53658537,100.0,,,0.084
,92.6,,,0.464
65.552,,,,0.379
54.895,11.1,,0.426,
,,,0.687,
55.639,23.0,0.783,,0.644
,,,,0.658
,,0.967,0.737,0.373
,,,,0.363
72.89,99.8,0.851,0.69,0.527
50.368,10.5,,0.429,0.603
,99.3,1.012,,0.368
76.222,100.0,0.964,,0.597
78.44634146,,,0.878,0.208
77.03658537,100.0,0.986,,
75.785,97.9,1.012,,0.365
67.04,99.5,,,0.308
71.94,95.7,,0.693,0.53
72.98,90.3,0.96,,0.304
48.284,18.5,0.861,0.448,0.626
43.393,35.1,0.862,0.439,0.629
76.376,99.4,,,0.301
,98.6,0.802,0.678,0.556
,28.4,0.84,0.433,
,96.5,,0.798,0.377
71.421,,,0.694,0.394
,100.0,,0.908,0.136
,100.0,,0.886,0.126
,99.0,0.971,0.659,0.348
76.56,100.0,,0.804,0.355
,,0.802,,
74.727,99.9,1.001,0.77,0.348
,91.0,,0.742,0.176
78.87804878,100.0,0.97,0.9,
,,,0.667,
56.826,,0.787,0.45,0.657
,75.9,0.915,0.626,0.54
51.617,35.3,,,0.528
71.131,,0.985,,
72.56341463,90.1,,,0.243
52.416,,,0.32,0.647
52.01,3.7,0.852,,
63.552,14.2,,,0.574
54.178,47.1,0.839,,0.66
79.99219512,,0.982,0.901,0.129
46.038,7.0,0.743,0.337,
,,0.714,0.325,0.748
77.616,97.5,0.946,0.787,0.388
73.748,97.7,0.927,0.626,
72.695,95.3,0.99,0.683,
78.331,99.0,0.95,0.732,
75.5202439,,0.972,0.796,
76.912,96.6,,0.728,0.332
77.944,100.0,0.95,0.83,
75.72195122,100.0,,,0.153
77.49268293,,,0.906,
,90.3,0.944,,0.496
68.613,97.8,0.844,0.64,
70.34,87.4,0.939,0.636,0.498
71.9097561,,1.038,0.826,0.226
42.538,31.4,,0.444,
53.235,,0.77,0.327,0.687
,80.6,0.921,,0.438
78.71463415,,,0.902,0.087
80.16341463,100.0,,0.858,0.159
,79.2,0.891,0.647,
,,0.96,0.729,0.378
,,0.958,,0.107
,,,0.521,
,100.0,0.96,0.843,
,77.2,0.899,,0.574
54.117,20.2,,0.377,0.665
64.93,76.8,0.936,0.612,0.527
69.796,67.1,,,0.549
72.64878049,100.0,0.992,0.801,0.267
80.99756098,100.0,0.988,,0.115
,,0.784,0.525,0.636
65.75,89.0,0.893,0.619,0.547
71.37,98.3,0.86,0.712,0.524
65.031,97.3,,,0.665
,100.0,,0.881,
80.14634146,100.0,0.944,0.858,
80.7804878,,,0.865,0.177
51.363,52.4,0.806,0.455,
70.86,87.2,,,0.44
82.0302439,,0.96,0.888,
72.772,99.2,0.863,,0.517
,,,0.73,
,22.6,0.879,0.508,0.652
76.792,100.0,,0.797,0.552
72.02682927,99.7,1.027,0.799,
43.711,6.8,0.986,,0.574
71.96097561,99.4,1.019,0.809,0.186
79.12195122,,0.982,0.882,0.137
,15.3,0.907,0.465,0.632
50.453,6.9,0.876,,
,98.7,,0.735,0.289
,90.0,0.908,0.65,
,16.4,,,0.667
79.25365854,100.0,,,
61.593,24.3,0.84,0.486,0.726
,,0.923,0.71,0.471
,,0.933,0.73,0.436
,99.1,0.988,0.685,
,,,0.647,0.401
,78.2,0.802,0.56,0.565
,10.7,,0.347,
51.246,38.7,0.95,0.552,0.52
64.818,37.2,0.843,0.489,0.651
79.09512195,100.0,0.962,0.897,0.075
,100.0,0.975,0.906,
67.423,75.2,0.927,,0.532
,9.7,0.742,0.289,
,46.1,0.835,0.462,0.702
,99.4,0.927,0.694,0.221
79.84146341,100.0,0.987,0.927,
74.329,100.0,0.877,,0.362
63.052,77.0,0.662,0.475,
,83.4,0.971,0.743,0.479
61.761,13.8,0.873,,0.676
70.481,93.2,0.957,0.662,0.526
,75.7,0.94,,
70.037,,0.945,,0.479
,,0.996,0.809,0.153
77.67073171,100.0,0.989,,0.177
71.56097561,95.3,0.966,0.742,
,98.0,,0.761,0.368
55.491,8.7,0.884,,0.502
,54.7,0.858,0.525,
,100.0,0.869,0.77,
,36.8,0.811,,
47.577,16.8,0.804,0.364,0.665
79.4902439,100.0,0.952,0.851,0.155
73.95853659,,0.986,0.794,0.191
,100.0,,,
,80.6,0.957,,0.459
77.66585366,100.0,0.93,,0.097
79.87073171,100.0,0.974,0.844,0.123
67.091,76.5,0.94,0.683,0.445
56.773,30.2,0.841,0.441,0.671
66.416,95.0,0.97,,0.513
80.49756098,100.0,,,0.048
81.08780488,100.0,,,0.083
72.475,92.3,0.813,0.627,
66.028,98.5,0.864,0.606,0.372
55.596,11.4,0.894,,
,,,,0.407
55.569,24.8,0.783,0.459,
,88.3,,0.702,0.657
71.076,96.8,0.974,,
74.49,99.0,,0.687,0.311
73.24,99.7,0.85,0.695,0.533
51.547,,,,
68.18536585,99.4,1.017,0.74,0.371
76.453,100.0,,,
,100.0,,0.889,
77.48780488,100.0,0.985,0.898,0.258
76.007,,,,0.364
67.401,,0.938,0.634,0.229
72.514,99.1,,0.707,
,91.0,,,
,20.3,,0.459,
,35.6,,0.446,
58.361,,0.541,,
76.621,99.4,0.94,,
,98.6,0.81,,0.551
51.57,29.4,0.844,0.447,0.636
75.139,96.7,,0.802,0.373
,99.8,0.964,0.707,0.386
,100.0,0.967,0.911,0.135
79.33170732,100.0,0.963,0.889,0.121
67.562,99.1,,0.672,
76.931,,,0.803,
67.299,44.2,0.809,0.518,0.644
,99.9,1.003,0.776,
68.85121951,,1.021,0.75,0.164
78.9804878,100.0,0.967,,0.103
,83.5,0.926,0.664,0.49
,26.1,0.796,0.457,0.654
64.386,68.3,0.92,0.635,0.545
75.42,99.1,,0.691,
52.61,37.5,0.949,0.604,0.521
,97.1,,0.698,0.471
72.56097561,90.6,0.978,0.762,0.248
53.092,11.1,0.798,,0.641
53.023,3.2,0.86,0.338,
64.293,20.5,0.869,0.499,
54.362,47.2,0.835,0.475,0.656
80.11268293,100.0,,0.903,
46.433,,0.746,,0.694
,,0.715,0.327,0.745
,,0.947,0.795,0.37
,97.9,,0.638,0.26
73.081,,0.99,0.696,
78.505,,0.963,,0.348
75.24463415,99.9,0.975,0.802,0.158
77.047,96.8,0.946,0.741,
78.101,100.0,0.954,0.834,0.142
75.92439024,100.0,0.968,,
77.84390244,100.0,,0.911,0.055
,90.1,0.955,0.674,
68.779,,0.837,0.643,0.575
70.44,,0.937,0.641,0.494
72.56829268,,,0.839,0.225
42.125,,,0.446,0.587
,14.0,0.767,,0.639
,81.6,,0.702,
,100.0,,,
,100.0,,0.866,
61.959,81.6,,0.652,0.605
71.13,,,0.738,
78.93170732,100.0,0.958,0.914,0.108
,41.3,0.878,0.533,
,100.0,0.956,0.855,0.178
69.168,78.3,0.899,0.574,0.576
,,0.783,0.387,0.661
65.132,,0.942,0.622,0.526
70.104,,0.964,0.577,0.47
72.64878049,99.9,,0.806,
81.50243902,100.0,,0.901,0.107
64.996,68.8,0.787,,
67.649,84.8,,0.632,0.544
71.838,,0.868,0.717,0.513
,,0.778,0.606,
78.94390244,100.0,0.982,0.888,0.182
80.15121951,,0.959,0.866,0.168
80.78292683,100.0,0.962,0.868,
51.824,,,0.456,0.669
71.044,88.0,0.989,0.69,0.436
81.95512195,100.0,0.961,0.889,0.142
72.932,99.0,,0.716,0.519
65.86,100.0,1.015,0.739,0.349
57.344,24.5,0.885,0.516,0.647
76.903,100.0,1.005,,0.36
71.35609756,99.7,1.035,0.808,
,,0.984,0.448,0.576
71.592,90.1,,0.735,
71.25365854,,1.024,0.817,0.191
79.43170732,100.0,,0.884,0.133
60.57,16.0,,0.469,
52.044,6.6,0.881,0.406,0.651
,98.7,,0.732,0.284
,90.9,,0.649,0.386
,,,0.366,0.665
,100.0,0.923,0.832,
61.656,18.2,0.845,0.49,0.725
72.43219512,99.0,0.928,,0.394
74.376,98.9,0.939,,0.426
68.169,,,0.695,0.287
64.879,,,0.658,0.392
,78.6,,0.567,0.558
51.561,11.8,0.86,,0.579
51.787,39.6,,0.555,0.513
,46.1,,,0.643
,,0.962,0.899,
79.85121951,100.0,0.976,,0.172
,,0.934,0.588,0.525
53.59,7.1,0.75,0.298,0.697
49.297,46.8,0.84,0.469,0.689
73.69756098,99.1,0.928,,0.209
80.04146341,100.0,,,
,99.9,,,0.349
62.466,78.1,0.695,0.484,0.633
75.829,84.1,,0.749,
61.801,14.1,0.874,0.466,0.672
70.527,94.7,,,0.523
72.986,77.2,0.936,,0.462
,,0.945,0.658,0.478
74.99512195,99.8,,0.815,0.157
78.07073171,100.0,0.99,,0.165
71.91219512,,0.974,,0.362
65.5297561,98.0,1.05,,0.364
,4.8,0.891,,
,,0.863,0.531,0.593
74.588,,0.87,,0.671
60.915,47.1,,0.419,
,11.3,0.81,0.372,
79.9902439,100.0,0.96,0.875,
73.90487805,99.9,0.987,0.803,0.192
77.61219512,,0.989,0.869,0.134
,,0.936,,
,100.0,0.931,0.86,0.1
80.17073171,100.0,0.974,0.85,0.124
72.118,78.1,,,0.435
57.279,30.5,0.847,,
67.002,94.9,,0.683,0.49
80.54634146,,0.995,,
81.23658537,100.0,,0.905,0.079
,92.0,0.809,0.64,
66.514,,0.863,,0.341
56.299,,0.897,0.446,
73.82,92.8,0.976,0.706,0.394
,33.5,0.887,0.538,0.52
55.962,26.5,0.785,,0.64
69.768,,,0.702,0.453
71.308,,0.978,,0.367
74.764,99.2,0.875,,0.317
,99.7,0.856,0.7,
66.068,,0.949,0.66,0.243
,8.9,,0.454,0.587
,99.9,1.017,0.743,0.369
76.683,100.0,0.962,0.822,0.584
,,0.975,,0.202
77.48780488,,0.987,0.9,0.256
76.194,98.0,1.011,0.768,
67.49,,0.935,0.639,0.233
72.782,,0.99,0.721,0.489
,,0.967,,0.3
50.659,,,0.472,
44.768,,0.878,0.448,0.595
58.684,33.5,0.56,,
,99.4,0.943,0.718,0.285
72.334,98.7,0.815,0.69,
52.369,30.5,0.849,0.459,
,97.0,0.994,0.814,
,99.1,,0.721,
81.04146341,100.0,0.968,,
79.8804878,100.0,0.963,0.893,0.119
68.165,99.5,0.974,0.692,0.346
77.156,100.0,0.968,0.804,0.301
67.241,,0.812,0.524,
75.068,100.0,1.005,,
,92.1,1.02,0.762,0.158
79.3804878,100.0,0.967,0.905,
,,0.936,0.68,0.478
57.456,27.9,0.803,0.464,0.65
64.779,76.2,0.917,0.638,0.54
,99.4,,0.699,0.268
53.918,39.7,0.939,,0.513
72.037,97.6,,0.7,0.469
,,,0.767,
53.742,,,,0.636
,2.7,0.877,0.36,0.557
65.059,27.5,0.873,,0.562
54.856,49.0,0.837,,0.653
80.54365854,,0.982,0.907,0.135
,7.8,0.75,0.345,
,,0.72,0.327,0.743
78.261,99.4,0.945,0.796,0.367
74.504,98.2,,0.65,0.258
73.468,95.7,0.974,0.698,0.491
78.514,99.1,0.959,,0.346
75.83682927,,0.977,,0.154
77.179,,0.955,,0.315
78.371,100.0,0.956,0.841,
76.52439024,100.0,0.971,0.852,
78.09512195,,0.989,0.91,0.056
,90.1,0.956,0.683,
68.977,,,0.647,0.573
70.773,89.2,,,0.462
72.69146341,100.0,1.04,,0.221
,,,0.462,
55.149,18.6,0.807,0.363,0.63
66.855,82.6,0.921,0.705,
79.21463415,100.0,1.002,0.909,0.077
80.81219512,100.0,0.983,,0.157
62.375,80.5,,0.651,
71.394,,0.964,0.742,0.377
79.13170732,100.0,0.958,,0.105
59.988,55.1,0.882,0.54,0.568
,100.0,,,0.176
69.812,,0.902,,0.574
55.108,22.8,0.788,0.394,
53.371,14.5,0.838,,0.659
65.667,73.4,0.942,,0.526
70.261,71.3,,0.581,0.474
73.09756098,99.9,1.0,,0.246
,100.0,0.982,0.903,0.107
,67.9,0.79,0.543,0.61
67.914,,0.906,0.639,0.542
,98.4,0.874,,
63.587,97.6,0.798,0.604,0.62
79.24146341,100.0,0.982,0.891,0.181
80.55365854,100.0,0.972,0.874,
81.28292683,100.0,,0.873,
52.355,60.2,0.81,0.458,
71.199,88.7,0.988,0.694,0.434
82.32195122,100.0,0.96,0.892,0.138
73.145,100.0,,0.722,
66.15,99.8,,0.752,0.348
,,0.893,0.525,
76.887,,1.012,,0.355
70.86585366,99.6,1.038,0.815,0.269
42.914,9.7,0.985,0.446,0.576
,88.4,,,0.286
71.05609756,99.4,1.028,0.823,
79.28780488,,0.978,0.885,0.126
61.315,,0.912,0.475,0.628
53.238,3.7,0.887,0.415,0.643
74.164,98.8,0.94,,
,91.7,,0.664,
54.615,16.6,0.818,0.375,0.642
,100.0,0.929,0.831,0.274
61.891,27.0,0.846,0.5,0.667
,99.0,0.935,,
74.331,99.1,,0.741,0.425
,98.9,0.99,,
65.513,77.0,1.039,,0.4
,99.0,0.952,0.776,0.229
69.128,96.5,0.812,0.573,
51.961,13.0,0.867,,0.576
52.655,40.5,,0.561,
65.868,51.2,0.863,,0.633
79.69756098,,,0.906,0.061
80.04878049,100.0,0.974,,
68.725,76.3,0.937,,0.533
,9.3,,,
49.73,,0.844,0.477,0.688
73.89512195,99.0,0.925,0.707,0.184
80.34390244,100.0,0.99,0.937,0.074
74.48,99.9,,0.753,0.332
63.731,79.1,0.694,0.493,0.614
,,0.974,,0.477
61.917,12.4,0.874,,0.667
,,0.945,,0.526
73.172,80.2,0.936,0.691,0.434
70.282,80.2,0.945,0.659,
75.14390244,99.8,0.996,0.82,0.159
78.4195122,,0.99,,0.157
76.57,100.0,,0.825,0.559
72.16341463,95.9,0.978,0.77,
66.72756098,98.1,1.042,,0.356
58.714,,0.901,0.442,0.477
,56.9,,,0.601
74.81,100.0,,0.787,0.663
61.75,49.9,0.823,0.427,0.633
73.38536585,,0.949,0.746,0.235
,,0.817,0.382,0.662
,100.0,0.966,,0.129
74.20487805,99.9,,0.812,
,,,,0.127
,80.7,0.94,,0.456
78.66829268,100.0,0.932,0.866,
80.82195122,,,,0.125
71.969,,,0.714,0.433
60.281,30.8,0.837,0.465,0.638
67.571,,,0.691,
80.74878049,,0.995,0.906,
81.4902439,100.0,0.958,0.914,0.073
73.35,99.5,0.806,0.65,0.501
,98.6,0.865,,0.334
56.911,,,,0.592
74.938,,0.978,0.712,
63.073,,0.892,0.563,0.505
56.222,,,0.464,0.63
,,0.955,0.703,
71.256,,0.974,0.767,0.367
74.921,,,,
,,0.859,0.71,0.52
66.499,99.8,,0.67,0.246
54.369,,0.909,,0.57
68.07756098,99.5,,0.751,0.333
76.909,100.0,,,
,100.0,0.977,,
,,0.988,0.904,
76.362,98.5,1.007,0.768,0.359
67.891,99.5,0.934,0.644,0.23
,99.3,,0.732,
73.319,,0.971,0.641,0.299
51.795,24.1,,0.484,0.606
,37.2,0.887,0.452,0.59
59.111,,0.587,0.424,
77.549,,0.947,0.73,0.286
72.602,98.7,0.822,0.697,
53.642,,,0.475,0.621
,97.2,0.997,0.817,0.367
72.327,99.2,0.97,,
81.29268293,,0.969,,0.134
,100.0,0.962,,0.114
68.603,99.5,0.947,0.706,0.353
,100.0,0.975,0.807,0.261
66.714,,0.817,0.527,0.634
75.342,100.0,1.006,,0.338
70.20731707,,1.019,0.773,0.158
,,0.966,0.908,0.101
,85.2,,,0.46
57.675,28.0,0.808,,0.629
,80.2,,0.645,0.538
76.161,,0.928,0.707,
55.732,,,0.632,0.508
72.365,98.1,0.99,0.704,
72.66341463,,0.989,0.774,0.243
54.375,12.0,0.819,0.334,
54.727,4.7,0.882,,
65.731,,0.875,0.521,
,48.2,0.843,0.489,0.629
80.54365854,100.0,0.982,0.908,
,8.4,,0.351,0.695
,,,0.337,0.75
77.826,98.0,,,0.361
,98.5,,,0.256
73.837,,0.993,,0.493
78.462,,,0.756,0.334
75.70560976,99.8,0.976,0.815,
77.307,97.1,,0.775,0.321
,,,0.848,0.123
,100.0,0.972,0.859,0.156
78.19512195,100.0,0.988,0.911,0.054
,96.9,0.962,0.692,0.493
,98.4,0.853,0.655,
71.108,91.1,0.956,,
72.81463415,100.0,1.039,0.853,
43.641,,,,
,,0.821,0.38,
,88.9,0.924,0.706,0.42
,100.0,,0.911,0.071
,,,0.873,0.137
62.618,81.3,0.899,0.655,0.584
