Year,Country,Econ_Index,Institutional_Index,Quality_Of_Life_Index_FA,Sustainability_Index_FA,Ease_of_Living_Index
1987,Syria,-0.975,-0.87992,-0.059,-0.40781,-0.546
1987,Thailand,-0.831,-0.38602,-0.017,-0.10264,-0.326
1987,Tunisia,-0.869,-0.52645,-0.053,-0.46012,-0.436
1987,Mexico,-0.739,-0.5721,-0.105,0.02316,-0.361
1987,Costa Rica,-0.985,-0.42179,0.41,0.40844,-0.147
1987,Cyprus,-0.161,0.22609,0.5,0.15029,0.214
1987,Germany,0.168,-0.13947,0.931,0.48931,0.406
1987,Denmark,0.412,-0.25947,0.727,0.21382,0.325
1987,Algeria,-0.799,-0.43434,-0.167,-0.57644,-0.453
1987,Ecuador,-1.082,-0.46906,0.072,-0.30481,-0.408
1987,Egypt,-0.897,-0.22607,-0.609,-0.69928,-0.599
1987,Spain,0.155,0.72816,1.442,0.3902,0.784
1987,United Arab Emirates,0.458,-0.6862,0.253,-0.53152,-0.048
1987,Argentina,-0.875,-0.45263,0.383,0.50609,-0.122
1987,Colombia,-1.016,-0.51129,0.097,-0.19536,-0.377
1987,China,-0.84,-0.39287,0.115,0.07237,-0.257
1987,Chile,-0.762,-0.12147,0.463,0.29706,-0.014
1987,Switzerland,0.932,0.87156,1.15,0.61357,0.945
1987,Canada,0.319,-0.28947,0.909,1.58699,0.564
1987,Brazil,-0.471,-0.01497,0.124,0.00515,-0.077
1987,Bahrain,0.002,-0.27799,0.543,0.40131,0.181
1987,Bulgaria,-0.317,-0.22865,0.497,0.17323,0.064
1987,Austria,0.21,0.07133,0.94,0.99471,0.549
1987,Australia,0.346,0.03195,0.964,1.01692,0.584
1987,Finland,0.416,-0.10332,0.954,1.27699,0.604
1987,Belgium,0.145,0.17387,0.995,1.35806,0.632
1987,Israel,-0.422,-0.16768,0.9,-0.1266,0.149
1987,Italy,0.462,-0.12667,0.65,0.12623,0.33
1987,Jordan,-0.441,0.10688,0.121,0.19224,-0.012
1987,Japan,0.316,0.72791,1.258,0.21975,0.734
1987,South Korea,-0.365,-0.05741,0.026,0.15828,-0.073
1987,Kuwait,0.087,-0.21023,0.496,0.76743,0.258
1987,Taiwan,-0.383,-0.1278,0.86,0.04748,0.18
1987,France,0.183,-0.07634,0.96,1.72967,0.622
1987,Morocco,-0.654,-0.80788,-1.094,-0.75648,-0.862
1987,Iceland,0.17,0.14886,1.156,0.39719,0.544
1987,Ireland,-0.067,0.06055,0.618,0.47186,0.285
1987,United Kingdom,0.294,-0.18784,0.727,0.6814,0.383
1987,Greece,-0.151,0.50155,0.492,0.20069,0.29
1987,Iran,-0.852,-0.22997,-0.578,-0.67198,-0.574
1987,Georgia,-0.907,-0.66334,0.474,0.47554,-0.155
1987,Hong Kong,-0.077,-0.13849,0.662,0.675,0.279
1987,India,-0.844,-0.64854,-1.198,-0.88712,-0.926
1987,Indonesia,-0.81,-0.55564,-0.518,-0.84643,-0.65
1987,Hungary,-0.906,-0.77348,0.533,0.36155,-0.179
1988,Philippines,-0.916,-0.49646,-0.175,-0.24759,-0.452
1988,Portugal,-0.734,0.05614,0.623,0.71475,0.156
1988,Qatar,0.289,-0.25405,0.732,0.71975,0.373
1988,Singapore,-0.232,0.00423,0.404,-0.12331,0.066
1988,Saudi Arabia,-0.379,-1.17366,-0.398,-0.49199,-0.601
1988,Peru,-0.466,-0.36741,-0.123,-0.02413,-0.255
1988,Pakistan,-0.944,0.08178,-1.345,-1.12758,-0.855
1988,Malaysia,-0.634,0.14846,0.11,0.269,-0.043
1988,Mongolia,-1.027,0.77709,-1.351,-1.13219,-0.705
1988,Panama,-0.44,-0.48548,0.446,0.41767,-0.013
1988,Nicaragua,-0.587,-0.87642,-1.148,-0.78797,-0.886
1988,Netherlands,0.147,0.31622,1.21,0.24453,0.576
1988,Norway,0.526,-0.24489,0.924,0.7226,0.502
1988,Nepal,-0.912,0.08168,-1.497,-1.14224,-0.903
1988,New Zealand,0.509,0.10781,0.623,0.32698,0.421
1988,United States,0.337,0.0369,0.951,1.02251,0.58
1988,Vietnam,-0.896,-0.50628,-0.097,-0.53009,-0.464
1988,South Africa,-0.89,-0.4776,0.106,-0.23413,-0.34
1988,Croatia,-0.142,-0.21397,0.336,0.04109,0.035
1988,Poland,-0.392,-0.46519,0.482,0.11474,-0.028
1988,Slovenia,-0.066,-0.24982,0.539,0.4321,0.175
1988,Lebanon,-0.934,0.02946,-0.855,-0.64624,-0.622
1988,Romania,-0.75,-0.30559,0.432,0.09823,-0.098
1988,Russia,-0.724,0.17966,0.623,0.72197,0.19
1988,Uruguay,-0.779,-0.49511,0.631,0.66933,0.003
1988,Sweden,0.642,0.77821,1.454,0.94032,1.005
1988,Syria,-0.878,-0.34153,-0.039,-0.34198,-0.37
1988,Thailand,-0.854,-0.46422,0.091,0.06452,-0.288
1988,Tunisia,-0.877,-0.46222,-0.015,0.06935,-0.33
1988,Turkey,-0.764,-0.46563,-0.078,-0.05395,-0.343
1988,Ukraine,-0.835,-0.59408,0.636,0.30216,-0.089
1988,Colombia,-1.042,-0.3158,0.097,-0.04168,-0.312
1988,Costa Rica,-1.007,-0.41387,0.416,0.36016,-0.156
1988,Cyprus,0.005,-0.08714,0.579,0.27537,0.223
1988,Germany,0.158,-0.04423,0.949,0.3621,0.415
1988,Malta,-0.351,-0.0964,0.593,0.49618,0.17
1988,Denmark,0.566,-0.45756,0.727,0.40291,0.342
1988,Ecuador,-0.985,-0.52053,0.084,-0.10619,-0.363
1988,Egypt,-0.941,-0.1408,-0.327,0.06331,-0.375
1988,Spain,0.172,0.3358,1.448,0.60756,0.725
1988,Finland,0.324,0.19374,0.937,1.61489,0.7
1988,Algeria,-0.815,-0.47697,-0.48,-0.62909,-0.585
1988,China,-0.973,-0.62855,0.134,0.18036,-0.326
1988,Switzerland,1.257,0.46002,1.114,2.42004,1.182
1988,United Arab Emirates,0.45,-0.6862,0.253,-0.53348,-0.051
1988,Argentina,-0.636,-0.31668,0.507,0.23018,-0.026
1988,Australia,0.446,-0.0646,0.965,1.02592,0.587
1988,Austria,0.293,-0.08316,0.964,2.32996,0.739
1988,Belgium,0.147,0.179,1.114,1.17008,0.647
1988,Chile,-0.898,-0.74563,0.551,0.50757,-0.142
1988,Bulgaria,-0.428,-0.2515,0.502,0.10623,0.022
1988,Bahrain,-0.135,-0.13787,0.537,-0.21655,0.087
1988,Brazil,-0.181,-0.35949,-0.093,-0.00781,-0.169
1988,Canada,0.326,-0.28947,0.909,1.49161,0.551
1988,France,0.2,0.41639,1.009,1.51554,0.735
1988,Iran,-0.799,-0.2731,-0.423,-0.48005,-0.488
1988,Kuwait,-0.097,-0.06767,0.557,0.27152,0.195
1988,South Korea,-0.495,-0.6156,0.189,0.16405,-0.187
1988,Japan,0.707,1.02373,1.289,0.22425,0.917
1988,Italy,0.467,0.08788,0.876,0.68288,0.548
1988,Israel,0.271,-0.13329,0.678,0.35498,0.325
1988,Iceland,0.335,-0.09886,0.791,0.36665,0.391
1988,Ireland,0.196,-0.13427,0.685,0.53765,0.336
1988,India,-0.931,0.18006,-1.1,-0.70505,-0.678
1988,Indonesia,-0.907,-0.37662,-0.53,-0.65559,-0.605
1988,Hungary,-0.822,-0.53074,0.533,0.09099,-0.138
1988,Jordan,-0.848,-0.49015,0.085,0.00915,-0.303
1988,Georgia,-0.891,-0.71441,0.486,0.47783,-0.16
1988,Greece,-0.571,-0.14205,0.979,0.1258,0.183
1988,Hong Kong,-0.031,-0.0429,0.675,0.4742,0.289
1988,United Kingdom,0.253,-0.22304,0.751,0.6357,0.366
1988,Taiwan,-0.019,-0.19346,0.747,0.62679,0.302
1988,Morocco,-0.785,-0.58893,-0.922,-0.96637,-0.811
1988,Mexico,-0.824,-0.30169,-0.111,-0.40532,-0.381
1989,Portugal,-0.57,0.00963,0.732,0.63855,0.212
1989,Qatar,0.346,-0.03535,0.798,0.28806,0.4
1989,Singapore,-0.114,0.25409,0.881,0.34568,0.395
1989,Saudi Arabia,-0.217,-0.4321,0.272,0.18287,-0.04
1989,Peru,-0.499,-0.44951,-0.11,-0.0377,-0.281
1989,Malaysia,-0.673,-0.35388,0.153,0.06365,-0.194
1989,Nicaragua,-0.876,-0.22739,-0.86,-0.57378,-0.663
1989,Philippines,-0.754,-0.69331,-0.637,-0.97518,-0.731
1989,Netherlands,0.157,0.45935,1.284,0.69945,0.708
1989,Nepal,-0.837,-0.27372,-1.364,-0.85422,-0.883
1989,New Zealand,0.492,-0.13603,0.375,0.33153,0.27
1989,Pakistan,-0.918,0.05377,-1.259,-1.04514,-0.813
1989,Panama,-0.261,-0.20848,0.396,-0.25305,-0.017
1989,Norway,0.626,-0.17035,0.681,0.17019,0.378
1989,Vietnam,-0.929,-0.48024,-0.067,-0.54507,-0.458
1989,United States,0.439,-0.35237,0.72,0.05196,0.281
1989,Uruguay,-0.796,-0.4027,0.68,0.24626,-0.025
1989,South Africa,-0.917,-0.60422,0.07,-0.14467,-0.378
1989,Croatia,-0.164,-0.27074,0.342,-0.14051,-0.01
1989,Poland,-0.402,-0.27749,0.532,0.25716,0.055
1989,Slovenia,-0.053,-0.02286,0.643,0.5721,0.292
1989,Romania,-0.753,-0.14199,0.487,0.13953,-0.032
1989,Russia,-0.751,0.2462,0.624,0.7388,0.203
1989,Ukraine,-0.847,-0.42318,0.642,0.1625,-0.068
1989,Sweden,0.75,0.28375,1.193,1.08307,0.838
1989,Syria,-0.5,-0.18454,0.04,0.1248,-0.138
1989,Thailand,-0.806,-0.26684,-0.061,-0.53197,-0.369
1989,Tunisia,-0.857,-0.33996,-0.021,-0.11576,-0.324
1989,Turkey,-0.839,-0.43898,-0.072,-0.41458,-0.407
1989,Mongolia,-0.944,0.08178,-1.327,-1.12758,-0.849
1989,Colombia,-1.022,-0.29806,0.115,-0.01948,-0.293
1989,Costa Rica,-0.89,-0.47169,0.428,0.49626,-0.116
1989,Cyprus,0.143,0.14692,0.776,1.22627,0.528
1989,Germany,0.257,0.04147,0.468,0.75424,0.352
1989,Denmark,0.518,-0.41859,0.715,0.19545,0.304
1989,Algeria,-0.826,-0.30452,-0.154,-0.25212,-0.374
1989,Ecuador,-1.042,-0.31629,0.109,-0.01971,-0.304
1989,Egypt,-0.98,-0.84608,-0.076,-0.24995,-0.521
1989,Spain,0.163,0.64216,1.454,0.43712,0.776
1989,Finland,0.844,-0.03911,0.912,1.40929,0.732
1989,France,0.161,-0.09547,1.027,0.76939,0.491
1989,China,-0.935,-0.688,0.176,0.15273,-0.321
1989,Chile,-0.901,-0.82188,0.496,0.46415,-0.187
1989,United Arab Emirates,0.456,-0.48047,0.302,-0.40625,0.039
1989,Argentina,-0.754,-0.0143,0.536,0.10164,0.011
1989,Australia,0.573,0.45753,0.977,0.63408,0.695
1989,Austria,0.262,-0.16213,0.952,1.96846,0.653
1989,Belgium,0.234,-0.31762,0.966,1.4021,0.528
1989,Bulgaria,-0.778,-0.41213,0.324,0.0766,-0.173
1989,Bahrain,-0.008,-0.08027,0.663,0.58781,0.298
1989,Brazil,-0.601,0.00605,0.125,-0.00345,-0.106
1989,Canada,0.616,-0.50718,0.916,0.56798,0.433
1989,Switzerland,0.953,0.67911,1.181,-0.08276,0.809
1989,United Kingdom,0.565,-0.2939,0.704,0.44044,0.38
1989,Georgia,-0.727,-0.303,0.481,-0.14246,-0.111
1989,South Korea,-0.596,-0.33921,0.214,0.12934,-0.14
1989,Kuwait,0.057,-0.05849,0.576,0.46673,0.271
1989,Lebanon,-0.406,-0.14299,0.237,0.55944,0.03
1989,Taiwan,-0.392,-0.26937,0.669,0.38765,0.127
1989,Morocco,-0.8,-0.60752,-0.88,-0.70763,-0.766
1989,Mexico,-0.876,-0.63266,0.134,0.1512,-0.308
1989,Malta,-0.366,-0.36914,0.51,0.0339,-0.0
1989,Japan,0.873,0.94291,1.264,0.43366,0.961
1989,Greece,-0.506,-0.46744,1.01,0.56306,0.195
1989,Hong Kong,0.323,0.05498,0.62,0.29883,0.356
1989,Hungary,-0.832,-0.63999,0.533,0.12829,-0.162
1989,Indonesia,-0.959,-0.25714,-0.574,-0.77855,-0.622
1989,India,-0.892,0.02666,-1.124,-1.16862,-0.785
1989,Ireland,0.206,-0.07428,0.821,0.40249,0.381
1989,Iran,-0.91,-0.48917,-0.222,0.06676,-0.417
1989,Iceland,0.44,0.63494,1.283,0.72354,0.826
1989,Israel,0.31,-0.18457,0.729,0.70879,0.393
1989,Italy,0.636,-0.10937,0.675,-0.04526,0.361
1989,Jordan,-0.641,0.14846,0.11,0.15428,-0.061
1990,New Zealand,0.49,0.41384,1.154,0.87629,0.761
1990,Pakistan,-0.79,-0.37346,-1.333,-0.87655,-0.889
1990,Panama,-0.409,-0.38625,0.314,0.02568,-0.085
1990,Peru,-0.703,-0.27397,0.021,-0.01972,-0.24
1990,Philippines,-0.813,-0.35061,-0.119,-0.37658,-0.389
1990,Nepal,-0.874,-0.03852,-1.342,-1.29993,-0.893
1990,Qatar,0.226,0.21221,0.861,1.01368,0.563
1990,Russia,-0.75,-0.57162,0.771,0.68224,0.042
1990,Saudi Arabia,-0.035,-0.31123,0.368,0.06646,0.052
1990,Singapore,0.281,-0.17205,0.675,0.1803,0.291
1990,Portugal,-0.486,0.31452,0.519,0.38876,0.197
1990,Norway,0.811,1.24579,1.351,0.42093,1.05
1990,Nicaragua,-0.907,0.15971,-0.779,-0.43618,-0.525
1990,Taiwan,-0.48,0.20668,1.078,0.26446,0.349
1990,Morocco,-0.854,-0.10047,-1.044,-0.83539,-0.729
1990,Mexico,-0.835,-0.55619,0.273,0.00208,-0.252
1990,Malta,0.089,-0.24411,0.692,0.31585,0.251
1990,Netherlands,0.401,1.11814,1.405,0.72843,0.981
1990,Mongolia,-0.897,-0.41495,-0.234,-0.14561,-0.432
1990,Malaysia,-0.463,-0.51481,0.142,0.22287,-0.161
1990,Vietnam,-0.901,-0.10506,-0.821,-0.65253,-0.637
1990,South Africa,-0.795,-0.50856,0.088,-0.05442,-0.303
1990,Croatia,-0.346,-0.26316,0.65,0.32064,0.123
1990,United States,0.809,1.52868,1.554,0.38185,1.186
1990,Poland,-0.645,-0.34028,0.607,0.21071,-0.002
1990,Armenia,-0.946,-0.55635,0.237,0.28741,-0.25
1990,Azerbaijan,-0.978,-0.45899,0.307,0.46397,-0.182
1990,Bosnia And Herzegovina,-0.871,-0.44237,0.428,0.40973,-0.117
1990,Czech Republic,-0.774,-0.75256,0.766,0.65023,-0.016
1990,Kazakhstan,-0.993,-0.3917,0.346,0.32277,-0.177
1990,Moldova,-1.001,-0.4275,0.223,-0.08952,-0.293
1990,North Macedonia,-0.832,-0.5103,0.417,0.46881,-0.119
1990,Romania,-0.992,-0.6533,0.523,0.14836,-0.206
1990,Slovakia,-0.819,-0.2323,0.462,0.43453,-0.036
1990,Slovenia,-0.321,-0.3958,0.735,0.20855,0.109
1990,Uruguay,-0.748,-0.34475,0.514,0.08626,-0.08
1990,Ukraine,-0.608,-0.03679,0.685,0.17259,0.104
1990,Sweden,0.402,0.74993,1.184,0.53073,0.782
1990,Syria,-0.953,-0.52257,-0.338,-0.20878,-0.519
1990,Thailand,-0.859,-0.29943,-0.249,-0.51491,-0.454
1990,Tunisia,-0.894,-0.54162,-0.251,-0.43192,-0.512
1990,Turkey,-0.808,-0.38011,-0.108,-0.46464,-0.405
1990,China,-0.806,-0.47945,-0.808,-0.81328,-0.726
1990,Colombia,-1.028,-0.55839,-0.042,-0.52272,-0.49
1990,Costa Rica,-0.775,-0.66551,0.265,0.13623,-0.247
1990,Cyprus,0.172,-0.0514,0.605,0.34128,0.293
1990,Chile,-0.943,-0.89352,0.541,0.18565,-0.242
1990,Germany,0.501,1.51373,1.295,0.63982,1.053
1990,Denmark,0.805,1.32521,1.327,0.41624,1.059
1990,Algeria,-0.923,-0.50089,-0.167,-0.28737,-0.458
1990,Ecuador,-0.972,-0.58097,0.203,-0.07861,-0.329
1990,Egypt,-0.89,-0.27411,-0.28,-0.3881,-0.447
1990,Switzerland,1.65,0.96064,1.43,2.41256,1.515
1990,Canada,0.476,0.95942,1.483,0.65552,0.976
1990,United Arab Emirates,0.795,-0.30917,0.674,0.25415,0.395
1990,Argentina,-0.657,0.36844,0.645,0.20842,0.185
1990,Australia,0.64,0.56035,1.514,1.2274,1.014
1990,Austria,0.324,0.89801,1.27,0.31637,0.797
1990,Belgium,0.338,0.77699,1.217,-0.0675,0.695
1990,Bulgaria,-0.655,-0.47403,0.413,0.35703,-0.084
1990,Bahrain,-0.128,0.14652,0.758,0.35283,0.323
1990,Brazil,-0.467,-0.12704,-0.044,0.04118,-0.158
1990,Spain,0.555,-0.25427,0.859,0.91819,0.514
1990,Iran,-0.709,-0.58202,-0.106,0.18177,-0.333
1990,Iceland,0.325,0.8555,1.186,0.40923,0.772
1990,Israel,0.256,0.25099,1.039,1.83663,0.766
1990,Italy,0.691,0.228,0.989,0.497,0.65
1990,Jordan,-1.007,-0.5923,0.026,-0.45568,-0.459
1990,Japan,1.01,0.574,1.392,0.44242,0.95
1990,India,-0.817,-0.3949,-1.124,-1.10163,-0.862
1990,South Korea,-0.695,-0.29191,0.731,0.5699,0.095
1990,Kuwait,0.064,0.02722,0.615,0.09116,0.252
1990,Lebanon,-0.869,-0.59795,-0.448,-0.73252,-0.633
1990,Ireland,0.288,-0.26182,0.736,0.63592,0.36
1990,Finland,0.792,0.45545,1.207,1.08491,0.897
1990,France,0.317,0.12935,1.065,1.34166,0.686
1990,United Kingdom,0.686,-0.05307,1.142,0.6397,0.654
1990,Georgia,-0.495,-0.40633,0.498,0.16348,-0.027
1990,Indonesia,-0.929,-0.01712,-0.561,-0.69294,-0.537
1990,Greece,-0.153,-0.11515,0.87,0.4742,0.309
1990,Hungary,-0.712,-0.08086,0.63,0.31748,0.07
1990,Hong Kong,0.403,0.22489,1.045,1.31877,0.721
1990,Albania,-0.8587,-0.54988,0.185,0.05438,-0.279
1990,American Samoa,-0.8587,-0.22725,-0.20034,0.60634,-0.251
1990,Andorra,-0.8587,-0.22725,-1.87904,0.60634,-0.838
1990,Angola,-0.8587,-0.57921,-1.982,-0.88345,-1.186
1990,Anguilla,-0.66805,-0.22725,-1.86828,0.60634,-0.787
1990,Antigua and Barbuda,-0.66851,-0.35517,0.371,0.11264,-0.109
1990,Aruba,-0.815641714,-0.13161,0.617,0.34688,0.031
1990,"Bahamas, The",-0.828758,-0.21127,0.431,0.22466,-0.075
1990,Bangladesh,-0.08585,-0.57921,-1.354,-0.88345,-0.773
1990,Barbados,-0.544995294,-0.18546,0.658,0.22756,0.082
1990,Belarus,-0.585205882,-0.34386,0.649,0.23316,0.03
1990,Belize,0.31641,-0.39933,-0.149,-0.20166,-0.103
1990,Benin,0.31641,-0.57921,-1.584,-0.88345,-0.753
1990,Bermuda,0.31641,-0.16783,0.967,0.84971,0.503
1990,Bhutan,-0.730435,-0.65374,-1.175,-1.04873,-0.915
1990,Bolivia,-0.730435,-0.46329,-0.416,-0.51157,-0.521
1990,Botswana,-0.730435,-0.50577,-0.198,-0.14977,-0.401
1990,Brunei Darussalam,-0.6512,-0.3023,0.391,0.20951,-0.07
1990,Burkina Faso,-0.6512,-0.57921,-1.768,-0.88345,-1.059
1990,Burundi,-0.6512,-0.57921,-2.003,-0.88345,-1.141
1990,Cabo Verde,-0.6512,-0.74564,-0.581,-0.65276,-0.65
1990,Cambodia,0.51188,-0.57921,-1.467,-0.88345,-0.663
1990,Cameroon,0.51188,-0.59874,-1.016,-0.80469,-0.498
1990,Cayman Islands,0.51037,1.69076,1.911,0.62795,1.313
1990,Central African Republic,0.51037,-0.57921,-1.713,-0.88345,-0.749
1990,Chad,-0.87149,-0.57921,-1.969,-0.88345,-1.184
1990,Comoros,-0.99172,-0.57921,-1.37,-0.88345,-1.005
1990,"Congo, Dem. Rep.",-0.99004,-0.57921,-1.626,-0.88345,-1.094
1990,"Congo, Rep.",-0.81263,-0.64936,-1.227,-0.87285,-0.926
1990,Cook Islands,-0.81263,-0.22725,-1.11663,0.60634,-0.56
1990,Ivory Coast,0.66502,-0.65346,-1.169,-1.04651,-0.563
1990,Cuba,-0.22093,-0.29941,0.388,0.23248,0.041
1990,Djibouti,0.73389,-0.58902,-1.285,-0.88119,-0.546
1990,Dominica,0.73389,-0.47966,-0.244,-0.22464,-0.056
1990,Dominican Republic,0.73389,-0.50982,-0.245,-0.24771,-0.067
1990,El Salvador,-0.908618235,-0.74072,-0.563,-0.59319,-0.698
1990,Equatorial Guinea,-0.898566471,-0.57921,-1.813,-0.88345,-1.137
1990,Eritrea,-0.07393647,-0.64936,-1.236,-0.88895,-0.747
1990,Estonia,-0.036823529,-0.04928,0.704,0.48037,0.297
1990,Eswatini,-0.07393647,-0.6552,-0.445,-0.57662,-0.425
1990,Ethiopia,-0.07393647,-0.57921,-2.033,-0.88345,-1.007
1990,Fiji,0.73651,-0.44332,0.149,0.15065,0.148
1990,French Guiana,0.41828,-0.22725,1.03483,0.60634,0.501
1990,Gabon,-0.51985,-0.30026,-0.052,-0.48412,-0.296
1990,"Gambia, The",-0.51985,-0.65944,-1.182,-0.96525,-0.853
1990,Ghana,0.39968,-0.67907,-0.967,-0.67856,-0.51
1990,Greenland,-0.04931,-0.19395,0.332,0.02779,0.06
1990,Grenada,-0.04931,0.16177,0.116,0.1237,0.087
1990,Guam,-0.04931,-0.22277,0.51,0.34269,0.162
1990,Guatemala,-0.04931,-0.72567,-0.814,-0.86094,-0.608
1990,Guinea,-0.04817,-0.57921,-2.13,-0.88345,-1.035
1990,Guinea-Bissau,-0.04817,-0.57921,-1.846,-0.88345,-0.935
1990,Guyana,0.25233,-0.78084,-0.665,-0.78987,-0.483
1990,Haiti,0.25233,-0.63785,-1.16,-1.08805,-0.666
1990,Honduras,0.25233,-0.72967,-0.618,-0.60322,-0.426
1990,Iraq,-0.73014,-0.69671,-0.554,-0.64129,-0.647
1990,Jamaica,0.98431,-0.53303,0.255,0.09009,0.216
1990,"Jersey, Channel Islands",0.98431,-0.22725,1.34945,0.60634,0.753
1990,Kenya,-0.874666,-0.70995,-0.884,-0.59874,-0.795
1990,Kiribati,-0.874666,-0.58648,-1.045,-0.83518,-0.856
1990,"Korea, Dem. People's Rep.",0.01708,-0.35574,-0.135,-0.36066,-0.186
1990,Kosovo,0.01708,-0.33255,0.422,0.15478,0.092
1990,Kyrgyz Republic,0.01708,-0.26434,0.466,0.23611,0.137
1990,Lao PDR,0.01708,-0.58295,-1.071,-0.88678,-0.649
1990,Latvia,-0.067264706,-0.02353,0.69,0.53211,0.299
1990,Lesotho,-0.729082647,-0.66238,-0.846,-0.67005,-0.744
1990,Liberia,-0.729395588,-0.57921,-1.679,-0.88345,-1.047
1990,Libya,-0.149815,-0.39186,0.297,-0.09178,-0.045
1990,Liechtenstein,-0.149815,1.77217,1.68625,0.7174,1.103
1990,Lithuania,-0.098558824,-0.09653,0.718,0.2749,0.244
1990,Luxembourg,-0.453253529,0.40175,1.037,0.89413,0.484
1990,Madagascar,-0.453253529,-0.57921,-1.341,-0.88345,-0.86
1990,Malawi,-0.453253529,-0.57921,-1.926,-0.88345,-1.065
1990,Maldives,-0.453253529,-0.5865,-1.076,-0.89897,-0.771
1990,Mali,-0.01379,-0.57921,-2.325,-0.88345,-1.095
1990,Marshall Islands,-0.01379,-0.71033,-0.788,-0.8137,-0.579
1990,Martinique,-0.01379,-0.22725,-0.7969,0.60634,-0.248
1990,Mauritania,-0.83405,-0.57921,-1.352,-0.88345,-0.959
1990,Mauritius,-0.83405,-0.24072,0.056,0.09272,-0.235
1990,"Micronesia, Fed. Sts.",-0.83405,-0.36346,-0.136,-0.35074,-0.4
1990,Monaco,-0.900116,-0.22725,0.21324,0.60634,-0.116
1990,Montenegro,-0.2765,-0.11309,0.656,0.29559,0.177
1990,Mozambique,-0.86526,-0.57921,-2.318,-0.88345,-1.305
1990,Myanmar,-0.86526,-0.57921,-1.736,-0.88345,-1.101
1990,Namibia,-0.86398,-0.47587,-0.234,-0.22277,-0.45
1990,Nauru,-0.86398,-0.32545,0.445,0.21499,-0.109
1990,Netherlands Antilles,0.35484,-0.22725,1.3437,0.60634,0.593
1990,Niger,-0.8816,-0.57921,-2.457,-0.88345,-1.358
1990,Nigeria,-0.8816,-0.57921,-1.421,-0.88345,-0.995
1990,Niue,-0.694784286,-0.22725,-1.6327,0.60634,-0.711
1990,Oman,0.777328571,-0.22929,0.461,0.19017,0.327
1990,Palau,-0.82647,-0.2617,0.526,0.43486,-0.023
1990,Papua New Guinea,-0.36984,-0.57921,-1.512,-0.88345,-0.899
1990,Paraguay,-0.68084,-0.36412,-0.138,-0.38944,-0.368
1990,Puerto Rico,0.23961,-0.10935,0.863,0.80762,0.456
1990,Reunion,0.23961,-0.22725,0.82433,0.60634,0.383
1990,Rwanda,-0.736834167,-0.57921,-2.025,-0.88345,-1.17
1990,Samoa,-0.736834167,-0.76757,-0.538,-0.80748,-0.686
1990,San Marino,-0.091050588,-0.22725,-0.39906,0.60634,-0.128
1990,Sao Tome and Principe,-0.091050588,-0.72853,-0.811,-0.85309,-0.617
1990,Senegal,-0.091050588,-0.57921,-1.496,-0.88345,-0.824
1990,Serbia,-0.514529412,-0.16797,0.432,0.41689,0.043
1990,Seychelles,-0.509461765,-0.17028,0.017,-0.07635,-0.175
1990,Sierra Leone,0.016048235,-0.57921,-1.872,-0.88345,-0.929
1990,Solomon Islands,-0.28032,-0.74564,-0.582,-0.65276,-0.558
1990,Somalia,-0.80623,-0.57921,-1.822,-0.88345,-1.117
1990,South Sudan,-0.64797,-0.57921,-2.017,-0.88345,-1.145
1990,Sri Lanka,0.39582,0.16177,0.116,0.1237,0.199
1990,St. Kitts and Nevis,0.39582,-0.45601,0.271,0.0948,0.094
1990,St. Lucia,0.39582,-0.64898,0.2,-0.01848,0.004
1990,St. Vincent and the Grenadines,0.39582,-0.33992,0.322,0.0801,0.139
1990,Sudan,0.52087,-0.57921,-1.722,-0.88345,-0.75
1990,Suriname,0.52087,-0.20565,-0.037,-0.39442,0.007
1990,"Taiwan, China",-0.4484,-0.22725,0.94064,0.60634,0.251
1990,Tajikistan,-0.4484,-0.03891,0.065,0.11525,-0.082
1990,Tanzania,-0.81479,-0.57921,-1.509,-0.88345,-1.009
1990,Timor-Leste,-0.81479,-0.57921,-1.616,-0.88345,-1.047
1990,Togo,-0.81479,-0.61465,-1.275,-0.79882,-0.923
1990,Tonga,-0.86729,-0.13138,0.161,0.18806,-0.165
1990,Trinidad and Tobago,-0.87057,-0.48319,0.261,0.11994,-0.229
1990,Turkmenistan,-0.82057,-0.29519,0.392,0.20951,-0.11
1990,Tuvalu,-0.65749,-0.60574,-0.363,-0.23561,-0.478
1990,Uganda,-0.65749,-0.57921,-1.767,-0.88345,-1.06
1990,Uzbekistan,-0.75434,-0.00513,0.469,0.21734,0.007
1990,Vanuatu,-0.75434,-0.69608,-0.934,-0.70231,-0.795
1990,Venezuela,-0.9157,-0.54007,0.254,0.09549,-0.261
1990,Virgin Islands (U.S.),-0.9157,-0.32749,0.499,0.17923,-0.109
1990,West Bank and Gaza,-0.9157,-0.3674,-0.091,-0.5404,-0.434
1990,"Yemen, Rep.",-0.9157,-0.57921,-1.301,-0.88345,-0.962
1990,Zambia,-0.9157,-0.62053,-1.263,-0.78385,-0.944
1990,Zimbabwe,-0.9157,-0.78312,-0.668,-0.785,-0.776
1970,Aruba,-0.549978,0.09208,0.096,0.10815,-0.065
1970,Africa Eastern and Southern,-0.850762571,-0.57921,-1.951,-0.88345,-1.173
1970,Afghanistan,-0.850762571,-0.57921,-2.04,-0.88345,-1.204
1970,Africa Western and Central,-0.850762571,-0.57921,-1.965,-0.88345,-1.178
