Year,Country,Ease_of_Living_Rank
1982,Uzbekistan,122
1982,Greenland,123
1982,Latin America & the Caribbean (IDA & IBRD countries),124
1982,Mexico,125
1982,Suriname,127
1982,East Asia & Pacific (IDA & IBRD countries),128
1982,Oman,129
1982,Kyrgyz Republic,130
1982,East Asia & Pacific (excluding high income),132
1982,New Caledonia,133
1982,Ecuador,134
1982,Eswatini,136
1982,Cabo Verde,137
1982,Tajikistan,138
1982,Early-demographic dividend,139
1982,Turkmenistan,140
1982,Philippines,141
1982,Sao Tome and Principe,142
1982,Low & middle income,143
1982,Djibouti,144
1982,Vanuatu,144
1982,Cambodia,145
1982,Sudan,146
1982,Cameroon,147
1982,Tuvalu,148
1982,World,149
1982,Mongolia,150
1982,Bangladesh,151
1982,IBRD only,152
1982,Guyana,153
1982,Ghana,154
1982,Lower middle income,154
1982,IDA total,155
1982,IDA only,156
1982,Zimbabwe,156
1982,India,157
1982,Honduras,158
1982,Togo,159
1982,Fragile and conflict affected situations,160
1982,Senegal,161
1982,Central African Republic,162
1982,Lesotho,163
1982,Zambia,164
1982,South Africa,166
1982,Sub-Saharan Africa (IDA & IBRD countries),167
1982,Peru,168
1982,Lao PDR,169
1982,Sub-Saharan Africa (excluding high income),169
1982,Nicaragua,170
1982,Sub-Saharan Africa,170
1982,Guatemala,171
1982,Marshall Islands,171
1982,Arab World,172
1982,Bolivia,173
1982,Other small states,175
1982,"Yemen, Rep.",176
1982,Pakistan,177
1982,Kenya,177
1982,Pacific island small states,178
1982,Nauru,179
1982,Azerbaijan,180
1982,Middle income,181
1982,IDA & IBRD total,182
1982,IDA blend,183
1982,Indonesia,184
1982,Heavily indebted poor countries (HIPC),185
1982,Iraq,186
1982,Gabon,187
1982,Haiti,188
1982,Liberia,189
1982,Kiribati,190
1982,Algeria,191
1982,Morocco,192
1982,Ethiopia,193
1982,Bhutan,194
1982,Least developed countries: UN classification,195
1982,Low income,196
1982,Eritrea,197
1982,Papua New Guinea,198
1982,Madagascar,199
1982,Benin,201
1982,Myanmar,201
1982,Middle East & North Africa (IDA & IBRD countries),202
1982,Middle East & North Africa,203
1982,Middle East & North Africa (excluding high income),204
1982,"Congo, Rep.",205
1982,South Asia,206
1982,El Salvador,207
1982,Maldives,208
1982,Guinea-Bissau,209
1982,Guinea,210
1982,Rwanda,211
1982,"Gambia, The",212
1982,Namibia,213
1982,Mauritania,214
1982,Nigeria,214
1982,South Asia (IDA & IBRD),214
1982,Sierra Leone,215
1982,Equatorial Guinea,216
1982,"Congo, Dem. Rep.",217
1982,Comoros,218
1982,Chad,219
1982,Lebanon,220
1982,Nepal,221
1982,Tanzania,222
1982,Malawi,223
1982,Timor-Leste,224
1982,Burkina Faso,225
1982,Pre-demographic dividend,225
1982,Burundi,226
1982,Mali,227
1982,South Sudan,228
1982,Somalia,229
1982,Niger,230
1982,Uganda,231
1982,Mozambique,232
1982,Angola,233
1982,Africa Eastern and Southern,234
1982,Africa Western and Central,235
1982,Afghanistan,236
1983,Sweden,1
1983,Switzerland,2
1983,Norway,3
1983,Australia,4
1983,Japan,5
1983,Netherlands,6
1983,Canada,7
1983,Puerto Rico,8
1983,Kuwait,9
1983,United States,10
1983,Qatar,11
1983,Euro area,11
1983,OECD members,12
1983,Slovenia,13
1983,Dominica,14
1983,United Kingdom,15
1983,Denmark,16
1983,Finland,17
1983,Bermuda,18
1983,Bahrain,19
1983,France,20
1983,Gibraltar,21
1983,Belgium,22
1983,Iceland,24
1983,Germany,25
1983,Singapore,26
1983,Spain,27
1983,Austria,28
1983,Ireland,29
1983,Sint Maarten (Dutch part),30
1983,Caribbean small states,31
1983,Cuba,32
1983,Greece,33
1983,United Arab Emirates,34
1983,Romania,35
1983,"Korea, Dem. People's Rep.",36
1983,European Union,37
1983,Kosovo,38
1983,Europe & Central Asia (IDA & IBRD countries),39
1983,Malta,40
1983,Europe & Central Asia,41
1983,Croatia,42
1983,New Zealand,43
1983,Italy,44
1983,Uruguay,45
1983,High income,46
1983,Poland,47
1983,Barbados,47
1983,Panama,48
1983,Bulgaria,49
1983,Channel Islands,50
1983,Solomon Islands,51
1983,Israel,52
1983,Cyprus,53
1983,Ukraine,53
1983,Europe & Central Asia (excluding high income),54
1983,Montenegro,54
1983,Lithuania,55
1983,French Polynesia,56
1983,Jamaica,57
1983,Post-demographic dividend,58
1983,Aruba,59
1983,Armenia,60
1983,Luxembourg,62
1983,"Bahamas, The",64
1983,Hungary,65
1983,Georgia,66
1983,Latvia,67
1983,British Virgin Islands,67
1983,Late-demographic dividend,68
1983,Saudi Arabia,69
1983,North America,71
1983,Mexico,72
1983,Estonia,72
1983,Oman,73
1983,Moldova,74
1983,Antigua and Barbuda,75
1983,Small states,76
1983,Malaysia,77
1983,North Macedonia,78
1983,Suriname,79
1983,Upper middle income,80
1983,Portugal,81
1983,Isle of Man,82
1983,St. Martin (French part),83
1983,Virgin Islands (U.S.),84
1983,Kazakhstan,85
1983,Seychelles,86
1983,East Asia & Pacific,87
1983,Belize,88
1983,Latin America & Caribbean,89
1983,Dominican Republic,90
1983,Guam,91
1983,Curacao,92
1983,Libya,94
1983,Albania,95
1983,St. Lucia,95
1983,Sri Lanka,96
1983,Brazil,97
1983,Trinidad and Tobago,97
1983,St. Vincent and the Grenadines,98
1983,Costa Rica,99
1983,Brunei Darussalam,100
1983,Latin America & the Caribbean (IDA & IBRD countries),101
1983,Central Europe and the Baltics,102
1983,Chile,103
1983,Latin America & Caribbean (excluding high income),104
1983,Fiji,105
1983,Belarus,106
1983,Tajikistan,107
1983,Samoa,108
1983,China,109
1983,Colombia,111
1983,Argentina,112
1983,Jordan,113
1983,Paraguay,114
1983,New Caledonia,115
1983,"Micronesia, Fed. Sts.",116
1983,Greenland,117
1983,Thailand,118
1983,Tunisia,120
1983,Mauritius,121
1983,Uzbekistan,122
1983,Turks and Caicos Islands,123
1983,Tonga,124
1983,St. Kitts and Nevis,126
1983,East Asia & Pacific (excluding high income),127
1983,East Asia & Pacific (IDA & IBRD countries),127
1983,Grenada,128
1983,Pacific island small states,129
1983,Kyrgyz Republic,130
1983,Ecuador,131
1983,Serbia,132
1983,World,134
1983,Vanuatu,135
1983,Early-demographic dividend,137
1983,Cameroon,138
1983,Sao Tome and Principe,139
1983,Central African Republic,140
1983,Botswana,141
1983,Philippines,142
1983,Algeria,143
1983,Tuvalu,144
1983,Djibouti,145
1983,IBRD only,146
1983,Honduras,147
1983,Sudan,148
1983,Sub-Saharan Africa (excluding high income),149
1983,Low & middle income,150
1983,Marshall Islands,151
1983,Bangladesh,152
1983,Azerbaijan,153
1983,Guatemala,153
1983,Zimbabwe,154
1983,IDA total,155
1983,Cabo Verde,156
1983,IDA only,157
1983,Cambodia,157
1983,Mongolia,158
1983,Ghana,159
1983,Lesotho,160
1983,Guyana,161
1983,Lower middle income,162
1983,South Africa,163
1983,Eswatini,163
1983,India,164
1983,Fragile and conflict affected situations,165
1983,Kenya,166
1983,Kiribati,166
1983,Liberia,167
1983,Sub-Saharan Africa,168
1983,Sub-Saharan Africa (IDA & IBRD countries),169
1983,Lao PDR,170
1983,"Yemen, Rep.",170
1983,Lebanon,171
1983,Zambia,172
1983,Iraq,173
1983,Nauru,174
1983,Middle East & North Africa,175
1983,Bolivia,176
1983,Other small states,177
1983,Turkmenistan,178
1983,Gabon,179
1983,Middle East & North Africa (IDA & IBRD countries),180
1983,Senegal,181
1983,South Asia,183
1983,IDA blend,184
1983,Bhutan,185
1983,Middle income,186
1983,Guinea,187
1983,IDA & IBRD total,187
1983,Middle East & North Africa (excluding high income),188
1983,Least developed countries: UN classification,190
1983,Ethiopia,191
1983,Papua New Guinea,192
1983,Low income,193
1983,Indonesia,194
1983,Eritrea,195
1983,Peru,196
1983,Pakistan,197
1983,"Congo, Rep.",197
1983,Maldives,198
1983,Haiti,199
1983,Namibia,200
1983,Benin,201
1983,Nicaragua,202
1983,Arab World,203
1983,South Asia (IDA & IBRD),204
1983,Madagascar,205
1983,Morocco,206
1983,Mauritania,207
1983,Sierra Leone,208
1983,Mali,209
1983,Rwanda,210
1983,"Gambia, The",211
1983,El Salvador,212
1983,Guinea-Bissau,213
1983,Equatorial Guinea,214
1983,Myanmar,215
1983,Nepal,216
1983,Togo,217
1983,Comoros,218
1983,Heavily indebted poor countries (HIPC),219
1983,Malawi,220
1983,Burundi,221
1983,Tanzania,222
1983,Burkina Faso,223
1983,Uganda,224
1983,Chad,225
1983,Timor-Leste,226
1983,Somalia,227
1983,South Sudan,228
1983,Nigeria,229
1983,Niger,230
1983,Pre-demographic dividend,231
1983,Mozambique,232
1983,"Congo, Dem. Rep.",233
1983,Angola,234
1983,Africa Eastern and Southern,235
1983,Africa Western and Central,236
1983,Afghanistan,237
1984,Switzerland,1
1984,Japan,2
1984,Australia,3
1984,Canada,4
1984,Norway,5
1984,Belgium,6
1984,Austria,7
1984,Netherlands,8
1984,Bermuda,9
1984,Finland,10
1984,Gibraltar,11
1984,OECD members,12
1984,Puerto Rico,13
1984,Iceland,14
1984,United Kingdom,15
1984,Germany,16
1984,United States,17
1984,Sweden,18
1984,Kuwait,19
1984,Spain,20
1984,Israel,21
1984,Euro area,22
1984,Bahrain,23
1984,Denmark,24
1984,European Union,25
1984,Singapore,26
1984,Cuba,27
1984,Qatar,28
1984,France,29
1984,Montenegro,30
1984,Italy,32
1984,Slovenia,33
1984,Channel Islands,34
1984,Sint Maarten (Dutch part),35
1984,Lithuania,36
1984,Greece,37
1984,Kosovo,39
1984,Europe & Central Asia,40
1984,Caribbean small states,41
1984,Dominica,42
1984,Suriname,43
1984,Croatia,44
1984,Oman,45
1984,Ukraine,46
1984,Barbados,47
1984,United Arab Emirates,48
1984,Poland,49
1984,Europe & Central Asia (excluding high income),51
1984,Latvia,52
1984,Luxembourg,53
1984,Romania,54
1984,High income,55
1984,Malta,56
1984,Aruba,57
1984,Post-demographic dividend,58
1984,Seychelles,59
1984,Small states,60
1984,Europe & Central Asia (IDA & IBRD countries),60
1984,Jamaica,61
1984,British Virgin Islands,62
1984,North Macedonia,63
1984,Armenia,64
1984,French Polynesia,65
1984,Ireland,66
1984,Panama,67
1984,Argentina,68
1984,Estonia,69
1984,New Zealand,70
1984,North America,71
1984,Dominican Republic,73
1984,Isle of Man,74
1984,"Bahamas, The",75
1984,Late-demographic dividend,76
1984,Moldova,77
1984,Malaysia,78
1984,Cyprus,79
1984,Bulgaria,79
1984,Grenada,79
1984,Hungary,80
1984,Brunei Darussalam,80
1984,Kazakhstan,80
1984,Uruguay,81
1984,Costa Rica,81
1984,Belize,82
1984,St. Martin (French part),82
1984,Guam,83
1984,East Asia & Pacific,84
1984,"Korea, Dem. People's Rep.",85
1984,East Asia & Pacific (excluding high income),86
1984,Upper middle income,87
1984,St. Kitts and Nevis,88
1984,Antigua and Barbuda,89
1984,Fiji,90
1984,Libya,91
1984,Portugal,92
1984,Virgin Islands (U.S.),93
1984,Sri Lanka,94
1984,St. Vincent and the Grenadines,95
1984,Solomon Islands,96
1984,Latin America & the Caribbean (IDA & IBRD countries),97
1984,Latin America & Caribbean (excluding high income),98
1984,Trinidad and Tobago,98
1984,Curacao,99
1984,Georgia,100
1984,Saudi Arabia,101
1984,Latin America & Caribbean,102
1984,Serbia,104
1984,Brazil,105
1984,St. Lucia,106
1984,Albania,107
1984,Ecuador,108
1984,Botswana,109
1984,China,110
1984,Central Europe and the Baltics,111
1984,Tajikistan,112
1984,Jordan,113
1984,Philippines,115
1984,South Asia (IDA & IBRD),116
1984,Belarus,117
1984,Chile,118
1984,Greenland,118
1984,Paraguay,119
1984,Tonga,120
1984,Tunisia,121
1984,Colombia,122
1984,Turks and Caicos Islands,123
1984,"Micronesia, Fed. Sts.",124
1984,East Asia & Pacific (IDA & IBRD countries),125
1984,Mauritius,126
1984,Pacific island small states,128
1984,Mexico,129
1984,Uzbekistan,130
1984,Kyrgyz Republic,131
1984,Cabo Verde,132
1984,Vanuatu,133
1984,Samoa,133
1984,South Asia,134
1984,Indonesia,135
1984,World,136
1984,Other small states,138
1984,Thailand,139
1984,New Caledonia,140
1984,Eswatini,141
1984,Early-demographic dividend,142
1984,Algeria,143
1984,Djibouti,144
1984,Cameroon,145
1984,IDA total,146
1984,Tuvalu,147
1984,Central African Republic,148
1984,Marshall Islands,149
1984,South Africa,150
1984,Fragile and conflict affected situations,151
1984,Cambodia,152
1984,Low & middle income,153
1984,Lao PDR,154
1984,Guatemala,155
1984,Lesotho,156
1984,IDA only,157
1984,Honduras,158
1984,Bangladesh,159
1984,IDA & IBRD total,160
1984,IBRD only,161
1984,Guyana,162
1984,Mongolia,163
1984,Peru,164
1984,Turkmenistan,165
1984,Zimbabwe,166
1984,Eritrea,167
1984,Sub-Saharan Africa (excluding high income),168
1984,Sao Tome and Principe,169
1984,Azerbaijan,170
1984,Sudan,171
1984,Lower middle income,172
1984,Sub-Saharan Africa,173
1984,Sub-Saharan Africa (IDA & IBRD countries),173
1984,Kenya,174
1984,Kiribati,176
1984,"Yemen, Rep.",177
1984,Lebanon,178
1984,Iraq,179
1984,Middle East & North Africa,179
1984,Middle income,180
1984,Arab World,181
1984,Bolivia,181
1984,Middle East & North Africa (IDA & IBRD countries),181
1984,Benin,182
1984,India,183
1984,Haiti,184
1984,Nauru,185
1984,Middle East & North Africa (excluding high income),186
1984,Pakistan,187
1984,Papua New Guinea,188
1984,Zambia,189
1984,Bhutan,190
1984,Senegal,192
1984,Morocco,193
1984,Least developed countries: UN classification,194
1984,Liberia,196
1984,Madagascar,197
1984,Low income,198
1984,Ethiopia,199
1984,Guinea,199
1984,Gabon,200
1984,"Congo, Rep.",201
1984,Maldives,201
1984,Ghana,202
1984,Malawi,203
1984,Heavily indebted poor countries (HIPC),204
1984,Sierra Leone,204
1984,IDA blend,205
1984,Nicaragua,206
1984,Mali,207
1984,Rwanda,208
1984,Mauritania,209
1984,Namibia,210
1984,"Gambia, The",211
1984,Togo,212
1984,Equatorial Guinea,213
1984,El Salvador,214
1984,"Congo, Dem. Rep.",215
1984,Comoros,216
1984,Tanzania,217
1984,Guinea-Bissau,218
1984,Myanmar,218
1984,South Sudan,219
1984,Nepal,220
1984,Burundi,221
1984,Timor-Leste,221
1984,Burkina Faso,222
1984,Uganda,223
1984,Nigeria,224
1984,Somalia,225
1984,Chad,226
1984,Niger,227
1984,Pre-demographic dividend,228
1984,Mozambique,229
1984,Africa Eastern and Southern,230
1984,Africa Western and Central,231
1984,Angola,232
1984,Afghanistan,233
1985,Iceland,1
1985,Norway,2
1985,Canada,3
1985,Sweden,4
1985,Switzerland,5
1985,Netherlands,6
1985,Australia,7
1985,Belgium,8
1985,United States,9
1985,European Union,10
1985,Kuwait,11
1985,Qatar,12
1985,Finland,13
1985,France,14
1985,Bermuda,15
1985,Post-demographic dividend,16
1985,Puerto Rico,17
1985,OECD members,18
1985,Denmark,19
1985,Japan,20
1985,Spain,21
1985,United Kingdom,22
1985,Latvia,23
1985,Austria,24
1985,Germany,25
1985,Lithuania,26
1985,British Virgin Islands,27
1985,Singapore,28
1985,Euro area,29
1985,Bahrain,30
1985,Slovenia,31
1985,Cuba,32
1985,Italy,33
1985,New Zealand,34
1985,Caribbean small states,35
1985,Europe & Central Asia (excluding high income),36
1985,Belize,37
1985,Estonia,39
1985,Montenegro,39
1985,High income,42
1985,Malta,43
1985,Sint Maarten (Dutch part),44
1985,Kosovo,45
1985,Greece,46
1985,Israel,47
1985,Suriname,48
1985,Gibraltar,49
1985,Romania,50
1985,Channel Islands,51
1985,Ukraine,52
1985,United Arab Emirates,53
1985,Dominica,53
1985,Luxembourg,54
1985,Belarus,55
1985,Croatia,56
1985,Malaysia,57
1985,Barbados,59
1985,Jamaica,60
1985,Poland,61
1985,Europe & Central Asia,62
1985,French Polynesia,62
1985,Cyprus,63
1985,Aruba,64
1985,North America,65
1985,Jordan,66
1985,Ireland,67
1985,Europe & Central Asia (IDA & IBRD countries),67
1985,Panama,68
1985,Grenada,69
1985,Small states,71
1985,Armenia,72
1985,North Macedonia,73
1985,Oman,74
1985,Argentina,75
1985,Georgia,76
1985,Brazil,77
1985,New Caledonia,78
1985,Antigua and Barbuda,79
1985,Costa Rica,80
1985,Kazakhstan,80
1985,"Bahamas, The",81
1985,Brunei Darussalam,82
1985,Portugal,83
1985,Bulgaria,84
1985,East Asia & Pacific (excluding high income),86
1985,Fiji,87
1985,Moldova,88
1985,Hungary,89
1985,Uzbekistan,90
1985,Libya,91
1985,Dominican Republic,92
1985,East Asia & Pacific,93
1985,Serbia,94
1985,Albania,95
1985,Late-demographic dividend,96
1985,Upper middle income,97
1985,Curacao,98
1985,Guam,98
1985,East Asia & Pacific (IDA & IBRD countries),100
1985,Azerbaijan,101
