Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Dominica,65.468,64.335,67.11,68.049,68.785,69.171,68.985,68.759,70.441,70.97,71.782,73.232,72.993,73.521,72.022,71.255,71.322,70.858,71.364,69.553,69.852,69.646,70.282,70.937,71.076,71.52,71.194,71.634,71.472,70.631,72.693,71.713,72.34,71.438,72.401,72.254,72.848,71.93,73.305,72.17,71.55,69.695,70.538,68.896,69.434,68.727,70.128,67.525,73.59,73.559,73.649,72.814,72.981,
Denmark,73.34341463,73.41463415,73.43902439,73.68219512,73.80829268,74.07512195,73.7397561,74.63243902,74.39292683,74.21926829,74.10170732,74.2304878,74.55121951,74.4204878,74.56219512,74.42756098,74.5797561,74.69121951,74.77170732,74.7997561,74.80536585,75.15780488,75.19414634,75.11682927,75.37512195,75.21268293,75.59146341,75.94512195,76.13902439,76.34146341,76.59268293,76.79268293,76.89512195,77.14390244,77.49268293,77.84390244,78.09512195,78.19512195,78.44634146,78.59756098,79.1,79.8,80.05121951,80.3,80.7,80.70243902,80.85365854,81.10243902,80.95365854,81.45121951,81.60243902,81.40487805,81.30487805,
Dominican Republic,56.145,56.782,57.417,58.042,58.65,59.236,59.791,60.319,60.822,60.753,61.754,62.194,62.648,63.109,63.602,64.139,64.727,65.339,65.951,66.546,67.11,67.625,68.084,68.472,68.792,68.988,69.097,69.166,69.096,69.279,69.423,69.642,69.923,70.265,70.331,70.875,71.165,71.371,71.658,71.871,72.093,72.221,72.514,72.713,72.867,72.953,72.987,73.063,73.232,73.577,72.889,72.615,74.17,
Algeria,43.16,43.67,44.346,45.079,46.034,46.972,47.985,49.191,50.353,51.755,53.261,55.276,57.428,59.51,61.658,63.588,65.159,65.83,66.971,67.085,67.416,67.688,67.757,67.719,67.361,67.454,68.749,69.171,69.451,70.032,70.478,70.823,71.23,71.287,71.762,72.061,72.334,72.602,72.941,73.62,73.808,74.123,74.202,74.615,75.11,75.622,75.732,75.743,76.066,76.474,74.453,76.377,77.129,
East Asia & Pacific (excluding high income),56.23737502,57.08999401,57.68890518,58.6446705,59.2895569,60.05077483,60.88558142,61.63789636,62.26970747,62.88678995,63.43860952,63.93939687,64.42251292,64.84347721,65.23824953,65.6192845,65.96685273,66.31577955,66.59575941,66.91931059,67.1365695,67.35842711,67.87997579,68.35127149,68.6172007,68.91513567,69.17060539,69.56051514,69.98020898,70.19359489,70.56483648,71.15329235,71.50019236,71.94853627,72.02660886,72.55539597,72.90653349,73.14946089,73.09787096,73.64961214,73.8761729,74.14703458,74.3957727,74.64474646,74.90326857,75.12303517,75.32186322,75.38591132,75.80143372,76.0020203,75.93602464,75.5432913,76.17851158,
Early-demographic dividend,50.76912137,50.17385023,52.00236801,52.46361125,52.92345178,53.34744147,53.88409603,54.48752498,54.97905916,55.56675273,56.11721526,56.55284578,57.0426719,57.47965669,58.05158193,58.56658363,59.03276017,59.62241646,60.02734155,60.46628659,60.82754677,61.13543152,61.62055641,61.90135379,62.15712256,62.56732058,62.8767561,63.28436259,63.71009382,64.143613,64.49925708,64.81635499,65.22265491,65.51968729,65.74290199,66.19150348,66.59202958,66.88471173,67.07969005,67.52799848,67.86597309,68.29176977,68.67255327,69.0653204,69.48499151,69.87120792,70.21638781,70.53844903,70.79482503,71.01473888,70.02869341,68.46604059,69.31643747,
East Asia & Pacific,58.03641152,58.86068805,59.41108409,60.25748972,60.85860088,61.58067697,62.34898638,63.0572041,63.64431443,64.23028744,64.71690169,65.19942467,65.66703814,66.04540973,66.43748293,66.80390566,67.15191774,67.49701124,67.74233687,68.06317845,68.27017915,68.4922553,68.95877061,69.40109274,69.66918986,69.92265131,70.20833402,70.58369222,70.97034433,71.16578606,71.55255395,72.11293429,72.45024173,72.86440322,72.96315999,73.43933501,73.79191693,74.03501181,74.00471204,74.5325075,74.73430068,74.97132237,75.22971722,75.47911471,75.73116269,75.94873612,76.13787496,76.21244006,76.59395885,76.79768228,76.75970169,76.39329502,76.90204606,
Europe & Central Asia (excluding high income),63.39830912,63.7122884,63.95445964,64.18994432,64.38317682,64.57068074,64.72626041,64.88398311,65.05931323,65.15119825,65.66711406,65.93196335,66.22394112,66.43215348,66.58359536,66.89605641,67.58789573,67.90450918,67.85083912,68.28612233,68.29618503,68.08189891,67.35154433,67.01790269,67.32830419,67.25558023,67.5731811,67.9399913,68.3991061,68.36502468,68.89210391,69.19695348,69.5064977,69.75475097,70.02035093,70.09322664,70.40231143,70.70877558,71.002439,71.48283562,71.87842997,72.07425199,72.53715881,72.94263409,73.17490419,73.34784353,73.56011775,73.90620692,74.10373588,74.33142484,72.67145433,72.59312502,74.10651394,
Europe & Central Asia,68.91063593,69.10712082,69.33052771,69.44794548,69.66369565,69.61719084,69.74442316,69.95312827,70.02507752,70.1391004,70.27080072,70.5589517,70.86508632,70.90824866,71.030591,71.23039953,71.80311678,72.0268507,72.11514554,72.23999254,72.22575821,72.16913785,71.89062821,71.53252982,71.70356813,71.7954025,72.22514883,72.63049911,72.93990826,72.88942798,73.13222407,73.39272537,73.50306429,73.61361044,74.05467488,74.19482894,74.69334106,75.05155898,75.31299457,75.70186848,75.98653085,76.45826324,76.64226647,76.98445179,77.29442244,77.22881673,77.56267943,77.77312883,77.90651245,78.18050699,76.95248813,76.66642379,77.8413187,
Ecuador,57.152,57.633,58.205,58.837,59.526,60.232,60.89,61.559,62.153,62.696,63.191,63.662,64.11,64.528,65.171,65.811,66.535,67.3,68.056,68.749,69.348,69.625,70.117,70.345,70.757,71.041,71.362,71.681,72.045,72.463,72.839,73.24,73.613,73.975,74.279,74.514,74.689,74.844,74.983,75.184,75.43,75.743,76.062,76.369,76.622,76.789,76.763,76.972,77.094,77.297,72.153,73.67,77.894,
"Egypt, Arab Rep.",50.013,50.386,50.765,50.852,51.838,52.591,53.365,54.134,54.99,55.802,56.628,57.138,57.948,58.888,59.73,60.542,61.261,62.137,62.98,63.628,64.146,64.755,65.031,65.468,65.816,66.312,66.742,67.197,67.471,67.737,68.007,68.308,68.564,68.402,68.613,68.779,68.977,69.128,69.319,69.48,69.664,69.88,70.085,70.052,70.415,70.483,70.844,71.302,71.367,71.358,70.99,70.221,70.159,
Euro area,71.10592325,71.25998761,71.61254157,71.72199111,72.05551404,72.12515587,72.45130667,72.89070312,73.04259594,73.38261384,73.52957786,73.80694559,74.14825074,74.2197,74.61630367,74.75378187,75.04654429,75.36718961,75.5526123,75.73662838,75.81149745,75.96014902,76.30086911,76.40883534,76.71942958,76.8784396,77.14462395,77.50532525,77.7161399,77.94197903,78.19590911,78.54000408,78.63019248,78.65203407,79.22825851,79.37062691,79.80319619,80.04333649,80.24671361,80.45068796,80.69361667,81.17784684,81.1741477,81.45897312,81.88967541,81.51875355,81.90869028,81.8854775,82.00454189,82.28196281,81.49343123,81.59494697,81.70138411,
Eritrea,41.09,41.483,41.848,42.252,42.243,42.24,42.656,43.175,43.561,43.972,44.585,44.905,44.86,45.323,45.777,46.145,47.075,47.333,48.015,47.828,49.769,50.607,52.465,53.234,54.1,54.914,55.756,56.312,49.158,43.397,56.111,58.298,58.811,59.409,59.899,60.597,61.611,62.116,62.573,63.328,63.787,64.402,64.838,65.067,65.6,66.033,66.289,66.577,67.067,67.3,67.133,66.536,66.604,
Spain,72.02731707,71.6302439,72.81804878,72.61073171,72.9697561,73.31878049,73.64268293,74.13195122,74.29560976,74.81878049,75.34926829,75.52853659,76.13414634,75.90902439,76.29536585,76.2595122,76.5104878,76.72804878,76.74707317,76.81365854,76.83756098,76.97121951,77.41,77.54658537,77.90146341,77.98073171,78.1204878,78.60414634,78.66585366,78.71707317,78.96585366,79.36829268,79.56829268,79.6195122,79.87073171,80.17073171,80.82195122,80.87317073,81.17560976,81.47560976,81.62682927,82.47560976,82.42682927,83.07804878,83.22926829,82.83170732,83.32926829,83.28292683,83.43170732,83.83170732,82.33170732,83.22926829,83.08292683,
Estonia,69.41009756,69.81517073,69.59214634,69.79946341,70.07860976,69.35436585,68.92568293,69.32482927,68.92060976,68.78585366,68.79563415,68.97804878,69.12682927,69.37560976,69.27804878,69.3804878,70.08536585,70.64390244,70.69756098,70.03902439,69.47560976,69.37317073,68.86341463,67.9097561,66.5,67.54390244,69.61219512,69.8097561,69.35853659,70.06341463,70.41707317,70.25853659,70.90487805,71.31707317,71.9097561,72.56829268,72.69146341,72.81463415,73.77073171,74.82439024,75.42926829,76.22926829,76.32682927,77.14146341,77.03414634,77.5902439,77.64146341,78.09268293,78.24390244,78.64634146,78.59512195,76.94390244,77.94390244,
Ethiopia,42.815,42.892,41.55,41.635,39.453,39.356,41.895,41.893,41.9,42.807,43.217,43.608,43.767,36.036,36.429,37.364,37.811,45.44,45.061,45.036,44.557,46.13,46.901,47.394,47.861,48.302,48.924,49.514,49.927,49.425,50.538,51.043,51.517,52.533,53.235,54.008,55.149,56.426,57.592,58.804,59.73,60.721,61.543,62.373,62.905,63.649,64.392,64.838,65.412,65.838,65.371,64.975,65.645,
European Union,70.82235693,70.96579801,71.35053998,71.46880377,71.77990296,71.79896674,72.06914829,72.3941776,72.48511018,72.76698494,72.78960622,73.12522963,73.40334558,73.44889921,73.74048172,73.81547331,74.0715647,74.32453373,74.52677694,74.65464948,74.69732688,74.80996076,75.12689288,75.25540134,75.52573652,75.67124376,75.92402183,76.24187547,76.51124163,76.74520019,77.07531688,77.42295017,77.5310033,77.589336,78.1144999,78.27142867,78.66801004,78.90181909,79.12529641,79.35763602,79.63003371,80.13874215,80.15765949,80.46479377,80.8719824,80.56843942,80.95129748,80.92820865,81.028729,81.31485796,80.45086913,80.31661323,80.80262111,
Fragile and conflict affected situations,48.92553698,49.50009731,49.50700379,50.10329798,50.23734078,50.48400272,50.94772834,51.47797304,51.60926316,51.85304977,52.07609252,52.20947626,52.18822528,51.58250837,51.43475693,51.60828004,52.2318695,52.67992972,52.25078954,53.28316472,53.30253432,53.30873662,53.28166954,53.67282525,54.2883879,54.00329616,54.08108753,54.37820074,54.164337,54.87923103,55.50963932,55.72925522,56.14948005,56.41903645,56.66549866,57.05810557,57.54270914,58.00940645,58.01868743,59.06225345,59.30813819,59.96632784,60.16658424,60.46601389,60.70998736,61.01446364,61.29238036,61.65708441,61.97205153,62.26978074,61.76248699,61.25326574,61.7925883,
Finland,70.1795122,70.01756098,70.70731707,71.22365854,71.13487805,71.67365854,71.81292683,72.3502439,72.89707317,73.15536585,73.44,73.74658537,74.29804878,74.20097561,74.51902439,74.22292683,74.56,74.59195122,74.57707317,74.79219512,74.81317073,75.22756098,75.45536585,75.70512195,76.39560976,76.4095122,76.69341463,76.87853659,77.09073171,77.29121951,77.46585366,77.96585366,78.1195122,78.36829268,78.71463415,78.81707317,79.21463415,79.26341463,79.56829268,79.7195122,79.87073171,80.47073171,80.62682927,80.97560976,81.1804878,81.4804878,81.42926829,81.63170732,81.73414634,81.98292683,81.93170732,81.88536585,81.18780488,
Fiji,61.713,61.796,61.784,61.022,61.686,61.852,61.975,62.273,62.527,62.941,62.734,62.729,62.793,63.29,63.892,64.526,64.715,64.936,65.149,65.277,65.508,65.643,65.827,65.928,66.125,66.286,66.408,66.448,66.68,66.763,66.31,66.34,65.748,66.177,66.424,66.632,66.855,66.826,66.935,67.089,67.328,67.523,67.552,67.428,67.376,66.844,67.24,67.79,67.81,67.893,67.924,67.114,68.312,
France,71.65853659,71.90731707,72.10731707,72.35609756,72.60487805,72.85365854,73.10243902,73.35121951,73.60243902,73.85121951,74.05121951,74.3,74.5,74.8,75,75.3,75.6,75.8,76.1,76.34878049,76.6,76.84878049,77.1,77.3,77.64878049,77.75121951,77.95365854,78.30487805,78.60487805,78.75609756,79.05609756,79.15853659,79.26097561,79.11463415,80.16341463,80.16341463,80.81219512,81.11219512,81.21463415,81.41463415,81.66341463,82.11463415,81.96829268,82.2195122,82.7195122,82.32195122,82.57317073,82.57560976,82.67560976,82.82682927,82.17560976,82.32439024,82.22926829,
Faroe Islands,,,,74.49756098,,,,,75.98536585,,,,,,,,75.26585366,75.46585366,75.71463415,75.91463415,76.11463415,76.36341463,76.61463415,76.91463415,77.16585366,77.36585366,77.56829268,77.82195122,78.02682927,78.23170732,78.43658537,78.64146341,78.84390244,78.94390244,79.09268293,79.2902439,79.63902439,79.98780488,80.13658537,80.33658537,80.63658537,80.88780488,81.1902439,81.44146341,81.59268293,81.79268293,82.04390244,82.24390244,82.49512195,82.64634146,82.89756098,83.09756098,83.3,
"Micronesia, Fed. Sts.",61.035,61.518,61.781,62.139,62.499,62.802,63.092,63.363,63.72,63.78,64.212,64.478,64.821,65.282,65.749,65.97,66.172,66.292,66.859,67.096,67.425,67.619,67.832,68.059,68.095,68.553,68.776,69.229,69.465,69.706,69.769,70.479,69.46,70.76,70.838,70.884,71.093,71.06,71.137,71.112,71.233,71.318,71.398,71.499,71.529,71.408,71.595,71.467,71.318,71.077,70.674,70.71,70.925,
Gabon,52.555,53.073,53.605,54.057,54.567,55.035,55.569,56.089,56.659,57.053,57.454,57.816,58.106,58.601,58.894,59.311,59.641,59.894,60.006,60.265,60.311,60.397,60.545,60.718,60.701,60.704,60.612,60.662,60.79,60.849,61.069,61.27,61.292,61.671,61.838,61.959,62.375,62.618,63.083,63.303,63.898,64.045,64.587,64.776,64.974,65.46,65.802,66.189,66.306,66.603,66.531,65.821,65.694,
United Kingdom,71.97317073,72.27317073,72.12439024,72.32439024,72.52439024,72.72439024,72.77560976,73.22439024,73.17560976,73.27560976,73.67560976,74.02682927,74.17804878,74.37804878,74.77804878,74.62926829,74.92926829,75.2804878,75.3804878,75.58292683,75.8804878,76.08292683,76.43414634,76.38536585,76.88536585,76.83658537,77.08780488,77.21097561,77.1902439,77.3902439,77.74146341,77.99268293,78.14390244,78.44634146,78.74634146,79.04878049,79.24878049,79.44878049,79.6,80.05121951,80.40243902,80.95121951,80.90487805,81.00487805,81.30487805,80.95609756,81.15609756,81.25609756,81.25609756,81.40487805,80.35121951,80.7,82.05853659,
Georgia,64.431,64.753,65.072,65.421,65.591,65.874,66.029,66.471,66.695,67.074,67.173,67.634,67.903,67.942,67.994,68.368,68.445,68.251,68.528,68.353,68.389,68.245,67.783,67.656,68.554,68.851,68.974,69.059,69.102,69.319,69.575,69.606,70.024,70.333,70.567,71.13,71.394,71.568,71.332,71.95,72.128,72.39,72.412,72.628,73.099,73.297,73.569,73.57,73.341,73.47,72.765,71.694,71.587,
Ghana,47.805,47.798,48.026,48.398,48.777,49.246,49.764,50.085,50.571,50.932,51.117,51.269,51.383,51.622,52.051,52.416,53.125,53.824,54.507,55.191,55.62,56.012,56.231,56.416,56.112,56.565,56.82,57.199,57.6,58.03,58.195,58.107,58.608,59.111,59.191,59.76,59.988,60.224,60.49,60.946,61.157,61.652,62.081,62.42,63.045,63.175,63.89,64.013,64.122,64.74,64.114,63.795,63.945,
Gibraltar,70.605,71.017,70.827,71.375,70.638,71.816,71.39,72.227,72.548,72.71,73.753,73.567,73.342,74.524,75.385,76.013,76.241,74.679,77.36,74.554,77.072,76.994,75.559,78.52,79.164,76.556,77.65,80.343,80.663,81.533,81.37,81.087,80.26,79.694,80.948,81.442,80.393,78.514,80.13,81.243,80.958,81.871,83.366,80.55,81.882,80.427,81.702,81.83,82.154,82.363,82.198,79.329,82.83,
Guinea,39.008,39.308,39.673,39.891,40.137,40.591,41.024,41.411,41.901,42.393,42.884,43.324,43.925,44.382,44.946,45.522,45.918,46.417,46.589,46.847,47.004,47.546,48.363,48.962,49.171,49.866,50.544,51.356,52.049,52.356,52.479,52.662,53.278,53.678,54.117,54.632,55.108,55.553,56.044,56.348,56.72,57.019,57.406,57.791,57.886,58.134,58.763,59.109,59.349,59.72,59.327,58.892,58.985,
"Gambia, The",39.871,40.347,40.915,41.394,41.954,42.444,43.039,43.44,43.583,44.558,45.153,44.476,46.377,46.923,47.493,48.189,48.71,49.409,50.051,50.635,51.319,52.127,52.941,53.748,54.721,55.464,56.009,56.06,56.554,56.816,56.942,57.043,57.08,57.586,58.088,58.394,59.06,59.394,60.082,60.427,60.717,61.526,62.096,62.114,62.269,62.494,63.013,62.995,63.04,63.755,62.612,62.083,62.906,
Guinea-Bissau,38.025,38.368,38.698,39.034,41.757,42.053,42.419,42.718,43.033,43.39,43.754,44.07,44.374,44.635,44.829,45.104,45.446,45.785,46.321,46.7,47.084,47.465,47.92,48.228,48.156,48.952,49.065,47.997,47.716,48.006,50.121,50.445,50.986,51.405,52.15,52.249,53.371,54.155,54.646,55.541,56.23,56.967,57.69,58.232,58.61,59.128,59.674,60.066,60.502,60.882,59.999,59.652,59.861,
Equatorial Guinea,30.248,36.263,43.284,43.477,40.186,35.812,28.921,40.501,40.793,41.653,47.563,48.109,48.596,49.007,49.208,49.683,50.039,50.279,50.504,50.668,50.86,50.969,51.113,51.308,51.415,51.592,51.727,52.061,52.382,52.752,53.226,53.636,54.085,54.581,55.036,55.464,56.046,56.54,57.074,57.431,57.878,58.412,58.865,59.224,59.595,60.103,60.479,60.821,61.191,61.644,60.708,60.594,61.19,
Greece,72.77080488,73.00956098,72.78268293,72.98197561,73.41558537,73.37636585,73.634,73.67080488,74.3587561,74.62107317,74.54626829,74.95743902,75.25053659,75.51773171,75.77439024,76.08290244,76.48265854,76.27985366,76.9807561,76.68780488,76.93902439,77.13658537,77.38292683,77.3902439,77.63902439,77.58536585,77.68536585,78.13658537,77.83902439,77.98780488,77.88780488,78.38780488,78.64146341,78.84146341,79.03902439,79.23902439,79.43902439,79.43902439,79.93902439,80.18780488,80.38780488,80.73170732,80.63414634,81.28536585,81.38536585,81.03658537,81.38780488,81.28780488,81.78780488,81.63902439,81.28780488,80.08292683,80.63658537,
Grenada,66.216,66.479,66.822,67.217,67.583,67.971,68.151,67.475,67.668,67.9,68.144,68.45,68.712,64.219,69.32,69.58,69.77,69.939,70.165,70.419,70.683,70.974,71.291,71.576,71.786,72.109,72.331,72.568,72.805,72.903,72.783,73.118,73.167,73.188,71.788,73.521,73.7,74.317,74.656,75.036,74.999,75.295,75.042,75.116,74.985,75.013,74.762,74.765,74.808,74.863,74.924,74.936,75.335,
Greenland,,,,,,,,,63.41463415,63.95487805,63.4497561,63.07487805,63.19268293,63.3,63.46658537,63.83365854,64.24878049,64.65414634,64.58243902,64.66756098,65.06829268,65.03170732,65.19609756,65.58536585,65.90097561,65.64414634,65.76731707,65.79804878,66.15707317,66.49756098,66.09902439,66.19658537,66.61170732,67.18170732,67.72634146,68.23512195,68.61658537,69.04829268,69.37,69.7795122,70.08073171,70.26487805,70.54634146,70.83853659,71.06097561,71.47902439,71.83853659,71.93219512,71.96756098,71.94439024,71.85073171,71.81390244,71.5404878,
Guatemala,49.439,50.484,51.638,53.003,54.039,54.824,49.169,55.816,55.963,56.185,56.024,55.972,50.134,58.718,59.558,60.203,60.772,61.432,62.029,62.374,62.473,62.725,62.913,63.349,63.726,64.195,64.863,65.536,66.114,66.869,67.446,67.946,68.386,68.797,69.165,69.168,69.812,70.1,70.356,70.641,70.878,71.177,71.463,71.728,71.964,72.103,72.355,72.551,72.726,73.129,71.797,69.237,68.674,
Guam,64.825,65.193,65.351,65.752,66.01,66.577,67.032,67.922,68.686,69.579,69.861,70.077,70.32,70.59,70.819,71.069,71.325,71.564,71.885,72.164,72.473,72.497,72.718,72.952,73.058,73.29,73.092,73.349,73.632,74.066,74.417,75.41,75.793,76.504,76.923,77.182,77.136,77.098,77.185,77.094,76.879,76.872,76.707,76.72,76.749,76.616,76.877,77.155,77.439,77.717,76.612,76.656,78.33,
Guyana,60.469,60.555,60.636,60.683,60.76,60.819,60.892,60.955,61.052,61.133,61.229,61.311,61.406,61.491,61.589,61.66,61.797,61.947,62.085,62.238,62.415,62.622,62.787,63.152,63.372,63.136,63.205,63.356,63.9,64.17,64.483,64.788,64.728,64.6,64.93,65.132,65.667,66.254,66.288,66.563,66.743,66.982,67.23,67.473,67.882,68.201,68.384,68.667,68.896,69.124,68.486,65.673,65.989,
High income,70.16775786,70.46668157,70.66194269,70.82450691,71.16342941,71.35733549,71.56136006,71.88830059,72.02227182,72.28189113,72.29849079,72.65429074,72.99984669,73.0682777,73.25920003,73.43397061,73.84236973,74.08515119,74.18521508,74.34625725,74.4375768,74.55080726,74.58488936,74.41543042,74.60987577,74.69727613,75.16011805,75.55014683,75.77386565,75.78851632,76.01643914,76.28390157,76.41055207,76.51774211,76.96072799,77.08178651,77.50981274,77.81994864,78.01258071,78.36567441,78.5533631,78.89188236,79.04351007,79.27338511,79.51833028,79.46670731,79.66119233,79.78272794,79.88722444,80.12703771,79.13325437,78.78839896,79.50211315,
"Hong Kong SAR, China",71.04995122,71.46804878,71.45097561,72.0902439,72.59780488,73.36219512,72.78902439,73.34926829,73.54073171,73.66317073,74.65341463,75.34902439,75.43853659,75.28634146,76.0095122,76.42926829,76.68439024,76.89780488,77.08341463,77.02878049,77.37073171,77.87292683,77.67341463,78.01609756,78.54365854,78.67878049,79.62756098,80.11219512,80.10682927,80.37268293,80.87317073,81.41926829,81.45219512,81.34341463,81.79926829,81.60902439,82.38487805,82.36682927,82.3404878,82.77512195,82.95756098,83.41195122,83.4502439,83.83121951,83.93560976,84.25268293,84.21146341,84.69560976,84.8697561,85.15585366,85.49634146,85.53268293,83.66097561,
Honduras,54.44,54.966,55.607,54.415,52.313,57.548,58.158,58.746,59.334,59.908,60.485,61.016,61.527,62.137,62.642,62.996,63.591,64.032,64.345,64.856,65.243,65.752,65.991,66.251,66.574,67.139,67.439,67.777,62.721,68.422,68.662,69.006,69.366,69.507,69.796,70.104,70.261,70.376,70.441,70.911,71.088,71.439,71.734,71.963,72.259,72.487,72.588,72.692,72.814,72.881,71.462,70.123,70.728,
Heavily indebted poor countries (HIPC),43.87857391,44.22379024,44.02369655,44.76052283,44.79944872,45.16661952,45.8441782,46.21247458,46.39335832,46.80426002,47.21472563,47.51565661,47.73766374,46.52564001,46.39744124,46.7606582,47.57774116,48.30188301,48.10638923,49.17537501,49.21020592,49.2081967,49.18780184,49.79599985,50.16104123,50.66783571,50.788455,51.13652679,50.95230415,51.83524138,52.66175412,53.13109921,53.62999652,54.22966888,54.74040928,55.40832282,56.23362067,56.88988799,57.50407019,58.2403117,58.57768857,59.4752204,60.07801762,60.64456075,61.14707309,61.61254773,62.16196194,62.54976047,62.94757595,63.33805695,62.76172018,62.3027854,62.84324626,
Croatia,68.81263415,69.14017073,69.44178049,69.8484878,70.14365854,70.00195122,70.45536585,70.74439024,70.53878049,70.42731707,70.17536585,70.34439024,70.48268293,70.27487805,70.21853659,70.88609756,71.41902439,71.4702439,71.48829268,71.84463415,72.1704878,72.18536585,71.24146341,71.52243902,71.80341463,72.08439024,72.36536585,72.49512195,72.31707317,72.64195122,72.80780488,74.51292683,74.71731707,74.61390244,75.5202439,75.24463415,75.83682927,75.70560976,75.91219512,76.16829268,76.47560976,76.77560976,76.92439024,77.12682927,77.47804878,77.27560976,78.02195122,77.82682927,78.07073171,78.42439024,77.72439024,76.42439024,77.57560976,
Haiti,47.337,47.719,47.945,48.208,48.419,48.681,48.956,49.209,49.428,49.675,49.902,50.268,50.551,50.871,51.123,51.523,51.875,52.239,52.632,52.755,52.975,53.391,53.842,54.35,54.653,55.547,56.154,56.516,57.135,57.961,58.365,58.489,58.855,59.507,58.475,60.415,60.763,61.103,61.332,61.741,46.019,61.623,62.291,62.605,62.987,63.237,63.392,63.854,64.019,64.255,64.052,63.192,63.728,
Hungary,69.16463415,69.05243902,69.66463415,69.51804878,69.24804878,69.29,69.57317073,69.84804878,69.39390244,69.61536585,69.06170732,69.13926829,69.35780488,68.97365854,69.02585366,68.97219512,69.17341463,69.65121951,70.02341463,69.46170732,69.31560976,69.37707317,69.11707317,69.10121951,69.4697561,69.79170732,70.32878049,70.70243902,70.55780488,70.67707317,71.24634146,72.24878049,72.34878049,72.3,72.64878049,72.64878049,73.09756098,73.15121951,73.70243902,73.90487805,74.20731707,74.85853659,75.06341463,75.56585366,75.76341463,75.56829268,76.06341463,75.81707317,76.06585366,76.3195122,75.56829268,74.16341463,76.01707317,
IBRD only,55.89302882,56.52367017,56.97587439,57.6406911,58.19892298,58.80251878,59.34828217,59.90530817,60.38354631,60.88224541,61.31522545,61.76018218,62.22059246,62.6713898,63.07501385,63.49298022,63.98779227,64.34350197,64.64476356,64.98910234,65.19617471,65.47576456,65.77280752,66.0250813,66.29489912,66.63462505,66.95908807,67.33296499,67.69832114,67.90643222,68.24743513,68.66085954,68.99427443,69.26349823,69.50828163,69.93085116,70.28729754,70.57869013,70.79632495,71.17416881,71.45871279,71.80122803,72.14771628,72.4972788,72.85412588,73.15400076,73.42130804,73.64321077,73.93598111,74.13222836,73.38233848,72.14185295,72.93504646,
IDA & IBRD total,54.20754286,54.31697785,55.35425281,55.98904137,56.45884931,56.97792117,57.51970497,58.07001918,58.51518108,58.98612577,59.41855688,59.83793833,60.23997942,60.5507051,60.88780538,61.25565781,61.72006541,62.0608361,62.28003637,62.66616619,62.86162673,63.02093522,63.30253813,63.53058435,63.7936339,64.08096464,64.34262069,64.70856081,65.02395839,65.36636401,65.70521492,66.08553273,66.40813924,66.68929469,66.92568715,67.32225461,67.71744148,67.99619093,68.1797798,68.60358003,68.90068033,69.26983781,69.58601331,69.9111983,70.23668228,70.52367906,70.8052134,71.04228778,71.32139442,71.52543837,70.82171877,69.78996717,70.51191054,
IDA total,46.41466362,44.12184394,47.87693964,48.40702841,48.51528683,48.70091664,49.27795518,49.85860072,50.22902556,50.65728801,51.16313327,51.5429856,51.7697143,51.56515401,51.70436056,51.94830449,52.36853938,52.72615839,52.68860031,53.32533798,53.55564679,53.32228911,53.64322073,53.88874822,54.2346424,54.42999145,54.5657978,55.00914743,55.24799411,56.1878006,56.6317008,57.0112434,57.41756237,57.85886587,58.179603,58.60053948,59.23873614,59.5910105,59.77368427,60.45143222,60.89852696,61.45536085,61.77098086,62.10515024,62.41808873,62.75171706,63.16565332,63.54116946,63.8811012,64.21240644,63.74824834,63.40066425,64.04892352,
IDA blend,49.50418379,48.25065152,50.53597197,50.99272456,51.32255437,51.81324932,52.30454124,52.67734101,53.04048878,53.38268809,53.87836712,54.40768243,54.63427682,54.98050004,55.18650291,55.19310586,55.16752957,55.07861834,55.19910919,55.31813462,55.39103925,55.24125827,55.05015015,54.85289798,54.71255953,54.46808809,54.61107159,54.66537718,54.91702913,55.34471393,55.76465717,56.00922687,56.35843155,56.67468544,56.99714449,57.03341371,57.83625848,58.08495115,58.37619823,58.71170037,59.05905164,59.44509488,59.6398426,59.95026818,60.12149824,60.35748184,60.56408024,60.87951934,61.08247418,61.33856405,61.01164077,60.67959254,61.28382244,
Indonesia,52.992,53.576,54.242,54.85,55.429,55.968,56.514,57.081,57.565,58.153,58.754,59.138,59.757,60.273,60.728,61.307,61.722,61.973,62.211,62.696,63.181,63.537,64.126,64.598,64.856,65.237,65.355,65.733,65.962,66.221,66.433,66.758,67.134,67.413,65.75,67.649,67.914,68.189,68.226,68.494,68.679,68.823,68.973,69.264,69.533,69.699,69.798,69.936,70.338,70.518,68.808,67.57,68.25,
