Country,Year,Poverty_Percentage
Dominican Republic,2014,13.6122
Algeria,2014,24.98121
Early-demographic dividend,2014,38.86380055
Europe & Central Asia (excluding high income),2014,9.64750062
"Egypt, Arab Rep.",2014,3.655
Ethiopia,2014,70.50487
Fragile and conflict affected situations,2014,51.75154779
Fiji,2014,10.4
Gabon,2014,44.33265
Georgia,2014,9.37997
Ghana,2014,36.84704
Guinea,2014,46.5046
"Gambia, The",2014,44.30132
Guinea-Bissau,2014,71.63847
Guatemala,2014,39.83957
Guyana,2014,17.08187
Honduras,2014,31.54
Heavily indebted poor countries (HIPC),2014,59.65828433
Haiti,2014,52.14388
Hungary,2014,7.2
IDA & IBRD total,2014,36.70883425
IDA total,2014,57.15342045
IDA blend,2014,55.8930251
Indonesia,2014,23.54632
IDA only,2014,57.94923697
India,2014,50.40728
Ireland,2014,8.0
Iraq,2014,44.70552
Jordan,2014,23.71035
Kazakhstan,2014,4.96982
Kenya,2014,52.35971
Kyrgyz Republic,2014,15.85505
Cambodia,2014,45.4
Latin America & Caribbean (excluding high income),2014,18.79495996
Lao PDR,2014,30.4
Lebanon,2014,4.5
Liberia,2014,67.45511
Latin America & Caribbean,2014,18.65588236
Least developed countries: UN classification,2014,59.69524741
Low income,2014,67.41571422
Lower middle income,2014,45.89899714
Low & middle income,2014,36.6397482
Lesotho,2014,37.94455
Morocco,2014,13.63886
Moldova,2014,6.5
Madagascar,2014,74.62477
Maldives,2014,37.6325
Mexico,2014,20.15767
Middle income,2014,34.04212509
Mali,2014,54.51306
Myanmar,2014,51.8629
Middle East & North Africa (excluding high income),2014,20.49623571
Montenegro,2014,12.4
Mongolia,2014,29.79631
Mozambique,2014,65.49988
Mauritania,2014,61.05702
Malawi,2014,56.81257
Namibia,2014,41.51365
Niger,2014,70.44397
Nigeria,2014,56.51963
Nepal,2014,46.06622
Pakistan,2014,60.5481
Panama,2014,18.49538
Peru,2014,34.47168
Philippines,2014,40.13089
Pre-demographic dividend,2014,58.47503713
Paraguay,2014,21.04714
West Bank and Gaza,2014,21.44433
Rwanda,2014,47.0522
South Asia,2014,52.29813524
Sudan,2014,78.74829
Senegal,2014,42.26985
Sierra Leone,2014,58.85944
El Salvador,2014,22.48
Sub-Saharan Africa (excluding high income),2014,54.98009308
South Sudan,2014,94.2
Sub-Saharan Africa,2014,54.98009308
Sao Tome and Principe,2014,54.58198
Suriname,2014,13.2893
Eswatini,2014,18.23219
Chad,2014,83.69279
Togo,2014,46.56882
Thailand,2014,9.90451
Tajikistan,2014,28.43558
Turkmenistan,2014,9.25688
Latin America & the Caribbean (IDA & IBRD countries),2014,18.91359324
Timor-Leste,2014,42.0
Middle East & North Africa (IDA & IBRD countries),2014,20.47573554
South Asia (IDA & IBRD),2014,52.29813524
Sub-Saharan Africa (IDA & IBRD countries),2014,54.98009308
Trinidad and Tobago,2014,7.5
Tunisia,2014,9.14369
Turkiye,2014,14.82313
Tanzania,2014,51.52457
Uganda,2014,62.07886
Ukraine,2014,1.1
Uruguay,2014,5.04714
Viet Nam,2014,10.70982
"Yemen, Rep.",2014,45.46147
South Africa,2014,24.94382
Zambia,2014,52.91605
Zimbabwe,2014,23.35427
Africa Eastern and Southern,2016,55.34871112
Afghanistan,2016,72.12863
Africa Western and Central,2016,51.12099652
Angola,2016,56.44953
Albania,2016,7.8
Arab World,2016,23.64711953
Armenia,2016,8.88375
Burundi,2016,44.86794
Benin,2016,68.71948
Burkina Faso,2016,37.6825
Bangladesh,2016,53.15752
Bosnia and Herzegovina,2016,4.0
Belarus,2016,5.33257
Belize,2016,15.73333
Brazil,2016,14.8971
Botswana,2016,41.71139
Central African Republic,2016,68.9131
Cote d'Ivoire,2016,54.75146
Cameroon,2016,39.21019
"Congo, Dem. Rep.",2016,76.98054
"Congo, Rep.",2016,47.29947
Colombia,2016,10.42127
Comoros,2016,68.6
Costa Rica,2016,5.37577
Cuba,2016,8.44494
Dominican Republic,2016,11.24888
Algeria,2016,21.07581
Early-demographic dividend,2016,37.69985934
Europe & Central Asia (excluding high income),2016,8.883069118
"Egypt, Arab Rep.",2016,0.89992
Ethiopia,2016,67.40962
Fragile and conflict affected situations,2016,51.01114836
Fiji,2016,9.4
Gabon,2016,44.33265
Georgia,2016,8.61301
Ghana,2016,33.48685
Guinea,2016,47.33878
"Gambia, The",2016,42.49858
Guinea-Bissau,2016,68.0291
Guatemala,2016,37.60292
Guyana,2016,15.43465
Honduras,2016,31.5
Heavily indebted poor countries (HIPC),2016,57.93804513
Haiti,2016,50.83825
Hungary,2016,7.2
IDA & IBRD total,2016,35.80524211
IDA total,2016,55.35657483
IDA blend,2016,53.70963986
Indonesia,2016,21.89212
IDA only,2016,56.38165457
India,2016,49.70906
Ireland,2016,8.3
Iraq,2016,46.24999
Jordan,2016,21.381
Kazakhstan,2016,2.18578
Kenya,2016,50.81331
Kyrgyz Republic,2016,11.38314
Cambodia,2016,39.7
Latin America & Caribbean (excluding high income),2016,16.3954082
Lao PDR,2016,27.0
Lebanon,2016,4.5
Liberia,2016,65.66997
Latin America & Caribbean,2016,16.37511656
Least developed countries: UN classification,2016,58.65648318
Low income,2016,65.52661643
Lower middle income,2016,44.63311314
Low & middle income,2016,35.69345578
Lesotho,2016,33.81409
Morocco,2016,10.85088
Moldova,2016,6.5
Madagascar,2016,72.22321
Maldives,2016,36.5175
Mexico,2016,18.44263
Middle income,2016,33.02068539
Mali,2016,50.31832
Myanmar,2016,55.07197
Middle East & North Africa (excluding high income),2016,18.82855741
Montenegro,2016,11.2
Mongolia,2016,25.82377
Mozambique,2016,61.98622
Mauritania,2016,57.68042
Malawi,2016,53.29854
Namibia,2016,41.36463
Niger,2016,70.44397
Nigeria,2016,54.00711
Nepal,2016,43.17421
Pakistan,2016,59.0233
Panama,2016,16.3
Philippines,2016,38.7248
Pre-demographic dividend,2016,57.04424091
Paraguay,2016,18.05
West Bank and Gaza,2016,19.53763
Rwanda,2016,43.57101
South Asia,2016,51.51968646
Sudan,2016,73.66328
Senegal,2016,38.71484
Sierra Leone,2016,56.12183
El Salvador,2016,16.47714
Sub-Saharan Africa (excluding high income),2016,53.3288276
South Sudan,2016,94.2
Sub-Saharan Africa,2016,53.3288276
Sao Tome and Principe,2016,52.64358
Suriname,2016,14.12632
Eswatini,2016,10.8082
Chad,2016,82.56551
Togo,2016,43.32551
Thailand,2016,8.86794
Tajikistan,2016,23.88692
Turkmenistan,2016,9.00675
Latin America & the Caribbean (IDA & IBRD countries),2016,16.56922221
Timor-Leste,2016,37.9
Middle East & North Africa (IDA & IBRD countries),2016,18.81325332
South Asia (IDA & IBRD),2016,51.51968646
Sub-Saharan Africa (IDA & IBRD countries),2016,53.3288276
Trinidad and Tobago,2016,7.5
Tunisia,2016,8.64346
Turkiye,2016,14.12611
Tanzania,2016,47.26693
Uganda,2016,59.38995
Ukraine,2016,1.1
Viet Nam,2016,5.76598
"Yemen, Rep.",2016,44.2
South Africa,2016,24.56298
Zambia,2016,51.36341
Zimbabwe,2016,22.75892
Africa Eastern and Southern,2018,54.67294016
Afghanistan,2018,73.3
Africa Western and Central,2018,48.69823378
Angola,2018,62.58105
Albania,2018,5.3
Arab World,2018,23.97407057
Armenia,2018,8.39472
Burundi,2018,39.50542
Benin,2018,68.3262
Burkina Faso,2018,32.11638
Bangladesh,2018,52.51337
Bosnia and Herzegovina,2018,4.0
Belarus,2018,3.80434
Belize,2018,15.72933
Botswana,2018,39.58877
Cote d'Ivoire,2018,53.21082
Cameroon,2018,35.94099
"Congo, Dem. Rep.",2018,77.90169
"Congo, Rep.",2018,44.18359
Colombia,2018,9.7
Comoros,2018,68.6
Costa Rica,2018,4.46075
Cuba,2018,9.49348
Dominican Republic,2018,11.24888
Algeria,2018,17.17042
Early-demographic dividend,2018,36.87412214
Europe & Central Asia (excluding high income),2018,8.554114213
"Egypt, Arab Rep.",2018,0.89992
Ethiopia,2018,64.31438
Fragile and conflict affected situations,2018,50.83360081
Fiji,2018,9.4
Gabon,2018,44.33265
Georgia,2018,7.84604
Ghana,2018,33.48685
Guinea,2018,48.17296
"Gambia, The",2018,40.69583
Guinea-Bissau,2018,64.41973
Guatemala,2018,37.6
Guyana,2018,13.78743
Honduras,2018,31.5
Heavily indebted poor countries (HIPC),2018,56.21720209
Haiti,2018,49.53262
IDA total,2018,53.68250608
IDA blend,2018,51.67715646
Indonesia,2018,20.23793
IDA only,2018,54.92875177
India,2018,49.01085
Ireland,2018,8.5
Iraq,2018,47.79447
Jordan,2018,19.05165
Kazakhstan,2018,0.79376
Kenya,2018,50.81331
Kyrgyz Republic,2018,6.91123
Cambodia,2018,39.7
Lao PDR,2018,23.6
Liberia,2018,63.88484
Least developed countries: UN classification,2018,57.60305041
Low income,2018,63.65327222
Lower middle income,2018,44.04377295
Low & middle income,2018,37.1716057
Lesotho,2018,29.68363
Morocco,2018,10.85088
Moldova,2018,6.5
Madagascar,2018,69.82165
Maldives,2018,35.4025
Mexico,2018,17.6
Mali,2018,46.12357
Myanmar,2018,58.28105
Middle East & North Africa (excluding high income),2018,18.87670359
Montenegro,2018,10.0
Mongolia,2018,21.85123
Mozambique,2018,58.47257
Mauritania,2018,56.0
Malawi,2018,49.78452
Namibia,2018,41.4
Niger,2018,70.44397
Nigeria,2018,51.49458
Nepal,2018,40.2822
Pakistan,2018,57.49851
Panama,2018,16.3
Philippines,2018,37.3187
Pre-demographic dividend,2018,55.58760776
Paraguay,2018,15.05286
West Bank and Gaza,2018,19.5
Rwanda,2018,40.08982
South Asia,2018,50.73107608
Sudan,2018,73.7
Senegal,2018,35.15984
Sierra Leone,2018,53.38422
El Salvador,2018,16.5
Sub-Saharan Africa (excluding high income),2018,51.81968999
Sub-Saharan Africa,2018,51.81968999
Sao Tome and Principe,2018,52.6
Suriname,2018,14.96333
Eswatini,2018,10.8082
Chad,2018,82.0
Togo,2018,40.08219
Thailand,2018,7.83138
Tajikistan,2018,19.33825
Turkmenistan,2018,8.75663
Timor-Leste,2018,33.9
Middle East & North Africa (IDA & IBRD countries),2018,18.86269347
South Asia (IDA & IBRD),2018,50.73107608
Sub-Saharan Africa (IDA & IBRD countries),2018,51.81968999
Tunisia,2018,8.14324
Turkiye,2018,14.12611
Tanzania,2018,43.0093
Uganda,2018,56.70105
Ukraine,2018,1.1
Viet Nam,2018,5.76598
"Yemen, Rep.",2018,44.2
South Africa,2018,24.18213
Zambia,2018,49.81077
Zimbabwe,2018,22.16356
Africa Eastern and Southern,2020,54.38635113
Afghanistan,2020,73.3
Africa Western and Central,2020,46.25718037
Angola,2020,62.6
Albania,2020,2.8
Armenia,2020,8.39472
Burundi,2020,36.8
Benin,2020,67.93293
Burkina Faso,2020,26.55025
Bangladesh,2020,51.86921
Belarus,2020,2.27611
Belize,2020,15.72533
Botswana,2020,39.6
Cote d'Ivoire,2020,53.21082
Cameroon,2020,32.67179
"Congo, Dem. Rep.",2020,78.36226
"Congo, Rep.",2020,44.18359
Colombia,2020,9.7
Costa Rica,2020,3.54573
Cuba,2020,10.54202
Dominican Republic,2020,11.24888
Algeria,2020,13.26502
Early-demographic dividend,2020,39.22578696
Ethiopia,2020,64.31438
Fragile and conflict affected situations,2020,54.9310354
Fiji,2020,9.4
Georgia,2020,7.07908
Ghana,2020,33.48685
Guinea,2020,49.00714
"Gambia, The",2020,38.89309
Guinea-Bissau,2020,60.81037
Guatemala,2020,37.6
Guyana,2020,12.1402
Heavily indebted poor countries (HIPC),2020,55.42531901
Haiti,2020,48.9
IDA total,2020,52.67888373
IDA blend,2020,49.70073776
Indonesia,2020,19.41083
IDA only,2020,54.62396988
India,2020,49.01085
Ireland,2020,8.5
Iraq,2020,49.33894
Jordan,2020,16.72229
Kazakhstan,2020,0.79376
Kenya,2020,50.81331
Kyrgyz Republic,2020,2.43932
Cambodia,2020,39.7
Lao PDR,2020,21.8
Liberia,2020,63.88484
Least developed countries: UN classification,2020,57.01929648
Low income,2020,63.80630039
Lower middle income,2020,45.39757245
Lesotho,2020,25.55318
Morocco,2020,10.85088
Madagascar,2020,67.42009
Maldives,2020,34.845
Mexico,2020,17.6
Mali,2020,41.92883
Myanmar,2020,58.28105
Montenegro,2020,8.8
Mongolia,2020,17.87869
Mozambique,2020,54.95891
Mauritania,2020,56.0
Malawi,2020,49.78452
Nigeria,2020,48.98206
Nepal,2020,40.2822
Pakistan,2020,55.97371
Philippines,2020,36.61565
Pre-demographic dividend,2020,54.10537188
Paraguay,2020,15.1
West Bank and Gaza,2020,19.5
Rwanda,2020,38.34923
South Asia,2020,50.48424487
Sudan,2020,73.7
Senegal,2020,31.60484
Sierra Leone,2020,50.64661
El Salvador,2020,16.5
Sub-Saharan Africa (excluding high income),2020,50.55351772
Sub-Saharan Africa,2020,50.55351772
Sao Tome and Principe,2020,52.6
Suriname,2020,15.80035
Eswatini,2020,10.8082
Chad,2020,82.0
Togo,2020,38.5
Thailand,2020,6.79482
Tajikistan,2020,17.06392
Turkmenistan,2020,8.5065
Timor-Leste,2020,33.9
South Asia (IDA & IBRD),2020,50.48424487
Sub-Saharan Africa (IDA & IBRD countries),2020,50.55351772
Tunisia,2020,7.64301
Tanzania,2020,40.88048
Uganda,2020,54.01214
Viet Nam,2020,5.76598
South Africa,2020,24.2
Zambia,2020,48.25813
Zimbabwe,2020,21.56821
