Control_of_Corruption,Government_Effectiveness,Political_Stability,Regulatory_Quality,Rule_of_Law,Voice_and_Accountability
-1.302766085,-1.565173268,-1.427994967,-1.077060342,-0.965788543,-0.994375527
-1.488822937,-1.396481037,-1.442237139,-1.201513171,-1.503738165,-1.307716489
1.41652751,1.155609965,0.842383623,1.312464714,1.210211039,1.292520523
-0.617887735,-1.075679064,-0.19621487,-0.090694651,-0.650172889,-1.500785112
-0.145389393,-0.197672158,-2.057942867,-0.016363759,-0.23357825,-0.322521359
-0.887240291,-1.61003685,-0.436263949,-1.655249238,-1.044190645,-0.630450964
-1.695552111,-1.566179037,-2.128561497,-1.6125772,-1.544528484,-1.970927477
-1.032059431,-1.276243806,-1.165839434,-1.298925042,-1.127667904,-1.079140425
0.365192473,0.149778128,1.385001779,0.594156504,0.49726367,0.816958487
-1.249787211,-0.546766698,-0.489689857,-0.955394089,-0.889033139,-1.294619322
0.139555231,0.455620646,0.434474081,0.019716209,0.083347566,0.452612311
0.268494964,-0.535868943,0.424785823,-1.319814682,-1.086534739,-1.805157542
0.686288655,1.152428985,0.517519236,1.220127702,0.548483729,0.535718739
0.48022601,0.913030744,0.936384082,1.109028459,1.019527435,0.90567255
2.278205633,1.780746579,1.073495388,1.649631262,1.930308819,0.983319521
-0.711830616,-0.816437662,-0.812229693,-0.845473588,-0.954747617,-0.801386774
0.743590176,0.570550501,0.829529405,0.801017344,0.677165985,0.932384253
-0.710663259,-0.51740104,-0.57030648,-0.397319168,-0.885578394,-0.576730072
-0.735878944,-0.478109896,-0.349449873,-0.777636588,-0.821377993,-0.363743484
-0.539499521,0.067648664,-0.629358649,-0.453026265,-0.001223235,-0.964780927
-0.508673728,-0.447229236,-0.033760875,-0.173729807,-0.505208492,-0.075012773
-1.426847577,-1.186232328,-0.386098802,-1.468349099,-1.238877058,-1.683500171
-0.318069249,-0.984283984,-1.274579644,-2.185884476,-0.194137424,-2.184898615
1.444894195,0.937840044,0.605274677,1.247087121,0.903708637,0.992168546
-0.275532275,-0.95114857,-0.39314878,-0.43434453,-0.726646364,-1.494866014
-0.772508383,-0.917718351,-0.471536189,-0.416844815,-0.938896775,-1.238757253
-0.224626929,-0.380564451,0.386921287,0.812517762,0.103356399,0.049308635
1.640929222,2.124531746,0.0337703,2.027463913,1.950941563,1.100830078
1.357538223,1.666454792,0.399723917,1.244961619,1.704725385,1.476771235
0.64044857,-0.294465482,-0.53607899,0.855286777,0.847438395,0.404883742
-0.660073698,-0.83627075,-0.80573976,-0.060104385,-0.396706045,-0.449143887
-0.694694996,-0.723472834,0.200640664,-0.929746807,-0.666100204,-0.430345923
-0.212853789,-0.581117988,-0.42826128,-0.604643524,-0.695962608,-0.090371124
1.55437541,1.138621449,0.88891536,1.515106559,1.689954519,1.485833883
-0.3687464,-0.211272329,0.169719294,-0.183413431,-0.134525463,-0.13235718
0.351383656,1.246601224,0.129485935,0.958650231,0.784953773,1.070460796
0.743590176,0.388591379,0.415122241,0.362456709,0.378238171,0.525194108
0.789309144,0.224700347,0.462077081,0.616531134,1.109415412,0.654332459
-0.94812119,-0.796116292,-0.77500689,-0.500911415,-1.048306942,-1.703883052
-1.073312879,-1.065179944,-1.153976798,-1.037126303,-1.389179468,-1.172004819
-1.174984336,-1.813807726,-0.120933816,-0.746640623,-1.259566665,-0.484425157
-0.558261573,-0.500283241,-0.454965949,-0.495723665,-0.663847804,-0.523381531
-1.391284227,-1.336015582,-1.804397941,-1.181247473,-1.663088679,-1.231598139
-0.81975615,-0.680190563,-0.623264194,-0.625240624,-0.77110076,-1.242598891
1.82383287,1.609486461,1.336290479,1.124591827,1.60160768,0.620391667
0.625532269,1.019152761,1.003100395,0.012542915,0.764758408,1.175189376
2.301355362,1.96848774,1.234051704,1.877657652,1.939324021,1.568608046
-0.363160849,-0.098774634,-1.013880491,-0.283315152,0.133130163,0.41368565
-0.906051815,-0.502644718,-1.51817596,-0.64694804,-0.797872186,-0.121925518
-0.587095916,-0.662730694,-0.244855866,-1.174625516,-0.383247644,-1.282150984
-1.377784133,-1.635496974,-1.973295927,-1.522064447,-1.716897011,-1.300999403
1.584446549,1.730557203,1.298666835,1.487961888,1.584284186,1.623854518
0.823018372,1.038459897,-1.247522712,0.883193433,0.807715952,0.646124363
0.403579652,0.556203485,0.76600486,0.616531134,0.509243011,1.057029247
-0.342859566,0.305083305,-0.298737347,0.165574804,-0.410603523,0.418052882
1.210124135,1.52377522,1.035769463,1.258731008,1.224396586,1.006276965
-0.916420162,-0.753389955,-0.132929385,0.078226343,-0.878510773,0.764573812
-1.014963388,-0.670579016,-1.868685722,-1.635897756,-0.41389513,-1.031668067
-0.555268586,-1.220113039,-1.250505924,-0.288214594,-0.880881011,-0.244842008
0.258307546,-0.030450098,1.384927273,-0.940376818,-0.581970215,0.024949195
-1.284464478,-1.728361964,0.024262642,-2.281101704,-1.141587377,-2.163150072
0.854120076,0.924596548,0.485128582,0.805072546,0.974222898,0.745595574
-0.449199259,0.158822462,0.253690273,0.47053507,0.527741909,-0.483525157
-1.267269254,-0.875677228,-0.656428635,-1.018826246,-1.123240829,-0.887550652
-1.317613959,-1.531707287,-0.491447717,-1.338195443,-1.173480153,-1.655455112
-0.454076618,-0.016420266,0.814021409,-1.854898691,-1.105306387,0.781813085
-0.532331884,-0.118025802,-0.999740839,-0.180461526,-0.264293224,-0.281063884
0.055084318,-0.171274871,-0.002811341,-0.633165061,-0.189165324,-0.2097698
-1.201530457,-1.415051818,-1.357908726,-1.416593909,-1.319937825,-1.80931139
-0.322116584,-0.538822293,1.012082815,-1.489054441,-0.980864763,-1.858394384
1.269663095,1.25668025,1.384927273,1.111617446,1.733143568,1.532292128
0.311570793,0.75501132,0.779100299,0.156793341,0.847226143,0.902132928
2.262573242,1.772086024,0.856766224,1.638608694,1.598023415,1.581917882
0.508783102,1.287598014,0.424871743,1.111617446,1.019453645,0.404883742
-0.055555593,-0.193094283,-0.018572573,-0.292555779,-0.352792233,-0.123797461
-0.021255206,-0.827298045,0.10663145,-0.509587169,-0.123802178,-0.048458017
-0.17991735,1.048980594,0.566449165,0.634848475,0.433445394,-0.146773517
-0.058959816,0.239869893,-0.217248693,0.516670823,0.09036915,-0.979869902
-0.232808679,-0.719699025,0.173916295,-0.721502066,-0.140042946,-0.3988671
0.816374123,0.817258954,1.131863952,1.060323238,1.415869355,1.233854294
-0.316166282,-0.682056785,0.467219561,-0.61850661,0.498723,1.186263919
0.789309144,0.756149113,1.189666033,0.498032212,0.54485631,0.654332459
-0.535383821,-0.32175526,-0.224495947,-0.376651973,-0.725180209,0.100769483
0.219137654,0.617250144,1.027748823,0.412572384,0.941242993,0.83283937
-0.344179541,0.031416982,-0.219342858,0.160981357,-0.25050208,0.198065519
-0.12089359,0.644922495,1.134082437,0.382686883,1.133569241,0.949673891
-0.672625899,-0.753487408,-0.40147987,-0.460677326,-0.351528734,-1.462463975
-0.546577632,-0.373126298,0.878712356,-0.244638905,-0.218004078,0.069540665
-0.407550573,-0.403397769,-0.776545405,-0.437574357,-0.269636899,-0.687104881
-0.534635305,-0.543785512,0.125595734,-0.524210632,-0.885578394,-0.161100179
-1.540683031,-1.273069263,-0.899246156,-1.113777995,-1.735870838,-1.087952256
0.150281817,0.072722763,0.926921546,0.684939325,-0.066113971,0.331786513
-0.742212892,-0.492341906,-2.098404884,-0.530171871,-0.825216174,-1.146815538
1.596122026,1.937736392,0.850836754,1.372900724,1.752622843,1.666020036
1.269663095,1.426256657,1.051632404,0.864074349,0.847438395,0.654332459
2.19131422,1.6703794,1.947082162,1.631622076,1.846398473,1.628601551
-0.525697172,-0.825872242,-0.99791199,-0.445305258,-0.614661515,-0.24899523
-0.724550962,-0.785668969,-0.4860107,-0.898022354,-0.718928397,-0.283560395
-1.180775523,-0.451402128,-1.666500449,0.172739282,-0.984480023,-0.868943334
-1.102376938,-0.33217603,-1.664812326,-0.079146676,-0.297171354,-0.101468585
2.000252724,1.859133482,1.415749431,1.478502393,1.912481785,1.678681374
0.89474839,0.305876434,0.946494877,0.547744989,0.306262553,0.566399753
-1.179467916,-1.218047142,-1.751388311,-0.641119778,-0.890321434,-0.976286173
-0.390578359,0.069371119,-0.157522634,0.159857556,-0.101316899,0.443538368
-1.054080248,-0.893715918,-1.997604966,-0.993771374,-1.01297164,-0.306904882
-1.355833054,-0.777090907,-0.652078152,-0.864246666,-0.963428319,-1.956137896
-0.367371053,-0.695960522,-0.975715458,0.007082981,-0.531569779,-0.013819259
-0.176231503,-0.016420266,-0.505047977,-0.215828404,-0.186269343,-0.007255065
0.071097754,0.592136741,0.363082945,0.812517762,0.470091373,0.944372296
1.061878324,1.051133513,0.970251083,1.279269099,1.224315524,1.245290518
1.269663095,1.021873474,0.445573747,1.111617446,0.967930019,0.976367772
0.363078088,0.398244441,0.485464156,-0.10066618,0.576530278,-0.120654635
0.789309144,1.262816906,0.476619095,1.111617446,1.292504787,1.402678609
-0.260543019,-0.289697856,0.085602649,0.242886126,-0.51685524,0.408908844
-0.614259124,-0.620078623,0.620571196,-0.124243185,-0.963954508,-0.651503563
-0.629166365,-0.725357711,-1.000212431,-1.00175786,-0.862899542,-0.38608098
0.218686625,0.504941285,0.401251554,1.440957189,-0.190316245,0.585294366
-0.541059792,-0.718027711,0.575508893,-0.91509521,-0.533665299,0.061734978
-0.103524342,-0.391905189,0.301189363,0.110850625,-0.022657473,-1.536319256
-0.035375662,0.102206022,-0.204009935,-0.015420588,0.009816418,0.056197815
-0.406051368,-0.671189249,-0.762413561,-0.623985469,0.290623277,-0.158783659
0.374254942,0.455417246,0.931847215,0.453918278,0.401306272,0.174468666
-1.067478895,-1.343932033,-1.977055788,-0.837622762,-1.151015639,-0.530995607
2.156098127,1.998000383,1.153349996,1.746806502,1.790478706,1.342969298
0.645558715,0.877272308,0.379746348,1.126772285,0.490570605,0.899956763
0.476412117,0.885157347,1.092811227,0.883193433,1.110819697,1.092290401
0.087780945,-0.639274538,-0.606315255,-0.975333095,0.082418576,-0.534086645
-1.683112144,-2.130955219,-2.70559001,-2.201314449,-2.219452381,-1.759174347
0.483857185,0.567057848,1.349654078,0.715097189,1.090919852,0.64901036
1.407789588,1.501574278,0.193026617,1.30437541,1.117549539,1.1314044
0.70071578,-0.076127216,-1.152236819,-0.809338331,0.158469424,-0.206795961
1.180838346,1.192350507,1.2821244,1.324107885,1.64631331,1.191075444
1.223055243,0.966515303,1.000114918,1.260209203,0.826629877,1.202947497
1.084856987,1.049524307,1.147587776,1.239577889,0.826629877,1.086107731
-1.387641191,-1.406931877,-1.973295927,-1.384861946,-1.649950027,-1.71884191
-0.357432961,-0.060263112,0.233044505,-0.520047545,-0.13585934,0.129616141
2.301355362,1.887901783,1.299904823,1.532868862,1.797751307,1.584472775
2.010125875,1.846282601,1.196782112,1.550629139,1.901669383,1.586438179
-0.852751672,-1.135566115,-0.461608589,0.240491986,-0.594401121,-0.253862709
0.924242795,0.9389292,-0.66740942,0.134930491,1.183637261,0.932036042
-1.176047444,-1.158419371,-1.392462134,-1.127930045,-1.614736915,-0.239976645
-0.607605696,-0.186341271,-0.583453715,-0.719614744,-0.629469573,-0.363443345
-0.206432834,0.415583402,-1.323101997,-0.147598043,-0.007557075,-0.098295785
-0.462348998,-1.000367641,-0.707215548,-1.149459362,-0.50909394,-0.210176095
-0.87377125,-1.456241369,-1.44021821,-0.84233588,-1.064425945,-0.978818178
-1.35349369,-0.517274618,-0.42737025,0.799231291,0.559429646,-0.054514438
-0.733134985,-0.104411051,-0.121956371,0.596351504,-0.007824289,0.613131702
-0.078068301,0.339725077,0.024227452,-0.043587729,-0.036268614,-0.950093031
-0.035272829,0.144592628,0.833207309,0.137224212,-0.076319806,0.000233757
-1.347762346,-1.566919565,0.07271339,-2.072233677,-1.611423492,-1.46162653
0.345938504,0.017120589,1.384927273,-0.410195917,0.007860686,0.828915298
-0.833648562,-0.572079659,-1.417224765,-0.268432379,-0.542147875,-0.597283959
-0.740642905,-0.671290219,-0.285366565,-0.510850072,-0.804544687,-0.285324872
0.990808547,0.976925969,1.337275505,0.860476732,-0.432599366,1.14614141
1.313403845,1.761572123,0.12418776,1.613183498,1.961252689,-0.964100897
1.536726952,1.531012774,1.286593318,1.60669601,1.528270125,1.294523597
1.081768513,0.492236137,0.777662575,0.401181012,0.458849579,0.885737658
-1.459174871,-1.15839386,-1.315423131,-1.513823986,-1.478708982,-1.930238962
0.29455924,-0.259431392,1.384927273,-0.047670737,0.517324984,0.195848137
-1.199409604,-0.919886887,-1.244332433,-1.099601746,-1.258513927,-1.789759636
-0.72958231,-0.445820093,0.484037668,-0.601215303,-0.317553699,-1.40304482
0.90651536,1.287598014,0.442666382,1.111617446,1.210357308,0.842710495
-0.49689728,-1.062144756,-1.540936112,-1.060214877,-0.845334828,-0.994008064
-1.320770741,-1.064272881,-1.754415751,-1.508441091,-1.267335534,-1.049738765
-0.592440426,-0.900729418,0.108463243,-0.74261868,-1.105306387,-0.430345923
-1.31461668,-1.35831821,-1.267643571,-2.201544046,-1.834908366,-1.674941421
-1.446292281,-2.073956728,-2.612917662,-1.096590996,-1.879004836,-1.110293984
-0.790545285,-0.580952644,-0.058007225,-0.080781765,-0.703135848,-1.112191081
-0.564962566,-0.43816179,1.322361231,-0.500463128,-0.698989928,-0.916875541
0.299861044,0.245477885,0.703987658,0.360797524,1.069221497,0.83283937
1.25131321,1.538402796,1.349654078,1.396167874,0.85568583,1.3299793
-1.241037726,-1.381049156,-0.539453447,-1.156215668,-1.31127274,-1.252087951
1.530045748,1.538402796,1.104799986,1.34977591,1.586802006,1.264684796
1.11961627,0.407992005,0.799820721,0.547179878,0.921211839,0.631312013
-0.413430303,-0.033916309,0.180609092,0.2409807,-0.577015638,0.403436542
-0.669232607,-0.261502922,-0.26102376,0.292330682,-0.049032051,-0.742222786
1.25131321,1.27981782,1.303460598,0.855286777,0.810431302,1.017273426
1.950813174,1.707899332,0.9344666,1.708124042,1.756738544,1.382794738
1.904876947,1.827385187,0.82872504,1.644411087,1.899768829,1.467298269
0.017409462,-0.671189249,-1.092682362,-0.437218875,-0.929671705,-1.279161215
1.34319973,1.221326232,0.810453713,1.050473452,1.075713396,1.020233631
0.188148677,0.37367186,-0.365050614,0.682441473,0.370951921,-0.903966546
-0.477977753,-0.395518303,-1.507097363,-0.472706974,-0.965788543,-0.451236516
1.620156169,1.444167018,1.08840096,1.000414729,2.004160881,1.037203312
-0.52986896,-1.203701138,0.148469687,-1.596236467,-1.303660631,-1.691050649
1.301286578,1.743163943,0.856375813,1.329937816,1.2245996,1.342394352
-0.31359604,-0.111628041,-0.300746202,0.158748269,0.023866652,0.544680774
-0.587095916,-0.647012532,0.54789257,-0.239782363,-0.531569779,0.36277771
1.25131321,1.021232843,0.774651468,1.34977591,0.834794283,0.988284409
0.854816735,0.279721797,1.264518976,0.159353822,0.21245949,-1.058763504
-0.431123644,-0.922438741,-0.802562952,-0.888415873,-0.832326353,0.07646361
-0.3014144,-0.633319139,-0.225308344,-0.468090147,-0.496493608,0.550957501
0.93653053,0.498197883,0.748909354,0.610028148,0.079446733,0.513100147
-0.120479897,-0.391295493,-0.294911116,-0.041273385,-0.402620196,0.500075698
0.201880708,0.491847694,1.12335515,0.935711622,0.115104832,-1.098655343
-0.110585965,-0.2080881,0.39442119,0.616540432,1.147331357,0.333465695
-0.310118109,-0.827298045,0.155799553,-0.19456467,-0.433823466,-0.34183386
-1.101503611,-1.110876799,-0.784407139,-1.189755201,-0.98323828,-0.723143578
0.30405581,-0.030450098,0.962325037,-0.287643552,0.640256405,1.103217363
-1.260385513,-0.981054723,-0.577349424,-1.113725543,-1.238224626,-0.931646049
-1.091455698,-0.972049713,-0.24470523,-0.543590784,-1.16298461,-1.023897529
1.880703807,1.892113328,0.530973077,1.203647017,1.801083326,1.415594816
1.25131321,1.27981782,1.234749317,1.34977591,1.069221497,0.782868326
-1.219142318,-1.474969029,-2.246732235,-1.270379066,-1.544903755,-1.014793515
-1.361009359,-0.733642399,-1.831755042,-1.080308914,-1.552998543,-1.418420553
1.155736208,0.93773818,0.613005877,0.919032693,1.181291223,1.08234477
-0.518887699,0.035788015,-0.540030122,-0.258387208,-0.699893415,-1.788062692
-0.175137788,-0.447768539,-1.90479672,0.106225543,-0.508387923,-0.172736719
-0.700171769,-1.599316359,-0.360273153,-1.484882712,-1.102895379,-0.221685231
-1.540507793,-1.558564782,-2.246732235,-1.269039035,-1.621696711,-1.23079133
-1.370108247,-1.243664503,-0.662787318,-1.168881059,-2.333315134,-1.208369255
0.378651321,0.030958638,0.736050129,0.382123381,0.389714092,0.915722609
0.038242523,-1.16377902,0.514202237,-0.928464115,-0.341918141,-0.81373626
-0.649806023,0.555540442,0.572488189,0.365195125,-0.048246041,0.481493741
0.252376884,-0.24222663,0.474477261,-0.717159688,-0.7638188,-1.88721025
1.085562587,0.937043726,0.539664984,0.883193433,1.09397459,1.052067399
0.350346774,0.667918146,1.053728819,1.108067632,0.862385094,0.962292671
2.159475803,2.223954439,1.046792865,1.803427815,1.983498931,1.5716362
-0.667271733,-0.915733159,-0.262578547,-0.840129256,-0.886092663,-1.120305538
0.689822674,0.567707121,0.909698367,0.905649722,0.740866184,0.904963315
-0.723454773,-0.28867507,0.058016822,-0.233389333,-0.224174306,0.205657721
-0.784096122,-1.037939191,-0.853825331,-1.098829389,-1.031002641,-0.253862709
-0.737334073,-0.498237222,-0.837807655,-0.407716185,-0.27896744,-1.199265122
-0.571009994,-0.102658443,-0.065564901,-0.073802739,0.441886842,0.096629858
-1.362626076,-1.274285555,0.1687904,-1.395052671,-1.093562722,-1.826265454
-0.345739335,-1.33474803,-0.900216937,-2.019072771,-1.080204725,-1.223749876
1.012343884,1.146915197,0.736678243,1.29370141,1.129732013,1.082603693
-0.170943543,-0.55206126,-0.27087,-0.363591105,-0.598636866,-0.509934664
-0.650104702,-0.690580487,-1.740132213,-1.028316259,-0.667515755,-1.19371748
0.184131041,-1.166029096,-0.034058049,-0.383677423,-0.692302823,1.055323839
1.751058698,2.167617321,1.163725734,1.857373476,1.959513426,1.494072199
1.45506084,1.628476262,0.595505774,1.922535539,1.959513426,1.298722863
0.775587142,0.762647867,0.047181822,0.855286777,0.810431302,0.314057976
-1.083067894,-0.835813224,-2.183713198,-0.301130533,-0.75450623,-0.950213253
-0.729944289,-0.729212224,-0.034124114,-0.483886421,-0.809735656,-0.89695102
-0.433107793,-0.244788364,-0.966098785,-0.128548279,-0.732880175,-0.092710026
1.828758121,1.645976067,1.025069594,1.711219549,1.770086169,1.365230918
-0.014181604,0.027578475,0.582419634,-0.411945343,0.056496635,0.407593399
1.195403099,0.629231572,0.630432785,0.817563415,0.863401473,0.965482771
0.708866119,0.390893787,0.391092598,0.531951129,0.519451082,-0.301234484
0.527781725,0.245477885,0.703987658,0.608042121,1.069221497,0.651559114
-0.837902725,-0.69197464,-0.50562638,-0.315376073,-1.097761035,-0.168789566
-1.345553517,-1.272546649,-1.162101626,-1.143164992,-1.17863512,-1.227811456
-1.095482945,-1.131372213,-0.074253544,-1.222556591,-1.256101966,-0.628867745
-1.019842386,-0.292215288,-0.734118462,-0.613583863,-0.837366939,0.091823734
-1.326422453,-1.296621323,-1.852922916,-0.862635136,-1.412974358,-0.712554455
-0.920365572,-0.660407066,-0.667903721,-0.457659006,-0.837366939,-0.139432833
1.857166886,1.91120851,1.07719624,1.537136078,0.443259001,0.508110166
0.633171618,0.839411974,0.28022489,0.426903695,0.723845243,-0.029964076
2.172911167,1.890158772,0.967484951,1.526693583,1.88209331,1.545294881
-0.274562806,-0.095376492,-1.065184236,-0.283315152,-0.034912698,0.437193722
-0.86427629,-0.348611891,-1.417666912,-0.39619559,-1.01709938,-0.084252529
-0.484105498,-0.555354536,-1.04084003,-1.416593909,-0.994356155,-1.500558734
-1.450710416,-1.730545282,-2.826402187,-1.395052671,-1.680826664,-1.623729467
1.70114398,1.476330638,1.192410588,1.837045074,1.708898306,1.39654088
1.000245214,1.247835636,-1.259288788,1.563642383,0.891168356,0.774156392
0.463920891,0.356097698,0.530733764,0.976830065,0.379006386,1.064523578
-0.291285038,0.189769745,-0.129703641,0.217925176,-0.396132678,0.620725513
1.610646129,1.101166725,1.138334513,1.260202885,1.351525664,0.954123318
-0.075100534,0.257499337,0.252037287,0.119783156,0.303705812,-0.717004716
-0.995142639,-0.222039372,0.215018734,-0.262065619,-1.102119327,-0.641581655
-1.382211685,-0.655459583,-1.126983285,-0.239396662,-0.882364631,-1.091705561
0.092326902,-0.380564451,1.349654078,-1.006249666,0.885014534,0.701956987
-1.44351685,-1.767515302,-0.552077413,-2.039961815,-1.393410683,-2.313395023
-0.113833971,0.98420769,0.423855454,0.720584929,1.056424022,0.828915298
0.426627278,0.267627269,0.547456384,0.294112593,0.529348493,1.120828748
-1.325560451,-0.815081477,-0.087755688,-0.656034946,-1.160717487,-0.759082139
-1.331525683,-0.992693543,-0.085298561,-1.280378819,-0.834666193,-1.732779741
-0.326692939,0.654658258,-1.845332384,-0.956343532,-1.471718073,-1.941491127
-0.302766591,-0.500350833,-1.803862691,-0.881440103,-0.601163983,-0.387200713
0.01058409,-0.529533982,-0.124705359,-0.126518682,-0.236582726,-0.959111214
-0.723485768,-1.21079874,-0.217248693,-1.347984076,-1.354029894,-1.126135349
-1.087145448,-1.490272999,0.358128875,-1.462987185,-1.080170631,-1.98288238
1.25131321,1.634806633,1.349654078,1.34977591,1.247303724,1.334960699
0.155884758,0.716516495,0.870995998,0.973231792,0.910984516,0.861287594
1.873079538,1.566826224,1.065414786,1.674869657,1.536875725,1.109647036
0.911944389,1.021232843,0.97331202,1.777810216,0.434603959,0.314057976
-0.182527557,-0.655422568,0.185515359,-0.250743836,-0.366134912,-0.110259488
-0.549526334,-0.893325329,0.12009196,-0.739144027,-0.222235888,-1.012210608
-1.163225532,0.125093669,0.211421594,0.5365358,0.049980123,-0.543147862
-0.602049053,0.170649603,0.87119019,0.406536967,-0.034912698,-0.299082875
-0.479206234,-0.760136187,0.414196908,-0.458761305,-0.287434399,0.297409028
1.002685428,1.018626571,1.134082437,1.114864707,1.194090486,1.203782439
-0.6469087,-1.004612088,1.040722609,-0.945403099,0.627963364,1.026437998
0.775587142,0.762647867,1.104799986,0.855286777,0.810431302,1.167382121
-0.74640882,-0.900613666,0.240350217,-0.466557533,-0.906182289,-0.851902544
0.273244053,0.702901244,1.03254509,0.46688959,0.830360055,-0.558573604
-0.325125188,0.050471161,-0.636888444,0.346685439,-0.472546279,0.314489126
-0.104157448,-0.031808387,1.131840825,0.384345442,1.183637261,1.065407753
-0.141579404,-0.799711525,-0.369664699,-0.991329432,-0.517649949,-0.267036706
-0.587645471,0.016512539,0.646906972,-0.394462466,-0.316718906,0.253958493
-0.383750975,0.161155358,0.047549605,-0.549078822,-0.05776104,0.262788713
-0.476106465,-0.269640744,-0.461343467,0.094098002,-0.318183392,-0.712467074
-0.618245721,-0.673949063,0.520101011,-0.626963675,-0.619978487,-0.086383142
-1.659772635,-1.474612951,-0.850372434,-2.193645477,-1.535485148,-2.233270645
0.196952045,-0.488398165,0.78224957,0.173593417,0.584862649,-0.161100179
-0.692943096,-0.924164414,-1.894450188,-0.523552716,-0.967787087,-0.908803642
2.040526152,1.784922481,0.902736187,1.682605624,1.944033504,1.539821029
1.34319973,0.762647867,1.104799986,0.976830065,0.453689337,0.548463166
2.322551012,1.583402157,1.644336104,1.695319414,1.794790864,1.499365449
-0.673504472,-0.198497936,-0.950841904,-0.426474214,-0.752042234,-0.194359109
-0.848922551,-0.825250745,-0.227475315,-0.553185999,-0.601572275,-0.324552685
-0.585803986,-0.967481494,-2.034077644,-0.947573066,-1.075395942,-0.623297811
-0.403454512,-0.130026549,-0.797183931,-0.09363433,-0.537630379,0.344941825
1.00147748,1.875615478,1.349654078,1.220952749,1.251347661,1.536840677
0.345938504,0.283817261,0.841323614,0.603963792,0.286412954,-0.202451646
-0.818344295,-0.68550694,-2.024678469,-0.479762465,-0.857247531,-0.886475444
-0.363584548,-0.036480796,-0.067905001,0.313156545,-0.155252963,0.601521611
-1.139937162,-0.761204541,-0.386098802,-0.767391503,-0.834696293,0.012254033
-0.580868721,-0.963064432,-0.776525021,-0.864246666,-0.971096039,-0.25690937
-0.221562147,-0.034615345,-0.841553807,0.074825414,-0.122738957,0.091934875
-0.889426827,-0.134328276,0.356679857,-0.308052003,0.240280911,-0.091142505
0.25655055,0.332138866,0.354031831,0.701598585,0.382761627,-0.563192904
0.612849295,0.86763078,0.952390611,1.064929008,0.97526747,1.282692909
0.506991565,0.459136933,0.377330452,0.642759264,0.51868993,1.140376568
0.92312324,0.407992005,0.926921546,0.997581124,0.624771059,1.005833626
1.610646129,1.021232843,0.703987658,0.762953818,1.069221497,1.251678705
0.061176512,-0.383324534,-0.47735855,0.441958904,-0.134708419,0.600690961
-0.940847754,-1.005115032,-0.908794343,-0.388349891,-0.666100204,-0.920553744
-0.20552519,-0.37907654,-0.684061944,-0.685272574,-0.614996731,-1.222134471
0.304151416,0.038262118,0.508895397,-0.044892438,0.987025738,0.637410522
0.185647145,-0.837106347,0.873983324,-0.681605339,-0.510794938,0.272127599
-0.82470423,-0.198544204,-0.522423804,-0.713920832,0.348079592,-1.781469107
-0.37309429,-0.36533308,-0.264316946,0.84851265,-0.22130622,1.317528605
-0.277591467,-0.292913616,-1.030790567,0.158748269,-0.536948502,0.214458928
0.348221093,0.471941262,-0.26641354,0.190891683,0.171267152,0.087051935
-1.026145697,-1.084943414,-0.302883804,-0.447476685,-0.992507756,0.272127599
0.231900394,-1.084462166,1.248492837,-0.722060025,-1.270070553,-0.387192518
1.067387938,0.828100264,0.784178674,1.084782243,0.488393605,0.931123257
1.026472807,0.716516495,1.085729003,0.794790149,0.89984107,1.037611127
-0.202771097,-1.004094362,-0.066948675,-0.606698573,0.991006613,0.045103248
-1.72492063,-2.073956728,-2.509366512,-1.89214921,-2.350462914,-1.221853852
0.378271431,0.325101376,0.047030076,0.74697268,0.181309819,0.651613116
1.177665472,0.83016777,-0.150648654,1.176645756,1.119876862,1.07872498
-0.194801018,-0.162567288,-1.421550751,-0.664511323,0.177752674,-0.310158849
0.941719472,1.077285647,1.20838666,1.285441875,0.921211839,1.16303432
1.154476166,0.808551013,0.86010623,1.12860322,1.287656784,0.47642836
0.347466081,0.808551013,0.265700728,0.905649722,0.873946965,1.101166368
-1.191282749,-1.164118409,-2.139077425,-1.204652309,-1.376057744,-1.739339948
-0.103575468,-0.332950234,-0.012979328,-0.357476294,0.510814488,0.511488795
2.186323404,1.887901783,1.293933988,1.439547062,1.851176381,1.48571825
2.083408356,2.075267076,1.240411639,1.800340295,1.803771615,1.518005848
-0.94982779,-0.81852442,-0.278217822,-1.335150123,-0.930595398,-1.757812858
0.527314901,-0.071111389,0.675702274,0.843208909,0.545502603,0.910778642
-1.042832255,-1.07245791,-1.386144876,-0.5258044,-1.186537743,-1.351941347
-0.228577167,-0.451205492,-0.357518166,-0.407301128,-0.699893415,-0.200293675
-0.413430303,0.417947978,-1.130200148,-0.057659734,-0.069355071,-0.739193976
-0.463754565,-1.222704291,-1.156498313,0.854432464,-0.747169495,0.057441633
-1.0496068,-1.493910789,-0.527322233,-0.91953963,-1.440067172,-1.19514668
-0.322116584,-0.637418091,0.187316343,0.221967235,0.619174004,0.424271792
-0.125168324,-0.482573122,0.160619214,0.670382082,-0.226843059,-0.012902796
-0.012532148,0.679240286,0.20851244,-0.941210926,-0.237048775,-1.297919273
-0.163303331,0.105428062,1.185493708,0.280463099,-0.003374322,-0.064095318
-0.715244472,0.411628902,-0.244654402,-1.465663552,-0.12588723,-2.088715553
-0.104157448,-0.348828822,1.349654078,-0.016363759,1.079418302,0.783710897
