LE_at_birth,Access_to_Electricity,Gender_Development_Index,Human_Development_Index,Gender_Inequality_Index
,,,0.46,0.69
71.502,98.5,0.977,,0.495
,,0.959,0.715,0.407
76.421,,,0.7,0.363
,,0.948,0.804,0.174
75.17317073,100.0,0.959,0.818,0.165
,,,,
76.79268293,100.0,0.985,0.895,0.071
69.642,89.8,,0.651,0.501
70.823,,0.786,0.655,0.59
68.308,97.4,,0.637,0.603
79.36829268,,,0.83,0.134
70.25853659,,1.036,0.797,0.268
51.043,10.2,0.74,,0.7
77.96585366,,0.995,0.9,
66.34,77.7,0.924,0.686,0.408
,100.0,0.981,0.847,
,77.2,0.884,0.641,0.621
77.99268293,100.0,,0.868,0.212
69.606,,,,0.378
58.107,44.8,,,0.597
,16.4,0.75,0.352,0.701
78.38780488,100.0,0.97,0.82,0.216
67.946,,,,0.58
64.788,,,0.584,0.556
69.006,64.2,0.93,0.559,0.531
74.51292683,100.0,0.955,0.769,0.187
72.24878049,100.0,0.981,0.782,0.28
66.758,,0.896,0.604,
,62.0,,0.496,0.66
77.13414634,,0.986,0.855,0.202
,98.1,0.825,0.693,
,96.9,0.736,0.596,
80.6902439,100.0,0.995,0.879,
,100.0,0.944,0.848,0.186
80.12682927,100.0,0.958,,
70.758,87.7,0.971,,0.436
72.147,99.0,0.855,,0.572
81.41634146,,0.959,,0.149
65.76,99.7,1.006,0.695,
,17.0,0.877,0.485,
59.966,,0.882,0.441,0.599
76.41219512,,0.928,0.833,0.161
76.891,,0.973,0.781,0.557
,63.6,0.95,,0.46
,1.3,,0.448,0.588
,99.5,1.017,0.776,0.249
77.82439024,,0.993,0.869,
70.76097561,,1.028,0.767,
,71.6,0.789,,0.706
66.787,98.8,,0.652,
58.57,14.8,,,
72.181,,0.908,,0.483
73.867,,0.921,0.712,
,99.0,,0.679,0.317
51.284,10.8,,0.329,
,100.0,,0.796,0.293
63.279,,1.024,0.609,
50.065,5.7,0.843,0.316,
61.185,22.2,0.824,0.466,0.743
71.76585366,99.2,0.917,0.69,0.477
,5.2,0.862,0.38,0.679
73.344,98.6,0.933,,0.298
51.26,36.0,0.942,,
49.841,8.4,0.729,,
78.1902439,,0.958,0.895,
78.78536585,100.0,0.99,0.911,0.095
,,0.815,0.469,
78.69268293,100.0,0.98,0.894,0.178
,73.9,0.654,,0.76
74.414,81.5,,0.726,0.508
71.041,72.1,0.938,,
69.614,75.7,0.937,,0.499
,12.7,0.862,,0.653
,100.0,0.992,0.799,0.158
76.81463415,100.0,,,0.187
69.9,91.0,0.954,,0.549
71.16097561,94.6,0.966,,0.388
49.021,4.7,,0.35,0.56
,,0.812,,
57.564,38.9,0.791,0.394,0.648
78.25121951,100.0,,0.833,0.178
45.661,8.5,,0.331,0.69
69.598,,0.929,0.619,0.526
62.032,51.5,0.846,0.507,0.6
73.40243902,,0.987,0.77,
75.75853659,100.0,0.989,0.837,0.14
79.79512195,,0.987,,
,26.9,,,0.63
71.644,93.1,0.821,0.596,0.464
47.85,3.4,,0.301,0.785
54.86,19.6,0.774,,0.666
72.613,,,0.664,0.383
64.057,98.6,,,0.419
69.127,86.3,0.956,0.688,
69.646,96.3,0.958,,0.392
73.816,97.3,,0.665,0.385
72.231,,,0.674,0.548
53.161,,0.88,0.406,
49.006,8.6,,0.404,
,99.2,1.011,,
75.285,97.7,1.008,0.76,0.376
76.83658537,100.0,0.989,0.892,0.271
,99.6,0.938,0.614,0.34
,,0.982,,
72.647,,0.954,0.598,0.321
57.261,70.2,0.945,0.629,0.461
46.019,,,,
41.957,,0.855,0.441,0.626
47.386,,0.84,0.403,
75.89,,0.934,,0.297
74.901,,,0.804,0.599
,96.1,,,0.39
71.018,,0.927,0.676,0.439
79.93658537,100.0,,0.902,
,100.0,,0.879,
,100.0,0.971,0.642,
49.891,,0.852,0.311,0.611
,100.0,0.968,0.892,0.131
56.606,23.4,0.777,0.436,0.668
51.272,9.9,0.77,0.303,0.657
66.612,,0.788,0.499,0.739
71.86585366,,0.98,0.74,
,90.0,1.016,0.721,0.236
68.752,81.0,,,0.501
63.306,,0.907,,
70.41,96.7,0.986,0.692,0.493
74.366,100.0,,,0.354
,,0.952,0.583,
45.409,,,0.333,0.709
79.53073171,100.0,0.982,0.894,0.14
80.38536585,100.0,0.948,0.89,0.093
77.445,97.3,,0.775,
,97.2,0.914,0.604,
50.886,51.4,0.803,,
,44.0,0.827,0.461,0.667
71.939,94.9,,0.67,0.5
77.983,98.5,0.954,,
76.612,95.5,0.92,,0.358
77.487,,0.952,0.816,0.166
75.22195122,,0.962,0.825,0.163
,100.0,0.95,0.901,0.121
76.89512195,100.0,0.986,0.896,0.062
69.923,89.7,0.949,0.657,0.493
71.23,98.6,0.792,0.664,
,97.5,0.839,0.639,0.607
79.56829268,100.0,0.97,,
70.90487805,,1.035,0.807,0.258
51.517,11.9,0.75,0.309,0.697
78.1195122,,,0.904,0.092
65.748,79.6,0.923,0.687,0.405
79.26097561,100.0,0.981,,
,,0.886,0.644,
78.14390244,100.0,,0.873,0.209
70.024,,,0.714,0.4
58.608,46.8,0.868,,0.591
53.278,17.7,0.755,0.362,
78.64146341,100.0,0.965,0.83,0.215
68.386,,0.894,,
,,0.923,0.59,0.555
,63.1,0.928,0.563,0.555
74.71731707,100.0,0.958,0.777,0.183
72.34878049,100.0,,0.791,0.275
,,0.895,0.612,0.57
,62.3,0.763,0.503,
77.63414634,,,0.864,0.196
,98.1,,0.701,0.547
67.084,97.1,0.738,0.598,0.641
80.50243902,100.0,0.987,0.886,0.128
,100.0,,0.854,
80.22926829,100.0,,0.853,0.188
70.888,86.7,0.983,0.677,0.432
,99.5,,0.692,0.567
81.69073171,,0.959,0.882,0.155
65.95,99.8,1.007,0.706,0.35
54.99,18.9,,0.485,0.687
61.226,,0.864,0.461,0.595
,100.0,0.927,0.84,0.158
76.982,,0.976,0.784,0.554
71.117,80.7,0.949,0.694,0.459
,3.4,0.984,0.446,0.59
,99.4,1.015,0.786,0.239
77.96585366,,0.985,0.874,0.167
70.96097561,99.8,1.028,0.778,0.262
,73.3,0.793,,0.582
66.938,99.0,,0.663,
,14.0,,0.447,0.635
,88.3,,0.636,0.465
74.106,97.9,0.922,0.719,0.459
,99.0,,,0.246
52.222,,0.787,0.338,0.671
78.73902439,100.0,0.918,0.8,
63.518,72.8,1.04,0.617,0.401
50.59,,0.848,0.324,0.596
61.268,21.7,0.83,0.47,0.742
71.96585366,99.4,0.917,0.694,
47.221,5.6,0.863,0.386,
73.563,,,0.724,0.29
,36.9,0.947,0.545,0.536
,,0.733,,
67.18,,0.915,,0.544
78.29268293,100.0,0.958,,0.1
78.98780488,100.0,,,
,,0.826,0.476,
78.84634146,,0.978,,0.182
,,0.658,0.454,
74.824,,0.97,0.733,0.508
71.661,74.4,0.935,0.685,0.471
,76.7,0.941,0.645,
61.698,,0.866,,
74.49756098,,0.993,,
77.06585366,100.0,0.986,0.798,0.186
,91.7,0.946,0.662,0.545
71.0097561,,0.966,0.729,0.382
,6.0,,0.369,0.554
,29.7,0.824,0.436,0.679
,,,0.398,0.639
78.55121951,100.0,0.943,0.84,
46.359,9.2,,,0.689
,87.5,0.925,0.626,
62.6,52.5,,0.511,0.599
73.60487805,,0.986,,0.19
76.00731707,100.0,,,0.137
79.84634146,100.0,,0.91,0.054
44.486,25.9,,0.451,0.63
,,0.822,0.603,0.468
47.946,3.8,0.701,,
,21.3,,0.454,0.664
72.93,91.0,0.97,,0.39
64.846,,0.852,,0.4
,87.0,0.956,0.694,0.66
70.488,96.5,0.967,0.732,
74.059,97.8,,0.67,0.371
,99.8,,0.684,0.533
53.863,10.7,0.889,,0.619
49.648,,0.869,0.417,0.616
68.27560976,99.3,1.011,0.722,0.346
75.54,97.8,1.006,0.764,0.376
76.93658537,100.0,0.989,0.893,
66.604,99.7,0.937,,0.325
72.662,99.8,,,0.534
,,0.956,,0.312
,76.7,,,0.459
46.979,17.4,,0.434,0.629
44.565,34.2,0.878,0.452,0.628
49.617,27.4,,0.42,
76.142,99.4,0.936,0.696,0.305
76.222,100.0,0.964,0.814,0.597
74.08,,,0.793,0.385
,,0.935,0.686,
80.23902439,,,,0.14
78.63170732,,0.96,0.881,0.131
,,,0.651,0.355
,,0.851,0.319,0.597
78.12926829,100.0,,0.895,0.109
,24.3,,,
,11.4,,,
,40.5,0.797,0.505,0.737
72.06585366,,0.977,0.749,0.242
,,0.938,0.806,
68.55365854,90.5,,,0.221
68.909,81.8,0.931,0.66,
63.635,,0.914,0.627,
70.72,,0.986,,
74.472,100.0,0.999,0.765,0.355
,33.1,0.949,0.59,0.512
45.76,,,,0.709
79.71512195,,0.982,0.897,0.136
80.53658537,100.0,0.951,0.895,0.084
77.387,98.8,,0.779,0.395
73.371,,,,0.263
,51.5,0.806,0.453,
53.883,45.1,,0.468,0.664
72.361,,,0.677,0.494
78.072,98.7,,0.727,0.364
76.773,96.5,0.924,0.714,0.338
77.788,100.0,0.95,0.825,
75.17073171,,0.965,,0.154
78.3804878,,0.955,0.905,0.114
,100.0,,,0.058
,,0.946,,
,98.6,0.794,0.67,0.557
68.402,98.8,,0.637,0.583
,100.0,0.971,0.837,0.132
71.31707317,100.0,1.035,,0.235
,13.5,,,0.691
78.36829268,100.0,0.992,0.907,0.088
,,0.922,0.692,0.409
,,,,0.171
61.671,78.5,,0.648,
78.44634146,100.0,,0.878,
70.333,100.0,0.955,,
59.111,48.3,0.872,,0.587
53.678,18.9,0.763,0.37,0.666
78.84146341,100.0,,0.835,
68.797,78.5,,,
64.6,76.2,0.926,0.598,0.553
,,,0.567,
,100.0,0.97,,
,,0.992,0.798,0.261
67.413,87.9,0.9,0.621,0.567
64.094,,0.78,,
,100.0,0.989,0.873,0.193
69.823,,0.842,0.704,0.536
65.643,97.2,0.737,0.579,0.67
,,0.977,,0.126
79.64878049,100.0,0.943,0.855,0.174
79.98292683,100.0,,,0.179
70.806,86.5,,0.671,0.44
72.573,99.0,0.862,,0.517
81.76,,0.96,0.884,0.153
65.74,,1.01,,0.359
55.601,16.0,0.876,0.495,0.655
62.523,19.3,0.867,0.475,0.58
77.21463415,100.0,,0.844,0.159
76.985,100.0,,0.793,
,,0.95,0.699,0.456
44.53,5.4,,0.449,
72.06097561,,,0.8,0.238
,100.0,0.973,,0.165
71.26585366,99.8,1.023,0.787,0.258
67.915,75.1,0.798,0.552,0.575
67.419,98.8,,0.674,0.329
59.491,20.3,0.902,0.457,0.645
74.06,,0.908,0.65,0.449
,,0.925,,
73.24146341,99.0,,0.688,
52.893,14.7,,,0.668
78.54634146,100.0,0.925,0.812,0.29
64.208,76.3,1.039,0.631,0.385
50.87,8.1,0.852,0.337,
61.347,23.0,,0.475,0.725
72.11707317,99.1,0.919,0.703,0.477
48.79,,,0.393,0.674
73.796,98.7,0.942,0.732,0.278
51.083,37.8,,0.548,
51.434,,0.734,0.278,0.787
48.441,,0.832,0.45,0.704
67.217,74.6,0.921,,0.538
78.49268293,100.0,0.96,,
,100.0,0.988,0.919,0.08
64.197,39.6,0.833,0.482,
,100.0,0.978,,0.183
,,,0.462,0.651
75.218,,0.984,0.737,
72.217,,0.937,0.684,0.465
,,0.943,0.65,0.473
61.797,13.4,0.869,0.461,0.68
74.59756098,99.9,0.993,0.811,0.156
77.2195122,100.0,0.988,,0.18
,92.6,0.949,0.655,0.537
,95.1,0.964,0.732,
65.02756098,97.9,1.05,0.754,
53.368,7.4,0.873,,0.513
73.628,100.0,,,0.69
58.2,29.9,0.83,,0.676
59.122,41.9,,0.405,0.638
79.03902439,100.0,0.948,0.845,0.153
46.963,,0.799,,
70.14,87.0,,,0.502
,53.6,0.854,,
73.60487805,100.0,,0.784,0.182
,100.0,0.99,0.858,0.127
,100.0,,,0.049
43.349,28.7,,,0.587
,92.6,,,0.464
48.206,,,,0.752
55.639,23.0,,0.46,
,,,0.687,
65.552,100.0,0.857,,0.379
,,,,0.658
,,0.967,0.737,0.373
,,,,0.363
72.89,99.8,0.851,0.69,0.527
54.895,11.1,,0.426,0.617
,10.5,0.874,,0.603
68.21073171,99.3,1.012,,0.368
75.785,,,0.77,0.365
77.03658537,100.0,0.986,,
67.04,99.5,0.937,,0.308
71.94,95.7,,,0.53
72.98,90.3,,0.617,0.304
54.331,78.8,0.96,,0.463
48.284,18.5,0.861,0.448,0.626
43.393,35.1,0.862,0.439,0.629
50.592,28.4,,,0.643
,99.4,0.938,0.7,0.301
,100.0,0.965,0.818,
,96.5,,0.798,0.377
71.421,,,0.694,0.394
,100.0,,0.908,0.136
,100.0,,0.886,0.126
,99.0,0.971,0.659,0.348
52.01,3.7,,0.33,0.593
,,0.97,,
56.826,25.2,0.787,0.45,0.657
,10.7,,0.32,0.647
67.187,40.6,0.802,0.511,
,,,0.756,
76.56,,0.95,0.804,0.355
,91.0,1.018,0.742,0.176
69.227,82.6,,,0.495
64.004,,0.915,,
71.131,96.8,,,0.473
74.727,,,0.77,0.348
51.617,35.3,0.95,,
46.038,7.0,,,0.709
79.99219512,100.0,0.982,,0.129
81.08780488,,0.953,0.901,0.083
77.616,97.5,0.946,0.787,
,,0.927,0.626,0.259
51.363,52.4,0.806,0.455,0.672
54.178,47.1,0.839,0.474,
72.695,95.3,0.99,0.683,
78.331,99.0,0.95,0.732,
76.912,,0.94,0.728,
77.944,100.0,,0.83,0.138
75.72195122,100.0,0.966,0.836,
78.6804878,100.0,,,0.107
77.49268293,,,0.906,
,90.3,0.944,,0.496
71.762,98.6,0.802,0.678,
68.613,97.8,0.844,0.64,0.57
79.87073171,,0.974,0.844,0.123
71.9097561,100.0,,0.826,
53.235,,0.77,0.327,0.687
,100.0,1.0,,0.087
66.424,,,0.704,0.438
80.16341463,100.0,,0.858,0.159
,79.2,0.891,0.647,
,,0.977,0.889,0.205
,,0.96,,0.378
,,,0.521,
,20.2,0.771,0.377,
,100.0,0.96,,0.176
69.165,77.2,,0.571,0.574
64.93,76.8,0.936,0.612,0.527
69.796,67.1,,,0.549
75.5202439,99.9,0.972,0.796,0.158
72.64878049,100.0,0.992,,0.267
,,0.893,0.619,0.547
64.524,64.4,0.784,0.525,0.636
78.53902439,100.0,0.98,0.881,0.188
71.37,98.3,,,0.524
,97.3,,0.602,
80.99756098,100.0,0.988,0.895,
80.14634146,,,0.858,0.171
80.7804878,100.0,0.962,0.865,
70.86,87.2,,,0.44
72.772,,0.863,0.709,
82.0302439,100.0,0.96,,0.155
,,,0.73,
,22.6,0.879,0.508,0.652
63.552,14.2,,0.488,0.574
77.66585366,100.0,0.93,0.852,
76.792,100.0,0.997,,0.552
67.091,76.5,0.94,0.683,0.445
43.711,,0.986,0.448,0.574
,99.4,1.019,0.809,0.186
79.12195122,100.0,0.982,,
,99.7,,0.799,0.253
,78.2,0.802,0.56,
,99.1,,,0.305
60.149,15.3,,,
73.538,90.0,0.908,0.65,0.444
,,0.933,0.73,0.436
,,0.927,0.694,0.221
,16.4,0.801,0.357,
,,,0.825,0.297
,74.8,1.04,0.647,0.401
,10.7,,0.347,
61.593,24.3,0.84,0.486,0.726
72.26585366,99.0,0.923,0.71,0.471
50.453,6.9,0.876,0.4,0.653
,98.7,0.941,0.735,
51.246,38.7,0.95,,0.52
,9.7,0.742,0.289,
,46.1,0.835,0.462,0.702
,75.2,0.927,0.582,0.532
79.09512195,100.0,0.962,0.897,
79.84146341,100.0,0.987,,0.071
64.818,37.2,0.843,0.489,
,100.0,0.975,0.906,0.18
74.329,100.0,0.877,,0.362
63.052,77.0,0.662,0.475,0.642
,83.4,0.971,,
72.668,,0.94,,0.463
,,0.945,0.657,0.479
61.761,13.8,0.873,,0.676
74.84634146,99.9,0.996,0.809,
,100.0,,0.805,0.177
70.481,93.2,0.957,,0.526
,95.3,0.966,0.742,
,98.0,1.05,0.761,
,8.7,0.884,,
74.153,100.0,0.869,0.77,0.678
56.773,30.2,0.841,0.441,0.671
60.027,,0.811,0.412,0.636
,100.0,,,
,16.8,0.804,,0.665
70.34,87.4,0.939,,0.498
63.731,54.7,0.858,0.525,0.596
66.416,95.0,0.97,0.674,0.513
73.95853659,100.0,0.986,0.794,0.191
77.20731707,100.0,0.991,,0.129
80.49756098,100.0,,,0.048
42.538,31.4,,,0.587
72.475,92.3,0.813,0.627,
48.232,3.5,0.714,0.325,0.748
55.569,24.8,0.783,,
,,,,0.407
66.028,98.5,0.864,0.606,
,88.3,,0.702,0.657
71.076,96.8,0.974,,
74.49,99.0,,0.687,0.311
73.24,99.7,0.85,0.695,0.533
55.596,,,,
51.547,11.6,0.881,0.444,0.596
68.18536585,99.4,,,
,98.0,,0.77,
77.48780488,100.0,0.985,0.898,0.258
67.401,,,,0.229
72.514,,0.981,0.707,0.522
73.135,91.0,,0.625,
,80.6,,,
,20.3,,0.459,
,35.6,,0.446,
58.361,,0.541,,
51.57,29.4,0.844,,
,99.4,0.94,,0.306
76.683,100.0,0.962,0.822,0.584
75.139,96.7,,0.802,0.373
,99.8,0.964,0.707,0.386
,100.0,0.967,0.911,0.135
79.33170732,100.0,0.963,0.889,0.121
67.562,99.1,,0.672,
53.023,,,0.338,
78.9804878,100.0,0.967,0.902,0.103
,26.1,0.796,0.457,
53.092,,0.798,0.331,0.641
67.299,44.2,0.809,,0.644
,90.6,0.978,0.762,0.248
,100.0,0.96,0.803,0.34
75.42,99.1,0.916,0.691,0.271
68.85121951,91.5,,0.75,
69.376,83.5,0.926,0.664,0.49
,68.3,,0.635,0.545
71.753,97.1,0.986,0.698,0.471
74.89,99.9,1.003,,0.342
52.61,37.5,0.949,0.604,
46.433,7.4,0.746,0.342,
80.11268293,100.0,0.982,0.903,0.133
81.23658537,100.0,,0.905,
78.016,,0.947,,0.37
,,0.933,0.638,0.26
,,0.808,0.456,0.669
,47.2,,0.475,0.656
73.081,,0.99,0.696,
78.505,,0.963,,0.348
77.047,96.8,0.946,0.741,0.328
78.101,100.0,0.954,0.834,
75.92439024,100.0,0.968,0.844,0.152
78.93170732,100.0,0.958,,
77.84390244,100.0,,0.911,0.055
,90.1,0.955,0.674,
72.061,,0.81,0.685,0.551
68.779,,0.837,0.643,0.575
80.17073171,,,0.85,0.124
72.56829268,,,0.839,0.225
,14.0,0.767,,0.639
,100.0,,0.905,
,81.6,,,
,100.0,,0.866,
61.959,81.6,,0.652,0.605
79.04878049,,,0.895,
71.13,97.9,0.956,0.738,0.391
,41.3,0.878,0.533,
,20.2,0.783,0.387,0.661
79.23902439,100.0,0.956,0.855,0.178
,,0.899,0.574,0.576
65.132,,0.942,0.622,0.526
70.104,,0.964,0.577,0.47
75.24463415,99.9,,0.802,
72.64878049,99.9,,0.806,0.262
67.649,84.8,0.899,,
64.996,68.8,,0.534,0.618
78.94390244,,0.982,0.888,0.182
,,0.868,0.717,
64.844,97.4,0.778,0.606,0.665
81.50243902,,0.984,0.901,0.107
80.15121951,100.0,0.959,0.866,
80.78292683,,,0.868,0.175
71.044,88.0,0.989,0.69,0.436
72.932,99.0,0.863,0.716,0.519
81.95512195,100.0,,0.889,0.142
65.86,100.0,1.015,0.739,0.349
57.344,24.5,0.885,0.516,0.647
64.293,20.5,0.869,,0.571
78.16829268,100.0,0.931,0.86,
,,1.005,0.798,0.36
71.592,90.1,,0.735,
72.118,,0.959,0.71,0.435
43.233,9.6,,0.448,0.576
71.25365854,99.4,,0.817,
79.43170732,100.0,0.981,0.884,0.133
,99.7,,0.808,0.25
,78.6,,0.567,0.558
,,,0.695,0.287
,16.0,0.908,0.469,
74.751,90.9,0.909,0.649,0.386
74.376,98.9,0.939,,0.426
73.69756098,99.1,0.928,,0.209
54.003,,,0.366,0.665
79.3,,,0.832,0.285
,86.2,,0.658,0.392
51.561,11.8,0.86,,0.579
61.656,18.2,,0.49,0.725
,99.0,,,0.394
,,0.881,0.406,
74.096,98.7,0.939,,0.284
,,0.951,0.555,0.513
53.59,7.1,0.75,0.298,0.697
49.297,46.8,0.84,0.469,0.689
67.936,73.8,0.934,,0.525
79.34634146,100.0,,,
,100.0,,,0.07
65.457,46.1,0.852,0.495,0.643
79.85121951,100.0,,0.912,
74.396,99.9,0.882,0.745,0.349
62.466,78.1,,,0.633
75.829,84.1,0.974,,0.476
,,0.936,0.686,0.462
70.24,79.8,,0.658,0.478
61.801,14.1,0.874,,0.672
74.99512195,,0.996,,0.157
78.07073171,100.0,0.99,,0.165
,94.7,0.947,,
,,0.974,0.756,0.362
65.5297561,,1.05,,0.364
57.316,4.8,,0.422,
,100.0,0.87,0.78,
57.279,30.5,0.847,0.448,
60.915,47.1,0.819,0.419,0.633
79.9902439,,0.96,0.875,0.151
,,0.81,,
,87.5,0.937,0.641,0.494
63.709,55.8,0.863,0.531,0.593
67.002,94.9,,,0.49
73.90487805,99.9,0.987,,
77.61219512,100.0,,0.869,0.134
80.54634146,,0.995,,
42.125,34.2,,0.446,0.587
,92.0,0.809,0.64,
48.312,,0.715,,0.745
55.962,,0.785,0.458,
73.82,92.8,0.976,0.706,0.394
,99.3,0.863,0.612,0.341
66.068,99.5,0.949,,0.243
62.328,,,0.538,0.52
69.768,,0.956,,0.453
71.308,95.0,0.978,,0.367
,99.2,0.875,0.694,
73.534,,0.856,0.7,0.531
,13.8,,0.446,0.596
,8.9,0.893,0.454,0.587
67.95682927,99.9,1.017,0.743,0.369
,,1.011,,0.366
77.48780488,,0.987,0.9,0.256
67.49,99.4,0.935,0.639,
72.782,,0.99,0.721,0.489
73.271,,0.967,0.633,0.3
,,0.936,,0.454
50.659,,,0.472,
44.768,,0.878,0.448,0.595
58.684,33.5,0.56,,
,30.5,0.849,0.459,0.628
76.816,99.4,0.943,0.718,
76.909,100.0,0.954,0.827,
,97.0,0.994,0.814,
,99.1,,0.721,
81.04146341,100.0,0.968,,
79.8804878,100.0,0.963,0.893,0.119
68.165,99.5,0.974,0.692,0.346
53.869,2.7,0.877,0.36,0.557
79.3804878,,0.967,0.905,
57.456,27.9,0.803,,
,11.6,0.803,0.339,0.636
67.241,50.5,0.812,0.524,
,,0.982,0.767,0.244
77.156,100.0,0.968,0.804,0.301
76.247,99.4,0.917,0.699,0.268
,92.1,,0.762,0.158
70.093,91.0,0.936,,0.478
64.779,76.2,,0.638,0.54
,,,0.7,
75.068,,,,0.338
,39.7,0.939,0.618,0.513
46.851,7.8,0.75,,0.694
80.54365854,100.0,0.982,,0.135
81.4902439,,0.958,0.914,0.073
,99.4,0.945,0.796,
,,0.939,0.65,0.258
52.355,60.2,0.81,0.458,0.667
54.856,49.0,,0.477,0.653
73.468,95.7,0.974,0.698,0.491
78.514,99.1,0.959,,0.346
77.179,,0.955,,0.315
78.371,,0.956,,0.133
76.52439024,100.0,0.971,0.852,
79.13170732,100.0,0.958,0.917,
78.09512195,,0.989,0.91,0.056
,90.1,0.956,0.683,
72.334,,,0.69,0.545
68.977,99.0,,,0.573
80.82195122,100.0,0.976,,0.125
,,,0.847,
55.149,18.6,0.807,0.363,0.63
79.21463415,100.0,1.002,0.909,
66.855,82.6,0.921,0.705,0.427
80.81219512,100.0,0.983,,0.157
62.375,80.5,,0.651,
79.24878049,,0.977,0.894,0.199
71.394,100.0,0.964,,0.377
59.988,55.1,0.882,0.54,0.568
,22.8,,,0.656
53.371,,0.838,,0.659
79.43902439,100.0,0.958,0.863,
69.812,83.7,0.902,,0.574
65.667,73.4,0.942,,0.526
70.261,71.3,,0.581,0.474
75.83682927,99.8,0.977,,0.154
,99.9,1.0,0.814,0.246
,90.6,0.906,0.639,0.542
65.412,,0.79,0.543,0.61
,100.0,0.982,,
72.276,98.4,0.874,0.727,0.51
63.587,97.6,0.798,0.604,0.62
81.15853659,100.0,0.982,0.903,
80.55365854,100.0,,0.874,
81.28292683,100.0,0.963,0.873,
71.199,88.7,0.988,0.694,0.434
73.145,100.0,0.866,0.722,0.509
82.32195122,100.0,,0.892,
66.15,99.8,,0.752,0.348
,,0.893,0.525,
65.059,,0.873,,0.562
78.66829268,100.0,0.932,0.866,0.104
76.887,100.0,1.012,0.799,0.355
,88.4,,,0.286
71.969,82.1,0.96,0.714,
42.914,,0.985,0.446,0.576
71.05609756,,1.028,0.823,0.184
79.28780488,100.0,0.978,0.885,0.126
70.86585366,99.6,1.038,,
,96.5,,0.573,
68.479,98.9,0.99,0.704,0.284
,16.8,0.912,0.475,0.628
75.13,91.7,0.916,0.664,0.371
,99.1,0.939,,
73.89512195,99.0,,0.707,0.184
,16.6,0.818,,
79.43902439,100.0,0.929,,0.274
,99.0,0.952,0.776,0.229
65.513,77.0,1.039,0.669,
51.961,13.0,0.867,,0.576
61.891,27.0,,0.5,
72.43219512,99.0,0.935,,0.392
53.238,,,0.415,0.643
74.164,98.8,0.94,,
52.655,40.5,0.962,,0.51
,9.3,,,
49.73,,0.844,0.477,0.688
68.725,76.3,0.937,0.593,0.533
79.69756098,100.0,0.958,0.906,0.061
80.34390244,100.0,,0.937,0.074
65.868,51.2,0.863,0.505,0.633
,,0.974,,0.174
74.48,99.9,0.885,,0.332
,,0.694,,0.614
76.012,84.8,0.974,0.754,0.477
73.172,80.2,0.936,0.691,
70.282,80.2,0.945,0.659,0.479
61.917,,0.874,,0.667
75.14390244,99.8,,0.82,0.159
78.4195122,100.0,0.99,0.811,
70.781,96.7,0.945,,0.526
76.57,,0.994,0.825,0.559
,95.9,,,0.358
66.72756098,98.1,,0.775,0.356
58.714,11.4,0.901,0.442,0.477
74.81,,0.871,0.787,0.663
,,0.837,0.465,0.638
,49.9,0.823,,0.633
80.14146341,100.0,,0.881,
,,,,0.662
,89.2,0.945,,0.462
73.38536585,99.6,0.949,0.746,
64.398,,,,0.601
67.571,,,0.691,0.486
74.20487805,99.9,0.99,0.812,0.18
78.08658537,,,0.878,
80.74878049,,0.995,0.906,
43.12,35.2,0.915,0.462,0.582
73.35,99.5,0.806,0.65,0.501
,5.1,0.72,,0.743
56.222,,,,0.63
74.938,,0.978,0.712,
67.013,,0.865,0.622,0.334
66.499,,,0.67,0.246
,,0.892,0.563,
69.894,,0.955,0.703,0.45
71.256,,,,
,,0.885,0.7,0.309
73.845,99.7,,0.71,0.52
56.911,,0.902,,0.592
54.369,9.0,,0.466,0.57
68.07756098,99.5,,,
,98.5,1.007,,
,,0.988,0.904,
67.891,99.5,0.934,0.644,0.23
72.742,99.3,0.999,0.732,0.489
,96.0,,0.641,
54.278,,0.94,0.637,0.456
51.795,24.1,,0.484,0.606
,37.2,0.887,0.452,0.59
59.111,,0.587,0.424,
53.642,,0.853,0.475,0.621
77.549,99.4,0.947,0.73,
77.129,,,0.831,0.202
,97.2,0.997,0.817,0.367
72.327,99.2,0.97,,
81.29268293,,0.969,,0.134
,100.0,0.962,,0.114
68.603,99.5,0.947,0.706,0.353
,4.7,0.882,0.372,0.552
79.78292683,,0.966,0.908,0.101
57.675,28.0,0.808,,0.629
54.375,,0.819,0.334,0.64
,,0.817,0.527,0.634
,91.7,,,0.243
77.634,100.0,0.975,,0.261
,99.7,,0.707,0.267
70.20731707,,1.019,0.773,
70.655,,,0.685,0.46
65.027,80.2,0.927,0.645,
72.365,,0.99,0.704,0.465
75.342,100.0,1.006,0.786,
55.732,41.9,0.943,,
47.426,,0.754,0.351,
,100.0,0.982,0.908,0.136
81.74146341,100.0,0.958,0.92,
,98.0,,0.801,0.361
,,,0.663,0.256
52.97,55.3,,,0.663
,48.2,,,0.629
73.837,,0.993,,0.493
78.462,,,0.756,0.334
77.307,97.1,0.962,0.775,
78.81,100.0,,0.848,0.123
,,,0.859,0.156
,100.0,0.959,0.921,0.105
78.19512195,100.0,0.988,0.911,0.054
,96.9,0.962,0.692,0.493
,98.7,0.822,0.697,
69.128,98.4,0.853,,
80.87317073,100.0,0.977,0.858,
72.81463415,,,,
,,0.821,0.38,
,100.0,1.004,0.911,0.071
,88.9,,0.706,0.42
,,,0.873,0.137
